GHO,PUBLISHSTATE,YEAR,REGION,COUNTRY,Display Value,Numeric,Low,High,Comments
MDG_0000000026,PUBLISHED,2006,AMR,JAM,79 [ 74 - 84 ],79,74,84,NA
MDG_0000000026,PUBLISHED,2007,AMR,HND,77 [ 70 - 84 ],77,70,84,NA
MDG_0000000026,PUBLISHED,2014,SEAR,MDV,56 [ 39 - 84 ],56,39,84,NA
MDG_0000000026,PUBLISHED,2002,AMR,JAM,78 [ 74 - 83 ],78,74,83,NA
MDG_0000000026,PUBLISHED,2000,AMR,JAM,77 [ 72 - 82 ],77,72,82,NA
MDG_0000000026,PUBLISHED,2009,WPR,MNG,73 [ 65 - 82 ],73,65,82,NA
MDG_0000000026,PUBLISHED,2010,AFR,MUS,66 [ 55 - 81 ],66,55,81,NA
MDG_0000000026,PUBLISHED,2003,AMR,DOM,76 [ 72 - 80 ],76,72,80,NA
MDG_0000000026,PUBLISHED,2001,EMR,TUN,63 [ 52 - 80 ],63,52,80,NA
MDG_0000000026,PUBLISHED,2003,EMR,JOR,63 [ 51 - 79 ],63,51,79,NA
MDG_0000000026,PUBLISHED,2005,AMR,VCT,59 [ 43 - 79 ],59,43,79,NA
MDG_0000000026,PUBLISHED,2004,EMR,JOR,62 [ 49 - 77 ],62,49,77,NA
MDG_0000000026,PUBLISHED,2011,AMR,HND,72 [ 68 - 76 ],72,68,76,NA
MDG_0000000026,PUBLISHED,2016,AFR,CPV,59 [ 46 - 76 ],59,46,76,NA
MDG_0000000026,PUBLISHED,2008,AMR,ATG,50 [ 30 - 76 ],50,30,76,NA
MDG_0000000026,PUBLISHED,2000,EMR,EGY,64 [ 56 - 75 ],64,56,75,NA
MDG_0000000026,PUBLISHED,2007,AMR,BLZ,61 [ 49 - 75 ],61,49,75,NA
MDG_0000000026,PUBLISHED,2014,AMR,HND,68 [ 62 - 74 ],68,62,74,NA
MDG_0000000026,PUBLISHED,2013,AMR,PAN,66 [ 60 - 74 ],66,60,74,NA
MDG_0000000026,PUBLISHED,2008,AMR,BLZ,59 [ 47 - 73 ],59,47,73,NA
MDG_0000000026,PUBLISHED,2002,AMR,BRA,69 [ 66 - 72 ],69,66,72,NA
MDG_0000000026,PUBLISHED,2000,AMR,BRA,69 [ 67 - 71 ],69,67,71,NA
MDG_0000000026,PUBLISHED,2009,AFR,MUS,59 [ 49 - 71 ],59,49,71,NA
MDG_0000000026,PUBLISHED,2004,AMR,ARG,61 [ 53 - 70 ],61,53,70,NA
MDG_0000000026,PUBLISHED,2009,AMR,BLZ,57 [ 45 - 70 ],57,45,70,NA
MDG_0000000026,PUBLISHED,2002,EMR,EGY,60 [ 53 - 69 ],60,53,69,NA
MDG_0000000026,PUBLISHED,2009,AMR,ATG,45 [ 27 - 69 ],45,27,69,NA
MDG_0000000026,PUBLISHED,2010,AMR,BLZ,54 [ 42 - 68 ],54,42,68,NA
MDG_0000000026,PUBLISHED,2010,EMR,JOR,53 [ 40 - 68 ],53,40,68,NA
MDG_0000000026,PUBLISHED,2006,AFR,MUS,55 [ 46 - 67 ],55,46,67,NA
MDG_0000000026,PUBLISHED,2013,EMR,JOR,51 [ 37 - 67 ],51,37,67,NA
MDG_0000000026,PUBLISHED,2006,AMR,ARG,57 [ 50 - 66 ],57,50,66,NA
MDG_0000000026,PUBLISHED,2004,EMR,TUN,54 [ 46 - 66 ],54,46,66,NA
MDG_0000000026,PUBLISHED,2000,AMR,BRB,50 [ 38 - 66 ],50,38,66,NA
MDG_0000000026,PUBLISHED,2016,EMR,JOR,47 [ 33 - 66 ],47,33,66,NA
MDG_0000000026,PUBLISHED,2004,AFR,MUS,54 [ 43 - 65 ],54,43,65,NA
MDG_0000000026,PUBLISHED,2017,EMR,JOR,46 [ 31 - 65 ],46,31,65,NA
MDG_0000000026,PUBLISHED,2005,AFR,MUS,53 [ 43 - 64 ],53,43,64,NA
MDG_0000000026,PUBLISHED,2012,AMR,BLZ,50 [ 38 - 64 ],50,38,64,NA
MDG_0000000026,PUBLISHED,2008,AMR,SLV,57 [ 51 - 63 ],57,51,63,NA
MDG_0000000026,PUBLISHED,2009,AMR,SLV,57 [ 50 - 63 ],57,50,63,NA
MDG_0000000026,PUBLISHED,2007,WPR,VNM,49 [ 39 - 62 ],49,39,62,NA
MDG_0000000026,PUBLISHED,2015,WPR,VNM,45 [ 33 - 62 ],45,33,62,NA
MDG_0000000026,PUBLISHED,2010,AMR,SLV,54 [ 48 - 61 ],54,48,61,NA
MDG_0000000026,PUBLISHED,2011,AMR,SLV,53 [ 46 - 61 ],53,46,61,NA
MDG_0000000026,PUBLISHED,2002,AMR,BRB,47 [ 35 - 61 ],47,35,61,NA
MDG_0000000026,PUBLISHED,2014,WPR,VNM,45 [ 34 - 61 ],45,34,61,NA
MDG_0000000026,PUBLISHED,2011,WPR,VNM,47 [ 36 - 60 ],47,36,60,NA
MDG_0000000026,PUBLISHED,2005,AMR,ATG,40 [ 25 - 60 ],40,25,60,NA
MDG_0000000026,PUBLISHED,2014,AMR,SLV,49 [ 41 - 59 ],49,41,59,NA
MDG_0000000026,PUBLISHED,2014,AMR,BLZ,46 [ 34 - 59 ],46,34,59,NA
MDG_0000000026,PUBLISHED,2003,AMR,MEX,55 [ 54 - 57 ],55,54,57,NA
MDG_0000000026,PUBLISHED,2002,WPR,CHN,51 [ 46 - 57 ],51,46,57,NA
MDG_0000000026,PUBLISHED,2006,EMR,TUN,49 [ 42 - 57 ],49,42,57,NA
MDG_0000000026,PUBLISHED,2001,AMR,MEX,55 [ 54 - 56 ],55,54,56,NA
MDG_0000000026,PUBLISHED,2006,EMR,EGY,50 [ 44 - 56 ],50,44,56,NA
MDG_0000000026,PUBLISHED,2004,AMR,MEX,54 [ 53 - 55 ],54,53,55,NA
MDG_0000000026,PUBLISHED,2002,SEAR,LKA,50 [ 46 - 55 ],50,46,55,NA
MDG_0000000026,PUBLISHED,2015,EMR,TUN,46 [ 36 - 55 ],46,36,55,NA
MDG_0000000026,PUBLISHED,2015,AMR,BLZ,43 [ 31 - 55 ],43,31,55,NA
MDG_0000000026,PUBLISHED,2003,SEAR,LKA,50 [ 46 - 54 ],50,46,54,NA
MDG_0000000026,PUBLISHED,2017,EMR,TUN,43 [ 33 - 54 ],43,33,54,NA
MDG_0000000026,PUBLISHED,2004,AMR,GRD,38 [ 25 - 54 ],38,25,54,NA
MDG_0000000026,PUBLISHED,2004,EUR,RUS,45 [ 38 - 53 ],45,38,53,NA
MDG_0000000026,PUBLISHED,2001,EUR,TUR,41 [ 33 - 53 ],41,33,53,NA
MDG_0000000026,PUBLISHED,2004,WPR,FJI,47 [ 42 - 52 ],47,42,52,NA
MDG_0000000026,PUBLISHED,2010,EMR,TUN,46 [ 41 - 52 ],46,41,52,NA
MDG_0000000026,PUBLISHED,2011,EMR,TUN,46 [ 40 - 52 ],46,40,52,NA
MDG_0000000026,PUBLISHED,2009,AMR,BRB,38 [ 26 - 52 ],38,26,52,NA
MDG_0000000026,PUBLISHED,2004,WPR,CHN,46 [ 42 - 51 ],46,42,51,NA
MDG_0000000026,PUBLISHED,2008,SEAR,LKA,42 [ 34 - 51 ],42,34,51,NA
MDG_0000000026,PUBLISHED,2008,AMR,MEX,49 [ 48 - 50 ],49,48,50,NA
MDG_0000000026,PUBLISHED,2009,SEAR,LKA,41 [ 33 - 50 ],41,33,50,NA
MDG_0000000026,PUBLISHED,2010,AMR,BRB,36 [ 25 - 50 ],36,25,50,NA
MDG_0000000026,PUBLISHED,2006,WPR,FJI,44 [ 40 - 49 ],44,40,49,NA
MDG_0000000026,PUBLISHED,2002,SEAR,THA,44 [ 39 - 49 ],44,39,49,NA
MDG_0000000026,PUBLISHED,2001,EUR,ARM,42 [ 36 - 49 ],42,36,49,NA
MDG_0000000026,PUBLISHED,2003,EMR,IRN,39 [ 31 - 49 ],39,31,49,NA
MDG_0000000026,PUBLISHED,2000,EUR,UZB,41 [ 34 - 48 ],41,34,48,NA
MDG_0000000026,PUBLISHED,2013,EMR,EGY,40 [ 32 - 48 ],40,32,48,NA
MDG_0000000026,PUBLISHED,2013,AMR,ARG,44 [ 42 - 47 ],44,42,47,NA
MDG_0000000026,PUBLISHED,2007,WPR,FJI,43 [ 39 - 47 ],43,39,47,NA
MDG_0000000026,PUBLISHED,2005,AMR,GRD,33 [ 22 - 47 ],33,22,47,NA
MDG_0000000026,PUBLISHED,2009,SEAR,THA,43 [ 40 - 46 ],43,40,46,NA
MDG_0000000026,PUBLISHED,2003,EUR,UZB,39 [ 33 - 46 ],39,33,46,NA
MDG_0000000026,PUBLISHED,2015,EMR,SYR,30 [ 20 - 46 ],30,20,46,NA
MDG_0000000026,PUBLISHED,2008,EUR,GEO,39 [ 35 - 45 ],39,35,45,NA
MDG_0000000026,PUBLISHED,2004,EUR,AZE,39 [ 34 - 45 ],39,34,45,NA
MDG_0000000026,PUBLISHED,2014,EMR,SYR,30 [ 20 - 45 ],30,20,45,NA
MDG_0000000026,PUBLISHED,2014,AMR,ARG,42 [ 40 - 44 ],42,40,44,NA
MDG_0000000026,PUBLISHED,2008,WPR,CHN,40 [ 36 - 44 ],40,36,44,NA
MDG_0000000026,PUBLISHED,2011,WPR,FJI,38 [ 34 - 44 ],38,34,44,NA
MDG_0000000026,PUBLISHED,2016,WPR,BRN,31 [ 21 - 44 ],31,21,44,NA
MDG_0000000026,PUBLISHED,2007,AMR,GRD,31 [ 20 - 44 ],31,20,44,NA
MDG_0000000026,PUBLISHED,2008,AMR,CUB,40 [ 37 - 43 ],40,37,43,NA
MDG_0000000026,PUBLISHED,2003,EUR,GEO,37 [ 33 - 43 ],37,33,43,NA
MDG_0000000026,PUBLISHED,2014,WPR,FJI,36 [ 30 - 43 ],36,30,43,NA
MDG_0000000026,PUBLISHED,2015,WPR,FJI,35 [ 29 - 43 ],35,29,43,NA
MDG_0000000026,PUBLISHED,2010,AMR,GRD,29 [ 19 - 43 ],29,19,43,NA
MDG_0000000026,PUBLISHED,2012,AMR,CUB,39 [ 37 - 42 ],39,37,42,NA
MDG_0000000026,PUBLISHED,2014,SEAR,THA,38 [ 35 - 42 ],38,35,42,NA
MDG_0000000026,PUBLISHED,2015,SEAR,THA,38 [ 34 - 42 ],38,34,42,NA
MDG_0000000026,PUBLISHED,2006,EUR,RUS,36 [ 30 - 42 ],36,30,42,NA
MDG_0000000026,PUBLISHED,2011,AMR,GRD,28 [ 19 - 42 ],28,19,42,NA
MDG_0000000026,PUBLISHED,2003,AMR,CRI,37 [ 34 - 41 ],37,34,41,NA
MDG_0000000026,PUBLISHED,2012,SEAR,LKA,37 [ 34 - 41 ],37,34,41,NA
MDG_0000000026,PUBLISHED,2017,SEAR,LKA,36 [ 31 - 41 ],36,31,41,NA
MDG_0000000026,PUBLISHED,2000,EUR,UKR,35 [ 30 - 41 ],35,30,41,NA
MDG_0000000026,PUBLISHED,2012,AMR,GRD,28 [ 18 - 41 ],28,18,41,NA
MDG_0000000026,PUBLISHED,2016,AMR,CUB,37 [ 34 - 40 ],37,34,40,NA
MDG_0000000026,PUBLISHED,2008,EUR,UZB,34 [ 29 - 40 ],34,29,40,NA
MDG_0000000026,PUBLISHED,2017,EMR,LBN,29 [ 22 - 40 ],29,22,40,NA
MDG_0000000026,PUBLISHED,2007,EUR,AZE,34 [ 29 - 39 ],34,29,39,NA
MDG_0000000026,PUBLISHED,2005,EUR,MDA,34 [ 29 - 39 ],34,29,39,NA
MDG_0000000026,PUBLISHED,2008,EUR,UKR,33 [ 27 - 39 ],33,27,39,NA
MDG_0000000026,PUBLISHED,2006,EUR,LVA,32 [ 26 - 39 ],32,26,39,NA
MDG_0000000026,PUBLISHED,2013,WPR,BRN,28 [ 20 - 39 ],28,20,39,NA
MDG_0000000026,PUBLISHED,2014,AMR,GRD,26 [ 16 - 39 ],26,16,39,NA
MDG_0000000026,PUBLISHED,2006,AMR,CRI,35 [ 33 - 38 ],35,33,38,NA
MDG_0000000026,PUBLISHED,2001,EUR,GEO,33 [ 28 - 38 ],33,28,38,NA
MDG_0000000026,PUBLISHED,2012,WPR,CHN,33 [ 27 - 38 ],33,27,38,NA
MDG_0000000026,PUBLISHED,2013,EUR,UZB,31 [ 26 - 38 ],31,26,38,NA
MDG_0000000026,PUBLISHED,2016,EMR,LBN,29 [ 22 - 38 ],29,22,38,NA
MDG_0000000026,PUBLISHED,2015,AMR,GRD,25 [ 16 - 38 ],25,16,38,NA
MDG_0000000026,PUBLISHED,2015,AMR,MEX,36 [ 35 - 37 ],36,35,37,NA
MDG_0000000026,PUBLISHED,2001,AMR,CHL,32 [ 28 - 37 ],32,28,37,NA
MDG_0000000026,PUBLISHED,2010,EUR,ARM,32 [ 27 - 37 ],32,27,37,NA
MDG_0000000026,PUBLISHED,2010,EUR,UZB,31 [ 27 - 37 ],31,27,37,NA
MDG_0000000026,PUBLISHED,2001,WPR,BRN,28 [ 21 - 37 ],28,21,37,NA
MDG_0000000026,PUBLISHED,2000,EMR,LBN,28 [ 20 - 37 ],28,20,37,NA
MDG_0000000026,PUBLISHED,2006,EUR,MDA,31 [ 27 - 36 ],31,27,36,NA
MDG_0000000026,PUBLISHED,2011,EUR,ARM,30 [ 26 - 36 ],30,26,36,NA
MDG_0000000026,PUBLISHED,2014,WPR,CHN,31 [ 25 - 36 ],31,25,36,NA
MDG_0000000026,PUBLISHED,2015,WPR,CHN,30 [ 24 - 36 ],30,24,36,NA
MDG_0000000026,PUBLISHED,2001,EMR,LBN,27 [ 20 - 36 ],27,20,36,NA
MDG_0000000026,PUBLISHED,2009,EUR,TJK,26 [ 19 - 36 ],26,19,36,NA
MDG_0000000026,PUBLISHED,2000,EUR,TKM,29 [ 24 - 35 ],29,24,35,NA
MDG_0000000026,PUBLISHED,2008,EUR,LVA,29 [ 23 - 35 ],29,23,35,NA
MDG_0000000026,PUBLISHED,2008,WPR,BRN,27 [ 20 - 35 ],27,20,35,NA
MDG_0000000026,PUBLISHED,2008,EUR,TJK,26 [ 19 - 35 ],26,19,35,NA
MDG_0000000026,PUBLISHED,2013,WPR,MYS,30 [ 27 - 34 ],30,27,34,NA
MDG_0000000026,PUBLISHED,2008,EUR,MDA,29 [ 25 - 34 ],29,25,34,NA
MDG_0000000026,PUBLISHED,2013,EMR,LBN,27 [ 21 - 34 ],27,21,34,NA
MDG_0000000026,PUBLISHED,2000,EMR,SAU,24 [ 17 - 34 ],24,17,34,NA
MDG_0000000026,PUBLISHED,2008,EUR,KAZ,30 [ 28 - 33 ],30,28,33,NA
MDG_0000000026,PUBLISHED,2012,WPR,MYS,30 [ 27 - 33 ],30,27,33,NA
MDG_0000000026,PUBLISHED,2001,EUR,TKM,27 [ 22 - 33 ],27,22,33,NA
MDG_0000000026,PUBLISHED,2001,EMR,SAU,24 [ 17 - 33 ],24,17,33,NA
MDG_0000000026,PUBLISHED,2014,EUR,GEO,29 [ 26 - 32 ],29,26,32,NA
MDG_0000000026,PUBLISHED,2015,AMR,CRI,28 [ 25 - 32 ],28,25,32,NA
MDG_0000000026,PUBLISHED,2009,EUR,RUS,27 [ 22 - 32 ],27,22,32,NA
MDG_0000000026,PUBLISHED,2009,EMR,SYR,26 [ 22 - 32 ],26,22,32,NA
MDG_0000000026,PUBLISHED,2004,EMR,LBN,24 [ 18 - 32 ],24,18,32,NA
MDG_0000000026,PUBLISHED,2010,EUR,TJK,23 [ 16 - 32 ],23,16,32,NA
MDG_0000000026,PUBLISHED,2010,EUR,ALB,21 [ 12 - 32 ],21,12,32,NA
MDG_0000000026,PUBLISHED,2008,WPR,MYS,29 [ 28 - 31 ],29,28,31,NA
MDG_0000000026,PUBLISHED,2003,AMR,CHL,27 [ 24 - 31 ],27,24,31,NA
MDG_0000000026,PUBLISHED,2016,AMR,CRI,28 [ 24 - 31 ],28,24,31,NA
MDG_0000000026,PUBLISHED,2002,EUR,EST,25 [ 19 - 31 ],25,19,31,NA
MDG_0000000026,PUBLISHED,2005,EMR,LBN,24 [ 18 - 31 ],24,18,31,NA
MDG_0000000026,PUBLISHED,2001,EMR,SYR,26 [ 21 - 30 ],26,21,30,NA
MDG_0000000026,PUBLISHED,2003,EMR,SYR,25 [ 21 - 30 ],25,21,30,NA
MDG_0000000026,PUBLISHED,2014,EUR,LVA,24 [ 19 - 30 ],24,19,30,NA
MDG_0000000026,PUBLISHED,2015,EUR,LVA,23 [ 18 - 30 ],23,18,30,NA
MDG_0000000026,PUBLISHED,2017,EMR,SAU,17 [ 10 - 30 ],17,10,30,NA
MDG_0000000026,PUBLISHED,2000,AMR,URY,26 [ 23 - 29 ],26,23,29,NA
MDG_0000000026,PUBLISHED,2009,EMR,LBN,23 [ 18 - 29 ],23,18,29,NA
MDG_0000000026,PUBLISHED,2012,EUR,LVA,23 [ 18 - 29 ],23,18,29,NA
MDG_0000000026,PUBLISHED,2012,EMR,SAU,18 [ 11 - 29 ],18,11,29,NA
MDG_0000000026,PUBLISHED,2014,EMR,SAU,17 [ 10 - 29 ],17,10,29,NA
MDG_0000000026,PUBLISHED,2002,AMR,URY,25 [ 22 - 28 ],25,22,28,NA
MDG_0000000026,PUBLISHED,2011,EUR,RUS,23 [ 19 - 28 ],23,19,28,NA
MDG_0000000026,PUBLISHED,2012,EUR,ROU,23 [ 18 - 27 ],23,18,27,NA
MDG_0000000026,PUBLISHED,2004,EMR,BHR,21 [ 16 - 27 ],21,16,27,NA
MDG_0000000026,PUBLISHED,2016,EUR,TJK,17 [ 11 - 27 ],17,11,27,NA
MDG_0000000026,PUBLISHED,2014,EUR,ALB,16 [ 9 - 27 ],16,9,27,NA
MDG_0000000026,PUBLISHED,2007,AMR,CHL,23 [ 21 - 26 ],23,21,26,NA
MDG_0000000026,PUBLISHED,2012,EUR,RUS,22 [ 18 - 26 ],22,18,26,NA
MDG_0000000026,PUBLISHED,2013,EUR,ROU,21 [ 17 - 26 ],21,17,26,NA
MDG_0000000026,PUBLISHED,2006,EUR,ALB,18 [ 12 - 26 ],18,12,26,NA
MDG_0000000026,PUBLISHED,2013,EUR,ALB,16 [ 9 - 26 ],16,9,26,NA
MDG_0000000026,PUBLISHED,2013,EUR,MDA,21 [ 17 - 25 ],21,17,25,NA
MDG_0000000026,PUBLISHED,2013,EUR,RUS,20 [ 16 - 25 ],20,16,25,NA
MDG_0000000026,PUBLISHED,2009,EMR,BHR,19 [ 14 - 25 ],19,14,25,NA
MDG_0000000026,PUBLISHED,2012,EUR,TUR,22 [ 19 - 24 ],22,19,24,NA
MDG_0000000026,PUBLISHED,2004,EUR,TKM,20 [ 16 - 24 ],20,16,24,NA
MDG_0000000026,PUBLISHED,2010,EUR,KAZ,22 [ 20 - 23 ],22,20,23,NA
MDG_0000000026,PUBLISHED,2001,EMR,OMN,20 [ 18 - 23 ],20,18,23,NA
MDG_0000000026,PUBLISHED,2000,EUR,BGR,19 [ 16 - 23 ],19,16,23,NA
MDG_0000000026,PUBLISHED,2010,EMR,BHR,18 [ 14 - 23 ],18,14,23,NA
MDG_0000000026,PUBLISHED,2005,EUR,EST,18 [ 14 - 23 ],18,14,23,NA
MDG_0000000026,PUBLISHED,2010,AMR,CHL,20 [ 19 - 22 ],20,19,22,NA
MDG_0000000026,PUBLISHED,2011,EMR,IRN,19 [ 17 - 22 ],19,17,22,NA
MDG_0000000026,PUBLISHED,2005,EUR,TKM,18 [ 15 - 22 ],18,15,22,NA
MDG_0000000026,PUBLISHED,2004,EUR,EST,18 [ 14 - 22 ],18,14,22,NA
MDG_0000000026,PUBLISHED,2016,AMR,USA,19 [ 17 - 21 ],19,17,21,NA
MDG_0000000026,PUBLISHED,2012,EMR,OMN,18 [ 16 - 21 ],18,16,21,NA
MDG_0000000026,PUBLISHED,2013,AMR,URY,18 [ 16 - 21 ],18,16,21,NA
MDG_0000000026,PUBLISHED,2016,EUR,TUR,18 [ 15 - 21 ],18,15,21,NA
MDG_0000000026,PUBLISHED,2002,EUR,BIH,14 [ 9 - 21 ],14,9,21,NA
MDG_0000000026,PUBLISHED,2004,EUR,BIH,14 [ 9 - 21 ],14,9,21,NA
MDG_0000000026,PUBLISHED,2011,EMR,OMN,18 [ 16 - 20 ],18,16,20,NA
MDG_0000000026,PUBLISHED,2013,EMR,IRN,17 [ 15 - 20 ],17,15,20,NA
MDG_0000000026,PUBLISHED,2015,EMR,IRN,17 [ 14 - 20 ],17,14,20,NA
MDG_0000000026,PUBLISHED,2000,EUR,HUN,16 [ 13 - 20 ],16,13,20,NA
MDG_0000000026,PUBLISHED,2000,EMR,QAT,14 [ 10 - 20 ],14,10,20,NA
MDG_0000000026,PUBLISHED,2015,AMR,USA,18 [ 16 - 19 ],18,16,19,NA
MDG_0000000026,PUBLISHED,2007,EUR,TKM,15 [ 13 - 19 ],15,13,19,NA
MDG_0000000026,PUBLISHED,2003,EUR,BLR,15 [ 12 - 19 ],15,12,19,NA
MDG_0000000026,PUBLISHED,2002,EMR,QAT,13 [ 10 - 19 ],13,10,19,NA
MDG_0000000026,PUBLISHED,2006,EUR,BIH,13 [ 8 - 19 ],13,8,19,NA
MDG_0000000026,PUBLISHED,2003,EUR,HUN,15 [ 12 - 18 ],15,12,18,NA
MDG_0000000026,PUBLISHED,2002,EUR,LTU,14 [ 11 - 18 ],14,11,18,NA
MDG_0000000026,PUBLISHED,2003,EMR,QAT,13 [ 9 - 18 ],13,9,18,NA
MDG_0000000026,PUBLISHED,2008,EUR,BIH,11 [ 7 - 18 ],11,7,18,NA
MDG_0000000026,PUBLISHED,2013,AMR,CHL,16 [ 15 - 17 ],16,15,17,NA
MDG_0000000026,PUBLISHED,2001,WPR,KOR,15 [ 14 - 17 ],15,14,17,NA
MDG_0000000026,PUBLISHED,2005,EUR,HUN,15 [ 12 - 17 ],15,12,17,NA
MDG_0000000026,PUBLISHED,2001,WPR,SGP,13 [ 11 - 17 ],13,11,17,NA
MDG_0000000026,PUBLISHED,2003,WPR,SGP,13 [ 10 - 17 ],13,10,17,NA
MDG_0000000026,PUBLISHED,2006,WPR,SGP,13 [ 10 - 17 ],13,10,17,NA
MDG_0000000026,PUBLISHED,2012,EUR,EST,12 [ 8 - 17 ],12,8,17,NA
MDG_0000000026,PUBLISHED,2017,EMR,KWT,12 [ 8 - 17 ],12,8,17,NA
MDG_0000000026,PUBLISHED,2012,AMR,USA,16 [ 15 - 16 ],16,15,16,NA
MDG_0000000026,PUBLISHED,2004,WPR,KOR,15 [ 14 - 16 ],15,14,16,NA
MDG_0000000026,PUBLISHED,2009,EUR,HUN,13 [ 11 - 16 ],13,11,16,NA
MDG_0000000026,PUBLISHED,2008,EUR,BGR,13 [ 10 - 16 ],13,10,16,NA
MDG_0000000026,PUBLISHED,2004,EUR,LTU,13 [ 10 - 16 ],13,10,16,NA
MDG_0000000026,PUBLISHED,2002,EUR,SRB,13 [ 10 - 16 ],13,10,16,NA
MDG_0000000026,PUBLISHED,2017,EUR,HUN,12 [ 9 - 16 ],12,9,16,NA
MDG_0000000026,PUBLISHED,2014,EUR,SRB,12 [ 9 - 16 ],12,9,16,NA
MDG_0000000026,PUBLISHED,2004,EUR,MNE,10 [ 6 - 16 ],10,6,16,NA
MDG_0000000026,PUBLISHED,2016,EUR,BIH,10 [ 5 - 16 ],10,5,16,NA
MDG_0000000026,PUBLISHED,2011,WPR,KOR,14 [ 13 - 15 ],14,13,15,NA
MDG_0000000026,PUBLISHED,2000,EUR,NLD,13 [ 12 - 15 ],13,12,15,NA
MDG_0000000026,PUBLISHED,2011,EUR,SRB,12 [ 10 - 15 ],12,10,15,NA
MDG_0000000026,PUBLISHED,2011,EUR,BGR,12 [ 9 - 15 ],12,9,15,NA
MDG_0000000026,PUBLISHED,2010,EUR,EST,11 [ 8 - 15 ],11,8,15,NA
MDG_0000000026,PUBLISHED,2014,EMR,KWT,11 [ 8 - 15 ],11,8,15,NA
MDG_0000000026,PUBLISHED,2015,EUR,EST,10 [ 7 - 15 ],10,7,15,NA
MDG_0000000026,PUBLISHED,2009,EMR,QAT,10 [ 7 - 15 ],10,7,15,NA
MDG_0000000026,PUBLISHED,2001,EUR,LUX,10 [ 6 - 15 ],10,6,15,NA
MDG_0000000026,PUBLISHED,2004,AMR,USA,13 [ 13 - 14 ],13,13,14,NA
MDG_0000000026,PUBLISHED,2006,AMR,USA,14 [ 13 - 14 ],14,13,14,NA
MDG_0000000026,PUBLISHED,2014,EUR,KAZ,13 [ 11 - 14 ],13,11,14,NA
MDG_0000000026,PUBLISHED,2009,AMR,CAN,12 [ 10 - 14 ],12,10,14,NA
MDG_0000000026,PUBLISHED,2012,AMR,CAN,11 [ 9 - 14 ],11,9,14,NA
MDG_0000000026,PUBLISHED,2007,EUR,SRB,12 [ 9 - 14 ],12,9,14,NA
MDG_0000000026,PUBLISHED,2009,EUR,TKM,12 [ 9 - 14 ],12,9,14,NA
MDG_0000000026,PUBLISHED,2017,AMR,CAN,10 [ 8 - 14 ],10,8,14,NA
MDG_0000000026,PUBLISHED,2012,EMR,KWT,11 [ 8 - 14 ],11,8,14,NA
MDG_0000000026,PUBLISHED,2011,EUR,LTU,10 [ 7 - 14 ],10,7,14,NA
MDG_0000000026,PUBLISHED,2011,EMR,QAT,10 [ 7 - 14 ],10,7,14,NA
MDG_0000000026,PUBLISHED,2003,EUR,CYP,9 [ 6 - 14 ],9,6,14,NA
MDG_0000000026,PUBLISHED,2006,EUR,CYP,9 [ 6 - 14 ],9,6,14,NA
MDG_0000000026,PUBLISHED,2004,EUR,MLT,9 [ 6 - 14 ],9,6,14,NA
MDG_0000000026,PUBLISHED,2016,EMR,QAT,9 [ 6 - 14 ],9,6,14,NA
MDG_0000000026,PUBLISHED,2015,EUR,KAZ,12 [ 10 - 13 ],12,10,13,NA
MDG_0000000026,PUBLISHED,2016,WPR,KOR,11 [ 10 - 13 ],11,10,13,NA
MDG_0000000026,PUBLISHED,2006,AMR,CAN,11 [ 9 - 13 ],11,9,13,NA
MDG_0000000026,PUBLISHED,2017,WPR,KOR,11 [ 9 - 13 ],11,9,13,NA
MDG_0000000026,PUBLISHED,2004,EUR,HRV,10 [ 8 - 13 ],10,8,13,NA
MDG_0000000026,PUBLISHED,2000,EMR,KWT,10 [ 8 - 13 ],10,8,13,NA
MDG_0000000026,PUBLISHED,2007,EMR,KWT,10 [ 8 - 13 ],10,8,13,NA
MDG_0000000026,PUBLISHED,2009,EMR,KWT,10 [ 8 - 13 ],10,8,13,NA
MDG_0000000026,PUBLISHED,2012,EUR,LTU,10 [ 7 - 13 ],10,7,13,NA
MDG_0000000026,PUBLISHED,2005,EUR,MKD,10 [ 7 - 13 ],10,7,13,NA
MDG_0000000026,PUBLISHED,2015,EUR,LTU,9 [ 6 - 13 ],9,6,13,NA
MDG_0000000026,PUBLISHED,2006,EUR,LUX,9 [ 6 - 13 ],9,6,13,NA
MDG_0000000026,PUBLISHED,2017,EUR,EST,9 [ 5 - 13 ],9,5,13,NA
MDG_0000000026,PUBLISHED,2005,EUR,MLT,8 [ 5 - 13 ],8,5,13,NA
MDG_0000000026,PUBLISHED,2003,EUR,GBR,11 [ 11 - 12 ],11,11,12,NA
MDG_0000000026,PUBLISHED,2005,EUR,GBR,11 [ 10 - 12 ],11,10,12,NA
MDG_0000000026,PUBLISHED,2003,AMR,CAN,10 [ 9 - 12 ],10,9,12,NA
MDG_0000000026,PUBLISHED,2006,WPR,NZL,11 [ 9 - 12 ],11,9,12,NA
MDG_0000000026,PUBLISHED,2001,EUR,HRV,10 [ 8 - 12 ],10,8,12,NA
MDG_0000000026,PUBLISHED,2017,EUR,KAZ,10 [ 8 - 12 ],10,8,12,NA
MDG_0000000026,PUBLISHED,2007,EUR,HRV,9 [ 7 - 12 ],9,7,12,NA
