iso,year,start,end,obs_matdeaths,pm_obs,env,mmr_obs,shortcite,obs_selogpm,type,modelinclude,crvs_completeness,definition,sens,var_sens,sens_sq,oneminsens_sq,spec,var_spec,spec_sq,oneminspec_sq,cov_sesp,completeness_inq
QAT,2010.5,2010,2011,2,0.022222222,90,NA,NA,NA,vr,TRUE,0.825688073,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
QAT,2011.5,2011,2012,0,0,93,NA,NA,NA,vr,TRUE,0.801724138,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
QAT,2013.5,2013,2014,0,0,97,NA,NA,NA,vr,TRUE,0.729323308,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
QAT,2014.5,2014,2015,1,0.008333333,120,NA,NA,NA,vr,TRUE,0.85106383,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
QAT,2015.5,2015,2016,2,0.016949153,118,NA,NA,NA,vr,TRUE,0.802721088,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
QAT,2016.5,2016,2017,0,0,123,NA,NA,NA,vr,TRUE,0.809210526,maternal,0.584142727,0.06090018,0.341222726,NA,0.999332586,4.30E-07,NA,4.45E-07,-9.04E-06,NA
KOR,1985.5,1985,1986,112,0.007324091,15292,NA,NA,NA,vr,TRUE,0.860019122,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-3.93E-06,NA
KOR,1985.5,1985,1986,112,0.007324091,15292,NA,NA,NA,vr,TRUE,0.860019122,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-4.38E-06,NA
KOR,1986.5,1986,1987,103,0.007101,14505,NA,NA,NA,vr,TRUE,0.86001423,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-3.80E-06,NA
KOR,1986.5,1986,1987,103,0.007101,14505,NA,NA,NA,vr,TRUE,0.86001423,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-4.14E-06,NA
KOR,1987.5,1987,1988,63,0.004453871,14145,NA,NA,NA,vr,TRUE,0.860035265,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-3.52E-06,NA
KOR,1987.5,1987,1988,63,0.004453871,14145,NA,NA,NA,vr,TRUE,0.860035265,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-4.02E-06,NA
KOR,1988.5,1988,1989,66,0.005001137,13197,NA,NA,NA,vr,TRUE,0.86001955,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-3.45E-06,NA
KOR,1988.5,1988,1989,66,0.005001137,13197,NA,NA,NA,vr,TRUE,0.86001955,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-3.78E-06,NA
KOR,1989.5,1989,1990,61,0.004694836,12993,NA,NA,NA,vr,TRUE,0.860007943,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-3.27E-06,NA
KOR,1989.5,1989,1990,61,0.004694836,12993,NA,NA,NA,vr,TRUE,0.860007943,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-3.69E-06,NA
KOR,1990.5,1990,1991,89,0.006999056,12716,NA,NA,NA,vr,TRUE,0.860002705,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-2.96E-06,NA
KOR,1990.5,1990,1991,89,0.006999056,12716,NA,NA,NA,vr,TRUE,0.860002705,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-3.40E-06,NA
KOR,1991.5,1991,1992,96,0.00755727,12703,NA,NA,NA,vr,TRUE,0.880013855,maternal,0.574643895,0.04924644,0.330576519,0.181288728,0.999403162,3.77E-07,0.998806701,3.76E-07,-2.20E-06,NA
KOR,1991.5,1991,1992,96,0.00755727,12703,NA,NA,NA,vr,TRUE,0.880013855,maternal,0.574006403,0.049338567,0.329894332,0.181881526,0.999394714,3.85E-07,0.99878981,3.82E-07,-2.54E-06,NA
KOR,1992.5,1992,1993,86,0.006998698,12288,NA,NA,NA,vr,TRUE,0.900021973,maternal,0.565145064,0.0375927,0.319930311,0.189640183,0.999473739,3.25E-07,0.998947784,3.07E-07,-1.96E-06,NA
KOR,1992.5,1992,1993,86,0.006998698,12288,NA,NA,NA,vr,TRUE,0.900021973,maternal,0.56387008,0.037776953,0.318565938,0.190825779,0.999456842,3.39E-07,0.998914002,3.18E-07,-2.25E-06,NA
KOR,1993.5,1993,1994,91,0.007680621,11848,NA,NA,NA,vr,TRUE,0.925986714,maternal,0.555646233,0.02593896,0.309284104,0.197991638,0.999544315,2.72E-07,0.999088867,2.38E-07,-1.72E-06,NA
KOR,1993.5,1993,1994,91,0.007680621,11848,NA,NA,NA,vr,TRUE,0.925986714,maternal,0.553733756,0.02621534,0.307237543,0.199770031,0.999518969,2.94E-07,0.999038194,2.55E-07,-1.93E-06,NA
KOR,1994.5,1994,1995,86,0.007467222,11517,NA,NA,NA,vr,TRUE,0.943011545,maternal,0.546147402,0.01428522,0.298637897,0.206343093,0.999614891,2.20E-07,0.99922995,1.68E-07,-1.43E-06,NA
KOR,1994.5,1994,1995,86,0.007467222,11517,NA,NA,NA,vr,TRUE,0.943011545,maternal,0.543597432,0.014653726,0.295909149,0.208714284,0.999581097,2.48E-07,0.999162385,1.91E-07,-1.62E-06,NA
KOR,1995.5,1995,1996,88,0.007273328,12099,NA,NA,NA,vr,FALSE,0.958033098,maternal,0.536648571,0.00263148,0.287991689,0.214694548,0.999685467,1.67E-07,0.999371033,9.89E-08,-1.17E-06,NA
KOR,1995.5,1995,1996,88,0.007273328,12099,NA,NA,NA,vr,FALSE,0.958033098,maternal,0.533461109,0.003092113,0.284580755,0.217658537,0.999643225,2.02E-07,0.999286577,1.27E-07,-1.40E-06,NA
KOR,1996.5,1996,1997,75,0.006252084,11996,NA,NA,NA,vr,FALSE,0.960064026,maternal,0.544996088,0.00553757,0.297020736,0.20702856,0.999648583,2.03E-07,0.99929729,1.23E-07,-1.87E-06,NA
KOR,1996.5,1996,1997,75,0.006252084,11996,NA,NA,NA,vr,FALSE,0.960064026,maternal,0.542327054,0.006130808,0.294118634,0.209464525,0.999609246,2.40E-07,0.999218644,1.53E-07,-2.14E-06,NA
KOR,1997.5,1997,1998,66,0.005641026,11700,NA,NA,NA,vr,TRUE,0.962012827,maternal,0.557762436,0.007568891,0.311098935,0.195574063,0.999608442,2.53E-07,0.999217038,1.53E-07,-2.44E-06,NA
KOR,1997.5,1997,1998,66,0.005641026,11700,NA,NA,NA,vr,TRUE,0.962012827,maternal,0.553467411,0.008416802,0.306326178,0.199391356,0.999558998,2.95E-07,0.99911819,1.94E-07,-2.79E-06,NA
KOR,1998.5,1998,1999,63,0.005601992,11246,NA,NA,NA,vr,TRUE,0.963997943,maternal,0.572209304,0.009768551,0.327423488,0.18300488,0.999567637,2.98E-07,0.999135461,1.87E-07,-3.01E-06,NA
KOR,1998.5,1998,1999,63,0.005601992,11246,NA,NA,NA,vr,TRUE,0.963997943,maternal,0.566560752,0.010097011,0.320991086,0.187869582,0.999524025,3.41E-07,0.999048277,2.27E-07,-3.28E-06,NA
KOR,1999.5,1999,2000,76,0.007063197,10760,NA,NA,NA,vr,TRUE,0.967017165,maternal,0.588470348,0.011986754,0.346297355,0.16935666,0.999528261,3.41E-07,0.999056744,2.23E-07,-3.57E-06,NA
KOR,1999.5,1999,2000,76,0.007063197,10760,NA,NA,NA,vr,TRUE,0.967017165,maternal,0.580487642,0.012005637,0.336965902,0.175990619,0.999437719,4.26E-07,0.998875753,3.16E-07,-4.00E-06,NA
KOR,2000.5,2000,2001,61,0.005769958,10572,NA,NA,NA,vr,TRUE,0.998488855,maternal,0.602703035,0.013674477,0.363250949,0.157844879,0.999485011,3.82E-07,0.998970288,2.65E-07,-4.04E-06,NA
KOR,2000.5,2000,2001,61,0.005769958,10572,NA,NA,NA,vr,TRUE,0.998488855,maternal,0.59201482,0.01308978,0.350481552,0.166451912,0.999385667,4.30E-07,0.998771711,3.77E-07,-4.19E-06,NA
KOR,2001.5,2001,2002,69,0.006951441,9926,NA,NA,NA,vr,TRUE,0.998893026,maternal,0.617393355,0.014951153,0.381174555,0.146387845,0.999423075,4.30E-07,0.998846482,3.33E-07,-4.48E-06,NA
KOR,2001.5,2001,2002,69,0.006951441,9926,NA,NA,NA,vr,TRUE,0.998893026,maternal,0.606417534,0.013552601,0.367742226,0.154907157,0.99933371,4.30E-07,0.998667864,4.44E-07,-4.27E-06,NA
KOR,2002.5,2002,2003,70,0.007180224,9749,NA,NA,NA,vr,TRUE,0.99948739,maternal,0.633708105,0.016333104,0.401585963,0.134169753,0.999351544,4.30E-07,0.998703508,4.20E-07,-4.68E-06,NA
KOR,2002.5,2002,2003,70,0.007180224,9749,NA,NA,NA,vr,TRUE,0.99948739,maternal,0.618814348,0.0147592,0.382931197,0.145302501,0.999249746,4.30E-07,0.998500054,5.63E-07,-4.45E-06,NA
KOR,2003.5,2003,2004,58,0.00579942,10001,NA,NA,NA,vr,TRUE,0.99970012,maternal,0.648340062,0.017485495,0.420344835,0.123664712,0.999297088,4.30E-07,0.99859467,4.94E-07,-4.84E-06,NA
KOR,2003.5,2003,2004,58,0.00579942,10001,NA,NA,NA,vr,TRUE,0.99970012,maternal,0.625315876,0.015320538,0.391019946,0.140388193,0.999185475,4.30E-07,0.998371613,6.63E-07,-4.54E-06,NA
KOR,2004.5,2004,2005,58,0.006032241,9615,NA,NA,NA,vr,TRUE,0.999688085,maternal,0.662854526,0.018134201,0.439376122,0.113667071,0.999225869,4.30E-07,0.998452338,5.99E-07,-4.93E-06,NA
KOR,2004.5,2004,2005,58,0.006032241,9615,NA,NA,NA,vr,TRUE,0.999688085,maternal,0.63776341,0.015690162,0.406742167,0.131215348,0.999139777,4.30E-07,0.998280293,7.40E-07,-4.59E-06,NA
KOR,2005.5,2005,2006,52,0.005272764,9862,NA,NA,NA,vr,TRUE,0.999391974,maternal,0.682583427,0.019580724,0.465920135,0.100753282,0.999094771,4.30E-07,0.998190361,8.19E-07,-5.13E-06,NA
KOR,2005.5,2005,2006,52,0.005272764,9862,NA,NA,NA,vr,TRUE,0.999391974,maternal,0.649880949,0.016477704,0.42234525,0.122583351,0.998979322,4.30E-07,0.997959686,1.04E-06,-4.70E-06,NA
KOR,2006.5,2006,2007,54,0.00609825,8855,NA,NA,NA,vr,TRUE,0.999435666,maternal,0.69754032,0.021099916,0.4865625,0.091481861,0.998974772,4.30E-07,0.997950596,1.05E-06,-5.32E-06,NA
KOR,2006.5,2006,2007,54,0.00609825,8855,NA,NA,NA,vr,TRUE,0.999435666,maternal,0.662080018,0.016941901,0.43834996,0.114189925,0.998811567,4.30E-07,0.997624547,1.41E-06,-4.77E-06,NA
KOR,2007.5,2007,2008,48,0.004978737,9641,NA,NA,NA,vr,TRUE,0.99948165,maternal,0.715260138,0.021882945,0.511597066,0.08107679,0.998816136,4.30E-07,0.997633673,1.40E-06,-5.42E-06,NA
KOR,2007.5,2007,2008,48,0.004978737,9641,NA,NA,NA,vr,TRUE,0.99948165,maternal,0.673544192,0.017715684,0.453661782,0.106573399,0.998640705,4.30E-07,0.997283258,1.85E-06,-4.88E-06,NA
KOR,2008.5,2008,2009,39,0.004123057,9459,NA,NA,NA,vr,TRUE,0.999788606,maternal,0.733058583,0.022135545,0.537374887,0.07125772,0.998672379,4.30E-07,0.997346521,1.76E-06,-5.45E-06,NA
KOR,2008.5,2008,2009,39,0.004123057,9459,NA,NA,NA,vr,TRUE,0.999788606,maternal,0.685995676,0.018256806,0.470590069,0.098598717,0.998439872,4.30E-07,0.996882178,2.43E-06,-4.95E-06,NA
KOR,2009.5,2009,2010,60,0.006199628,9678,NA,NA,NA,vr,TRUE,0.999586862,maternal,0.749106763,0.022182199,0.561160945,0.062947418,0.998507001,4.30E-07,0.997016231,2.23E-06,-5.46E-06,NA
KOR,2009.5,2009,2010,60,0.006199628,9678,NA,NA,NA,vr,TRUE,0.999586862,maternal,0.704053457,0.018313473,0.495691275,0.087584361,0.998202568,4.30E-07,0.996408367,3.23E-06,-4.96E-06,NA
KOR,2010.5,2010,2011,74,0.008075958,9163,NA,NA,NA,vr,FALSE,0.999672703,maternal,0.763519856,0.022286864,0.582962572,0.055922859,0.998360759,4.30E-07,0.996724205,2.69E-06,-5.47E-06,NA
KOR,2010.5,2010,2011,74,0.008075958,9163,NA,NA,NA,vr,FALSE,0.999672703,maternal,0.721523824,0.01915172,0.520596633,0.077548984,0.997981986,4.30E-07,0.995968045,4.07E-06,-5.07E-06,NA
KOR,2011.5,2011,2012,81,0.009443861,8577,NA,NA,NA,vr,FALSE,0.999533854,maternal,0.767898809,0.02285006,0.589668581,0.053870963,0.998463353,4.30E-07,0.996929067,2.36E-06,-5.54E-06,NA
KOR,2011.5,2011,2012,81,0.009443861,8577,NA,NA,NA,vr,FALSE,0.999533854,maternal,0.728695054,0.019955429,0.530996481,0.073606374,0.998065938,4.30E-07,0.996135617,3.74E-06,-5.18E-06,NA
KOR,2012.5,2012,2013,48,0.005968665,8042,NA,NA,NA,vr,FALSE,0.999751367,maternal,0.759218342,0.024821664,0.576412491,0.057975807,0.998837556,4.30E-07,0.997676463,1.35E-06,-5.77E-06,NA
KOR,2012.5,2012,2013,48,0.005968665,8042,NA,NA,NA,vr,FALSE,0.999751367,maternal,0.721614447,0.021943558,0.520727411,0.077498517,0.99860684,4.30E-07,0.997215621,1.94E-06,-5.43E-06,NA
KOR,2013.5,2013,2014,50,0.006398771,7814,NA,NA,NA,vr,FALSE,0.999744115,maternal,0.766161229,0.025821241,0.587003036,0.054680577,0.998750876,4.30E-07,0.997503312,1.56E-06,-5.89E-06,NA
KOR,2013.5,2013,2014,50,0.006398771,7814,NA,NA,NA,vr,FALSE,0.999744115,maternal,0.727830092,0.024554856,0.529736642,0.074076459,0.998465721,4.30E-07,0.996933796,2.35E-06,-5.74E-06,NA
KOR,2014.5,2014,2015,48,0.006338307,7573,NA,NA,NA,vr,TRUE,1,maternal,0.766161229,0.026600107,0.587003036,0.054616728,0.998750876,4.30E-07,0.997494917,1.56E-06,-5.98E-06,NA
KOR,2014.5,2014,2015,48,0.006338307,7573,NA,NA,NA,vr,TRUE,1,maternal,0.727830092,0.025114085,0.529736642,0.074774467,0.998465721,4.30E-07,0.996845984,2.35E-06,-5.81E-06,NA
KOR,2015.5,2015,2016,38,0.005128205,7410,NA,NA,NA,vr,TRUE,0.999865065,maternal,0.766161229,0.027735375,0.587003036,0.054989338,0.998750876,4.30E-07,0.997503869,1.56E-06,-6.10E-06,NA
KOR,2015.5,2015,2016,38,0.005128205,7410,NA,NA,NA,vr,TRUE,0.999865065,maternal,0.727830092,0.026994949,0.529736642,0.075070717,0.998465721,4.30E-07,0.996791038,2.35E-06,-6.02E-06,NA
KOR,2016.5,2016,2017,34,0.004819277,7055,NA,NA,NA,vr,TRUE,0.996046873,maternal,0.766161229,0.028856464,0.587003036,0.055007889,0.998750876,4.30E-07,0.997579905,1.56E-06,-6.22E-06,NA
KOR,2016.5,2016,2017,34,0.004819277,7055,NA,NA,NA,vr,TRUE,0.996046873,maternal,0.727830092,0.027131042,0.529736642,0.074653394,0.998465721,4.30E-07,0.99673979,2.35E-06,-6.03E-06,NA
SGP,1985.5,1985,1986,2,0.002808989,712,NA,NA,NA,vr,TRUE,0.998597475,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-5.68E-06,NA
SGP,1985.5,1985,1986,2,0.002808989,712,NA,NA,NA,vr,TRUE,0.998597475,maternal,0.584142727,0.06090018,0.341222726,0.172937273,0.999332586,4.30E-07,0.998665618,4.45E-07,-5.74E-06,NA
SGP,1986.5,1986,1987,5,0.007092199,705,NA,NA,NA,vr,TRUE,0.998583569,maternal,0.5492256,0.052268341,0.306525587,0.208074386,0.999351939,4.30E-07,0.9987043,4.21E-07,-5.33E-06,NA
SGP,1986.5,1986,1987,5,0.007092199,705,NA,NA,NA,vr,TRUE,0.998583569,maternal,0.548745058,0.05187024,0.30613312,0.208643004,0.999343447,4.30E-07,0.998687325,4.32E-07,-5.21E-06,NA
SGP,1987.5,1987,1988,3,0.004126547,727,NA,NA,NA,vr,TRUE,0.998626374,maternal,0.514308474,0.043636501,0.271828447,0.243211499,0.999371292,4.30E-07,0.998742981,3.98E-07,-5.17E-06,NA
SGP,1987.5,1987,1988,3,0.004126547,727,NA,NA,NA,vr,TRUE,0.998626374,maternal,0.51334739,0.0428403,0.271043514,0.244348735,0.999354307,4.30E-07,0.998709032,4.18E-07,-5.04E-06,NA
SGP,1988.5,1988,1989,4,0.005486968,729,NA,NA,NA,vr,TRUE,0.997264022,maternal,0.479391348,0.035004661,0.237131307,0.278348612,0.999390644,4.30E-07,0.998781662,3.74E-07,-5.01E-06,NA
SGP,1988.5,1988,1989,4,0.005486968,729,NA,NA,NA,vr,TRUE,0.997264022,maternal,0.477949721,0.03381036,0.235953908,0.280054465,0.999365167,4.30E-07,0.998730738,4.04E-07,-4.84E-06,NA
SGP,1989.5,1989,1990,2,0.002766252,723,NA,NA,NA,vr,TRUE,0.987704918,maternal,0.444474221,0.026372822,0.202434168,0.313485726,0.999409997,4.30E-07,0.998820344,3.50E-07,-4.84E-06,NA
SGP,1989.5,1989,1990,2,0.002766252,723,NA,NA,NA,vr,TRUE,0.987704918,maternal,0.442552053,0.024780419,0.200864302,0.315760196,0.999376028,4.30E-07,0.998752445,3.90E-07,-4.65E-06,NA
SGP,1990.5,1990,1991,1,0.00137741,726,NA,NA,NA,vr,FALSE,0.977119785,maternal,0.409557095,0.017740982,0.167737028,0.348622839,0.99942935,4.30E-07,0.998859025,3.26E-07,-4.88E-06,NA
SGP,1990.5,1990,1991,1,0.00137741,726,NA,NA,NA,vr,FALSE,0.977119785,maternal,0.407154385,0.015750479,0.165774696,0.351465927,0.999386888,4.30E-07,0.998774152,3.76E-07,-4.60E-06,NA
SGP,1991.5,1991,1992,2,0.003412969,586,NA,NA,NA,vr,FALSE,0.965403624,maternal,0.41199027,0.016589999,0.169735982,0.345755443,0.999407188,4.30E-07,0.998814727,3.51E-07,-4.72E-06,NA
SGP,1991.5,1991,1992,2,0.003412969,586,NA,NA,NA,vr,FALSE,0.965403624,maternal,0.408236856,0.014001492,0.166657336,0.350183624,0.999380415,4.30E-07,0.998761214,3.84E-07,-4.34E-06,NA
SGP,1992.5,1992,1993,2,0.003273322,611,NA,NA,NA,vr,FALSE,0.948757764,maternal,0.414799041,0.014274009,0.172058262,0.34246018,0.999390805,4.24E-07,0.998781982,3.71E-07,-4.35E-06,NA
SGP,1992.5,1992,1993,2,0.003273322,611,NA,NA,NA,vr,FALSE,0.948757764,maternal,0.410263313,0.012600024,0.168315986,0.34778936,0.999344151,4.30E-07,0.998688731,4.30E-07,-4.11E-06,NA
SGP,1993.5,1993,1994,3,0.004958678,605,NA,NA,NA,vr,FALSE,0.93220339,maternal,0.407091875,0.013867405,0.165723795,0.351540046,0.99944178,3.23E-07,0.998883872,3.12E-07,-3.74E-06,NA
SGP,1993.5,1993,1994,3,0.004958678,605,NA,NA,NA,vr,FALSE,0.93220339,maternal,0.406198431,0.012050804,0.164997166,0.352600304,0.999418774,3.16E-07,0.998837887,3.38E-07,-3.45E-06,NA
SGP,1994.5,1994,1995,3,0.004878049,615,NA,NA,NA,vr,FALSE,0.915178571,maternal,0.400182595,0.012431798,0.16014611,0.359780919,0.999487193,2.33E-07,0.998974648,2.63E-07,-3.01E-06,NA
SGP,1994.5,1994,1995,3,0.004878049,615,NA,NA,NA,vr,FALSE,0.915178571,maternal,0.3978433,0.010652492,0.158279292,0.362592692,0.999474973,2.19E-07,0.998950222,2.76E-07,-2.70E-06,NA
SGP,1995.5,1995,1996,2,0.003120125,641,NA,NA,NA,vr,FALSE,0.896503497,maternal,0.387137057,0.011337471,0.149875101,0.375600987,0.999547821,2.31E-07,0.999095846,2.04E-07,-2.86E-06,NA
SGP,1995.5,1995,1996,2,0.003120125,641,NA,NA,NA,vr,FALSE,0.896503497,maternal,0.387228454,0.00990909,0.149945876,0.375488968,0.999520402,2.15E-07,0.999041034,2.30E-07,-2.58E-06,NA
SGP,1996.5,1996,1997,2,0.003115265,642,NA,NA,NA,vr,FALSE,0.879452055,maternal,0.375773925,0.010114756,0.141206045,0.389658194,0.999582997,2.12E-07,0.999166169,1.74E-07,-2.59E-06,NA
SGP,1996.5,1996,1997,2,0.003115265,642,NA,NA,NA,vr,FALSE,0.879452055,maternal,0.376592401,0.008678768,0.141821837,0.388637035,0.999569789,2.01E-07,0.999139764,1.85E-07,-2.34E-06,NA
SGP,1997.5,1997,1998,1,0.0015625,640,NA,NA,NA,vr,FALSE,0.861372813,maternal,0.375773925,0.008843822,0.141206045,0.403794668,0.999582997,1.84E-07,0.999259195,1.74E-07,-2.25E-06,NA
SGP,1997.5,1997,1998,1,0.0015625,640,NA,NA,NA,vr,FALSE,0.861372813,maternal,0.376592401,0.008124347,0.141821837,0.399743906,0.999569789,1.78E-07,0.999219468,1.85E-07,-2.13E-06,NA
SGP,1998.5,1998,1999,5,0.008130081,615,NA,NA,NA,vr,FALSE,0.843621399,maternal,0.375773925,0.010051736,0.141206045,0.40598555,0.999582997,1.96E-07,0.999271718,1.74E-07,-2.48E-06,NA
SGP,1998.5,1998,1999,5,0.008130081,615,NA,NA,NA,vr,FALSE,0.843621399,maternal,0.376592401,0.009526361,0.141821837,0.403769173,0.999569789,1.97E-07,0.999227385,1.85E-07,-2.42E-06,NA
SGP,1999.5,1999,2000,2,0.00310559,644,NA,NA,NA,vr,FALSE,0.826700899,maternal,0.375773925,0.012068768,0.141206045,0.407421956,0.999582997,2.19E-07,0.999256769,1.74E-07,-2.87E-06,NA
SGP,1999.5,1999,2000,2,0.00310559,644,NA,NA,NA,vr,FALSE,0.826700899,maternal,0.376592401,0.011228448,0.141821837,0.404037346,0.999569789,2.14E-07,0.999243096,1.85E-07,-2.74E-06,NA
SGP,2000.5,2000,2001,8,0.0128,625,NA,NA,NA,vr,TRUE,0.810635538,maternal,0.375773925,0.013189752,0.141206045,0.407558444,0.999582997,2.29E-07,0.999256605,1.74E-07,-3.07E-06,NA
SGP,2000.5,2000,2001,8,0.0128,625,NA,NA,NA,vr,TRUE,0.810635538,maternal,0.376592401,0.012354658,0.141821837,0.404996579,0.999569789,2.26E-07,0.999254869,1.85E-07,-2.96E-06,NA
SGP,2001.5,2001,2002,4,0.00660066,606,NA,NA,NA,vr,TRUE,0.795275591,maternal,0.375773925,0.014639507,0.141206045,0.408925079,0.999582997,2.42E-07,0.99925433,1.74E-07,-3.32E-06,NA
SGP,2001.5,2001,2002,4,0.00660066,606,NA,NA,NA,vr,TRUE,0.795275591,maternal,0.376592401,0.013758166,0.141821837,0.404393166,0.999569789,2.30E-07,0.999266588,1.85E-07,-3.14E-06,NA
SGP,2002.5,2002,2003,4,0.006504065,615,NA,NA,NA,vr,TRUE,0.78343949,maternal,0.375773925,0.016056984,0.141206045,0.407860777,0.999582997,2.36E-07,0.999278832,1.74E-07,-3.44E-06,NA
SGP,2002.5,2002,2003,4,0.006504065,615,NA,NA,NA,vr,TRUE,0.78343949,maternal,0.376592401,0.014955781,0.141821837,0.405740365,0.999569789,2.26E-07,0.999289886,1.85E-07,-3.25E-06,NA
SGP,2003.5,2003,2004,2,0.003472222,576,NA,NA,NA,vr,TRUE,0.770053476,maternal,0.375773925,0.016832479,0.141206045,0.410311303,0.999582997,2.52E-07,0.999265523,1.74E-07,-3.64E-06,NA
SGP,2003.5,2003,2004,2,0.003472222,576,NA,NA,NA,vr,TRUE,0.770053476,maternal,0.376592401,0.016915521,0.141821837,0.405947281,0.999569789,2.34E-07,0.99928882,1.85E-07,-3.51E-06,NA
SGP,2004.5,2004,2005,1,0.001669449,599,NA,NA,NA,vr,TRUE,0.759188847,maternal,0.375773925,0.01757324,0.141206045,0.413378245,0.999582997,2.45E-07,0.999286816,1.74E-07,-3.66E-06,NA
SGP,2004.5,2004,2005,1,0.001669449,599,NA,NA,NA,vr,TRUE,0.759188847,maternal,0.376592401,0.017683319,0.141821837,0.408849291,0.999569789,2.36E-07,0.999299074,1.85E-07,-3.61E-06,NA
SGP,2005.5,2005,2006,4,0.007104796,563,NA,NA,NA,vr,TRUE,0.750666667,maternal,0.375773925,0.018575734,0.141206045,0.410695194,0.999582997,2.45E-07,0.999288405,1.74E-07,-3.77E-06,NA
SGP,2005.5,2005,2006,4,0.007104796,563,NA,NA,NA,vr,TRUE,0.750666667,maternal,0.376592401,0.019433237,0.141821837,0.408530586,0.999569789,2.42E-07,0.999296558,1.85E-07,-3.84E-06,NA
SGP,2006.5,2006,2007,3,0.005084746,590,NA,NA,NA,vr,TRUE,0.74120603,maternal,0.375773925,0.020214952,0.141206045,0.409834097,0.999582997,2.79E-07,0.99924647,1.74E-07,-4.20E-06,NA
SGP,2006.5,2006,2007,3,0.005084746,590,NA,NA,NA,vr,TRUE,0.74120603,maternal,0.376592401,0.021432195,0.141821837,0.406086128,0.999569789,2.31E-07,0.999318504,1.85E-07,-3.93E-06,NA
SGP,2007.5,2007,2008,2,0.003669725,545,NA,NA,NA,vr,TRUE,0.734501348,maternal,0.375773925,0.021866303,0.141206045,0.411306279,0.999582997,2.61E-07,0.999276852,1.74E-07,-4.22E-06,NA
SGP,2007.5,2007,2008,2,0.003669725,545,NA,NA,NA,vr,TRUE,0.734501348,maternal,0.376592401,0.021897034,0.141821837,0.408837847,0.999569789,2.48E-07,0.999296889,1.85E-07,-4.11E-06,NA
SGP,2008.5,2008,2009,1,0.001834862,545,NA,NA,NA,vr,TRUE,0.727636849,maternal,0.375773925,0.022765719,0.141206045,0.411772007,0.999582997,2.75E-07,0.999265222,1.74E-07,-4.42E-06,NA
SGP,2008.5,2008,2009,1,0.001834862,545,NA,NA,NA,vr,TRUE,0.727636849,maternal,0.376592401,0.02292973,0.141821837,0.410316913,0.999569789,2.55E-07,0.999293151,1.85E-07,-4.27E-06,NA
SGP,2009.5,2009,2010,0,0,493,NA,NA,NA,vr,TRUE,0.720760234,maternal,0.375773925,0.023677395,0.141206045,0.410895897,0.999582997,2.59E-07,0.999288078,1.74E-07,-4.38E-06,NA
SGP,2009.5,2009,2010,0,0,493,NA,NA,NA,vr,TRUE,0.720760234,maternal,0.376592401,0.024589238,0.141821837,0.408504547,0.999569789,2.44E-07,0.999311878,1.85E-07,-4.33E-06,NA
SGP,2010.5,2010,2011,1,0.00204918,488,NA,NA,NA,vr,TRUE,0.714494876,maternal,0.375773925,0.025861363,0.141206045,0.410796172,0.999582997,2.60E-07,0.999291061,1.74E-07,-4.58E-06,NA
SGP,2010.5,2010,2011,1,0.00204918,488,NA,NA,NA,vr,TRUE,0.714494876,maternal,0.376592401,0.025266787,0.141821837,0.412095073,0.999569789,2.44E-07,0.999314471,1.85E-07,-4.39E-06,NA
