INDICATOR_ID,INDICATOR_LABEL_EN
ICTskillSoftware.F,"Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)"
ICTskillSoftware.GPIA,"Proportion of youth and adults who have found, downloaded, installed and configured software, adjusted gender parity index (GPIA)"
ICTskillSoftware.M,"Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)"
ICTskillTransferFile,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)"
ICTskillTransferFile.F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)"
ICTskillTransferFile.GPIA,"Proportion of youth and adults who have Transferred files between a computer and other devices, adjusted gender parity index (GPIA)"
ICTskillTransferFile.M,"Proportion of youth and adults who have transferred files between a computer and other devices, male (%)"
LR.Ag15t24,"Youth literacy rate, population 15-24 years, both sexes (%)"
LR.Ag15t24.F,"Youth literacy rate, population 15-24 years, female (%)"
LR.Ag15t24.F.LPIA,"Youth literacy rate, population 15-24 years, female, adjusted location parity index (LPIA)"
LR.Ag15t24.GPIA,"Youth literacy rate, population 15-24 years, adjusted gender parity index (GPIA)"
LR.Ag15t24.LPIA,"Youth literacy rate, population 15-24 years, adjusted location parity index (LPIA)"
LR.Ag15t24.M,"Youth literacy rate, population 15-24 years, male (%)"
LR.Ag15t24.M.LPIA,"Youth literacy rate, population 15-24 years, male, adjusted location parity index (LPIA)"
LR.Ag15t24.rur,"Youth literacy rate, population 15-24 years, rural, both sexes (%)"
LR.Ag15t24.rur.F,"Youth literacy rate, population 15-24 years, rural, female (%)"
LR.Ag15t24.rur.GPIA,"Youth literacy rate, population 15-24 years, rural, adjusted gender parity index (GPIA)"
LR.Ag15t24.rur.M,"Youth literacy rate, population 15-24 years, rural, male (%)"
LR.Ag15t24.urb,"Youth literacy rate, population 15-24 years, urban, both sexes (%)"
LR.Ag15t24.urb.F,"Youth literacy rate, population 15-24 years, urban, female (%)"
LR.Ag15t24.urb.GPIA,"Youth literacy rate, population 15-24 years, urban, adjusted gender parity index (GPIA)"
LR.Ag15t24.urb.M,"Youth literacy rate, population 15-24 years, urban, male (%)"
LR.Ag15t99,"Adult literacy rate, population 15+ years, both sexes (%)"
LR.Ag15t99.F,"Adult literacy rate, population 15+ years, female (%)"
LR.Ag15t99.F.LPIA,"Adult literacy rate, population 15+ years, female, adjusted location parity index (LPIA)"
LR.Ag15t99.GPIA,"Adult literacy rate, population 15+ years, adjusted gender parity index (GPIA)"
LR.Ag15t99.LPIA,"Adult literacy rate, population 15+ years, adjusted location parity index (LPIA)"
LR.Ag15t99.M,"Adult literacy rate, population 15+ years, male (%)"
LR.Ag15t99.M.LPIA,"Adult literacy rate, population 15+ years, male, adjusted location parity index (LPIA)"
LR.Ag15t99.rur,"Adult literacy rate, population 15+ years, rural, both sexes (%)"
LR.Ag15t99.rur.F,"Adult literacy rate, population 15+ years, rural, female (%)"
LR.Ag15t99.rur.GPIA,"Adult literacy rate, population 15+ years, rural, adjusted gender parity index (GPIA)"
LR.Ag15t99.rur.M,"Adult literacy rate, population 15+ years, rural, male (%)"
LR.Ag15t99.urb,"Adult literacy rate, population 15+ years, urban, both sexes (%)"
LR.Ag15t99.urb.F,"Adult literacy rate, population 15+ years, urban, female (%)"
LR.Ag15t99.urb.GPIA,"Adult literacy rate, population 15+ years, urban, adjusted gender parity index (GPIA)"
LR.Ag15t99.urb.M,"Adult literacy rate, population 15+ years, urban, male (%)"
LR.Ag25t64,"Literacy rate, population 25-64 years, both sexes (%)"
LR.Ag25t64.F,"Literacy rate, population 25-64 years, female (%)"
LR.Ag25t64.F.LPIA,"Literacy rate, population 25-64 years, female, adjusted location parity index (LPIA)"
LR.Ag25t64.GPIA,"Literacy rate, population 25-64 years, adjusted gender parity index (GPIA)"
LR.Ag25t64.LPIA,"Literacy rate, population 25-64 years, adjusted location parity index (LPIA)"
LR.Ag25t64.M,"Literacy rate, population 25-64 years, male (%)"
LR.Ag25t64.M.LPIA,"Literacy rate, population 25-64 years, male, adjusted location parity index (LPIA)"
LR.Ag25t64.rur,"Literacy rate, population 25-64 years, rural, both sexes (%)"
LR.Ag25t64.rur.F,"Literacy rate, population 25-64 years, rural, female (%)"
LR.Ag25t64.rur.GPIA,"Literacy rate, population 25-64 years, rural, adjusted gender parity index (GPIA)"
LR.Ag25t64.rur.M,"Literacy rate, population 25-64 years, rural, male (%)"
LR.Ag25t64.urb,"Literacy rate, population 25-64 years, urban, both sexes (%)"
LR.Ag25t64.urb.F,"Literacy rate, population 25-64 years, urban, female (%)"
LR.Ag25t64.urb.GPIA,"Literacy rate, population 25-64 years, urban, adjusted gender parity index (GPIA)"
LR.Ag25t64.urb.M,"Literacy rate, population 25-64 years, urban, male (%)"
LR.Ag65t99,"Elderly literacy rate, population 65+ years, both sexes (%)"
LR.Ag65t99.F,"Elderly literacy rate, population 65+ years, female (%)"
LR.Ag65t99.F.LPIA,"Elderly literacy rate, population 65+ years, female, adjusted location parity index (LPIA)"
LR.Ag65t99.GPIA,"Elderly literacy rate, population 65+ years, adjusted gender parity index (GPIA)"
LR.Ag65t99.LPIA,"Elderly literacy rate, population 65+ years, adjusted location parity index (LPIA)"
LR.Ag65t99.M,"Elderly literacy rate, population 65+ years, male (%)"
LR.Ag65t99.M.LPIA,"Elderly literacy rate, population 65+ years, male, adjusted location parity index (LPIA)"
LR.Ag65t99.rur,"Elderly literacy, population 65+ years, rural, both sexes (%)"
LR.Ag65t99.rur.F,"Elderly literacy, population 65+ years, rural, female (%)"
LR.Ag65t99.rur.GPIA,"Elderly literacy rate, population 65+ years, rural, adjusted gender parity index (GPIA)"
LR.Ag65t99.rur.M,"Elderly literacy, population 65+ years, rural, male (%)"
LR.Ag65t99.urb,"Elderly literacy, population 65+ years, urban, both sexes (%)"
LR.Ag65t99.urb.F,"Elderly literacy, population 65+ years, urban, female (%)"
LR.Ag65t99.urb.GPIA,"Elderly literacy rate, population 65+ years, urban, adjusted gender parity index (GPIA)"
LR.Ag65t99.urb.M,"Elderly literacy, population 65+ years, urban, male (%)"
Math.G2t3,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics, both sexes (%)"
Math.G2t3.F,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics, female (%)"
Math.G2t3.GPIA,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics, adjusted gender parity index (GPIA)"
Math.G2t3.HighSES,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics, very affluent socioeconomic background, both sexes (%)"
Math.G2t3.LangTest,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics, spoke the language of the test at home, both sexes (%)"
Math.G2t3.LowSES,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics, very poor socioeconomic background, both sexes (%)"
Math.G2t3.LPIA,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics, adjusted location parity index (LPIA)"
Math.G2t3.LTPIA,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics, adjusted speaks language of the test parity index (LTPIA)"
Math.G2t3.M,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics, male (%)"
Math.G2t3.Native,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics, non-immigrant background, both sexes (%)"
Math.G2t3.nonLangTest,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics, did not speak the language of the test at home, both sexes (%)"
Math.G2t3.nonNative,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics, immigrant background, both sexes (%)"
Math.G2t3.NPIA,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics, adjusted native parity index (NPIA)"
Math.G2t3.Rural,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics, rural areas, both sexes (%)"
Math.G2t3.Urban,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics, urban areas, both sexes (%)"
Math.G2t3.WPIA,"Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics, adjusted wealth parity index (WPIA)"
Math.LowerSec,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, both sexes (%)"
Math.LowerSec.F,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, female (%)"
Math.LowerSec.GPIA,"Proportion of students at the end of lower secondary achieving at least a minimum proficiency level in mathematics, adjusted gender parity index (GPIA)"
Math.LowerSec.HighSES,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, very affluent socioeconomic background, both sexes (%)"
Math.LowerSec.LangTest,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, spoke the language of the test at home, both sexes (%)"
Math.LowerSec.LowSES,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, very poor socioeconomic background, both sexes (%)"
Math.LowerSec.LPIA,"Proportion of students at the end of lower secondary achieving at least a minimum proficiency level in mathematics, adjusted location parity index (LPIA)"
Math.LowerSec.LTPIA,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, adjusted speaks language of the test parity index (LTPIA)"
Math.LowerSec.M,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, male (%)"
Math.LowerSec.Native,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, non-immigrant background, both sexes (%)"
Math.LowerSec.nonLangTest,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, did not speak the language of the test at home, both sexes (%)"
Math.LowerSec.nonNative,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, immigrant background, both sexes (%)"
Math.LowerSec.NPIA,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, adjusted native parity index (NPIA)"
Math.LowerSec.Rural,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, rural areas, both sexes (%)"
Math.LowerSec.Urban,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in mathematics, urban areas, both sexes (%)"
Math.LowerSec.WPIA,"Proportion of students at the end of lower secondary achieving at least a minimum proficiency level in mathematics, adjusted wealth parity index (WPIA)"
Math.Primary,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%)"
Math.Primary.F,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, female (%)"
Math.Primary.GPIA,"Proportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, adjusted gender parity index (GPIA)"
Math.Primary.HighSES,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, very affluent socioeconomic background, both sexes (%)"
Math.Primary.LangTest,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, spoke the language of the test at home, both sexes (%)"
Math.Primary.LowSES,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, very poor socioeconomic background, both sexes (%)"
Math.Primary.LPIA,"Proportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, adjusted location parity index (LPIA)"
Math.Primary.LTPIA,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, adjusted speaks language of the test parity index (LTPIA)"
Math.Primary.M,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, male (%)"
Math.Primary.Native,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, non-immigrant background, both sexes (%)"
Math.Primary.nonLangTest,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, did not speak the language of the test at home, both sexes (%)"
Math.Primary.nonNative,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, immigrant background, both sexes (%)"
Math.Primary.NPIA,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, adjusted native parity index (NPIA)"
Math.Primary.Rural,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, rural areas, both sexes (%)"
Math.Primary.Urban,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, urban areas, both sexes (%)"
Math.Primary.WPIA,"Proportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, adjusted wealth parity index (WPIA)"
N.attacks,"Number of attacks on students, personnel and institutions"
NARA.AGM1,"Adjusted net attendance rate, one year before the official primary entry age, both sexes (%)"
NARA.AGM1.F,"Adjusted net attendance rate, one year before the official primary entry age, female (%)"
NARA.AGM1.F.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, female, adjusted location parity index (LPIA)"
NARA.AGM1.F.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, female, adjusted wealth parity index (WPIA)"
NARA.AGM1.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, adjusted gender parity index (GPIA)"
NARA.AGM1.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, adjusted location parity index (LPIA)"
NARA.AGM1.M,"Adjusted net attendance rate, one year before the official primary entry age, male (%)"
NARA.AGM1.M.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, male, adjusted location parity index (LPIA)"
NARA.AGM1.M.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, male, adjusted wealth parity index (WPIA)"
NARA.AGM1.Q1,"Adjusted net attendance rate, one year before the official primary entry age, poorest quintile, both sexes (%)"
NARA.AGM1.Q1.F,"Adjusted net attendance rate, one year before the official primary entry age, poorest quintile, female (%)"
NARA.AGM1.Q1.F.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, poorest quintile, female, adjusted location parity index (LPIA)"
NARA.AGM1.Q1.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, poorest quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.Q1.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, poorest quintile, adjusted location parity index (LPIA)"
NARA.AGM1.Q1.M,"Adjusted net attendance rate, one year before the official primary entry age, poorest quintile, male (%)"
NARA.AGM1.Q1.M.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, poorest quintile, male, adjusted location parity index (LPIA)"
NARA.AGM1.Q2,"Adjusted net attendance rate, one year before the official primary entry age, second quintile, both sexes (%)"
NARA.AGM1.Q2.F,"Adjusted net attendance rate, one year before the official primary entry age, second quintile, female (%)"
NARA.AGM1.Q2.F.LPIA,"Adjusted attendance rate, one year before the official primary entry age, second quintile, female, adjusted location parity index (LPIA)"
NARA.AGM1.Q2.GPIA,"Adjusted attendance rate, one year before the official primary entry age, second quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.Q2.LPIA,"Adjusted attendance rate, one year before the official primary entry age, second quintile, adjusted location parity index (LPIA)"
NARA.AGM1.Q2.M,"Adjusted net attendance rate, one year before the official primary entry age, second quintile, male (%)"
NARA.AGM1.Q2.M.LPIA,"Adjusted attendance rate, one year before the official primary entry age, second quintile, male, adjusted location parity index (LPIA)"
NARA.AGM1.Q3,"Adjusted net attendance rate, one year before the official primary entry age, middle quintile, both sexes (%)"
NARA.AGM1.Q3.F,"Adjusted net attendance rate, one year before the official primary entry age, middle quintile, female (%)"
NARA.AGM1.Q3.F.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, middle quintile, female, adjusted location parity index (LPIA)"
NARA.AGM1.Q3.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, middle quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.Q3.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, middle quintile, adjusted location parity index (LPIA)"
NARA.AGM1.Q3.M,"Adjusted net attendance rate, one year before the official primary entry age, middle quintile, male (%)"
NARA.AGM1.Q3.M.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, middle quintile, male, adjusted location parity index (LPIA)"
NARA.AGM1.Q4,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, both sexes (%)"
NARA.AGM1.Q4.F,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, female (%)"
NARA.AGM1.Q4.F.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, female, adjusted location parity index (LPIA)"
NARA.AGM1.Q4.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.Q4.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, adjusted location parity index (LPIA)"
NARA.AGM1.Q4.M,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, male (%)"
NARA.AGM1.Q4.M.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, fourth quintile, male, adjusted location parity index (LPIA)"
NARA.AGM1.Q5,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, both sexes (%)"
NARA.AGM1.Q5.F,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, female (%)"
NARA.AGM1.Q5.F.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, female, adjusted location parity index (LPIA)"
NARA.AGM1.Q5.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.Q5.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, adjusted location parity index (LPIA)"
NARA.AGM1.Q5.M,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, male (%)"
NARA.AGM1.Q5.M.LPIA,"Adjusted net attendance rate, one year before the official primary entry age, richest quintile, male, adjusted location parity index (LPIA)"
NARA.AGM1.Rur,"Adjusted net attendance rate, one year before the official primary entry age, rural, both sexes (%)"
NARA.AGM1.Rur.F,"Adjusted net attendance rate, one year before the official primary entry age, rural, female (%)"
NARA.AGM1.RUR.F.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, female, adjusted wealth parity index (WPIA)"
NARA.AGM1.RUR.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, adjusted gender parity index (GPIA)"
NARA.AGM1.Rur.M,"Adjusted net attendance rate, one year before the official primary entry age, rural, male  (%)"
NARA.AGM1.RUR.M.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, male, adjusted wealth parity index (WPIA)"
NARA.AGM1.RUR.Q1,"Adjusted net attendance rate, one year before the official primary entry age, rural, poorest quintile, both sexes (%)"
NARA.AGM1.RUR.Q1.F,"Adjusted net attendance rate, one year before the official primary entry age, rural, poorest quintile, female (%)"
NARA.AGM1.RUR.Q1.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, poorest quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.RUR.Q1.M,"Adjusted net attendance rate, one year before the official primary entry age, rural, poorest quintile, male (%)"
NARA.AGM1.RUR.Q2,"Adjusted net attendance rate, one year before the official primary entry age, rural, second quintile, both sexes (%)"
NARA.AGM1.RUR.Q2.F,"Adjusted net attendance rate, one year before the official primary entry age, rural, second quintile, female (%)"
NARA.AGM1.RUR.Q2.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, second quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.RUR.Q2.M,"Adjusted net attendance rate, one year before the official primary entry age, rural, second quintile, male (%)"
NARA.AGM1.RUR.Q3,"Adjusted net attendance rate, one year before the official primary entry age, rural, middle quintile, both sexes (%)"
NARA.AGM1.RUR.Q3.F,"Adjusted net attendance rate, one year before the official primary entry age, rural, middle quintile, female (%)"
NARA.AGM1.RUR.Q3.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, middle quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.RUR.Q3.M,"Adjusted net attendance rate, one year before the official primary entry age, rural, middle quintile, male (%)"
NARA.AGM1.RUR.Q4,"Adjusted net attendance rate, one year before the official primary entry age, rural, fourth quintile, both sexes (%)"
NARA.AGM1.RUR.Q4.F,"Adjusted net attendance rate, one year before the official primary entry age, rural, fourth quintile, female (%)"
NARA.AGM1.RUR.Q4.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, fourth quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.RUR.Q4.M,"Adjusted net attendance rate, one year before the official primary entry age, rural, fourth quintile, male (%)"
NARA.AGM1.RUR.Q5,"Adjusted net attendance rate, one year before the official primary entry age, rural, richest quintile, both sexes (%)"
NARA.AGM1.RUR.Q5.F,"Adjusted net attendance rate, one year before the official primary entry age, rural, richest quintile, female (%)"
NARA.AGM1.RUR.Q5.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, richest quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.RUR.Q5.M,"Adjusted net attendance rate, one year before the official primary entry age, rural, richest quintile, male (%)"
NARA.AGM1.RUR.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, rural, adjusted wealth parity index (WPIA)"
NARA.AGM1.Urb,"Adjusted net attendance rate, one year before the official primary entry age, urban, both sexes (%)"
NARA.AGM1.Urb.F,"Adjusted net attendance rate, one year before the official primary entry age, urban, female (%)"
NARA.AGM1.URB.F.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, female, adjusted wealth parity index (WPIA)"
NARA.AGM1.URB.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, adjusted gender parity index (GPIA)"
NARA.AGM1.Urb.M,"Adjusted net attendance rate, one year before the official primary entry age, urban, male  (%)"
NARA.AGM1.URB.M.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, male, adjusted wealth parity index (WPIA)"
NARA.AGM1.URB.Q1,"Adjusted net attendance rate, one year before the official primary entry age, urban, poorest quintile, both sexes (%)"
NARA.AGM1.URB.Q1.F,"Adjusted net attendance rate, one year before the official primary entry age, urban, poorest quintile, female (%)"
NARA.AGM1.URB.Q1.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, poorest quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.URB.Q1.M,"Adjusted net attendance rate, one year before the official primary entry age, urban, poorest quintile, male (%)"
NARA.AGM1.URB.Q2,"Adjusted net attendance rate, one year before the official primary entry age, urban, second quintile, both sexes (%)"
NARA.AGM1.URB.Q2.F,"Adjusted net attendance rate, one year before the official primary entry age, urban, second quintile, female (%)"
NARA.AGM1.URB.Q2.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, second quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.URB.Q2.M,"Adjusted net attendance rate, one year before the official primary entry age, urban, second quintile, male (%)"
NARA.AGM1.URB.Q3,"Adjusted net attendance rate, one year before the official primary entry age, urban, middle quintile, both sexes (%)"
NARA.AGM1.URB.Q3.F,"Adjusted net attendance rate, one year before the official primary entry age, urban, middle quintile, female (%)"
NARA.AGM1.URB.Q3.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, middle quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.URB.Q3.M,"Adjusted net attendance rate, one year before the official primary entry age, urban, middle quintile, male (%)"
NARA.AGM1.URB.Q4,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile, both sexes (%)"
NARA.AGM1.URB.Q4.F,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile, female (%)"
NARA.AGM1.URB.Q4.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.URB.Q4.M,"Adjusted net attendance rate, one year before the official primary entry age, urban, fourth quintile, male (%)"
NARA.AGM1.URB.Q5,"Adjusted net attendance rate, one year before the official primary entry age, urban, richest quintile, both sexes (%)"
NARA.AGM1.URB.Q5.F,"Adjusted net attendance rate, one year before the official primary entry age, urban, richest quintile, female (%)"
NARA.AGM1.URB.Q5.GPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, richest quintile, adjusted gender parity index (GPIA)"
NARA.AGM1.URB.Q5.M,"Adjusted net attendance rate, one year before the official primary entry age, urban, richest quintile, male (%)"
NARA.AGM1.URB.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, urban, adjusted wealth parity index (WPIA)"
NARA.AGM1.WPIA,"Adjusted net attendance rate, one year before the official primary entry age, adjusted wealth parity index (WPIA)"
NERA.AgM1.cp,"Adjusted net enrolment rate, one year before the official primary entry age, both sexes (%)"
NERA.AgM1.F.cp,"Adjusted net enrolment rate, one year before the official primary entry age, female (%)"
NERA.AgM1.GPIA.cp,"Adjusted net enrolment rate, one year before the official primary entry age, adjusted gender parity index (GPIA)"
NERA.AgM1.M.cp,"Adjusted net enrolment rate, one year before the official primary entry age, male (%)"
OAEPG.1,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, both sexes (%)"
OAEPG.1.F,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, female (%)"
OAEPG.1.GPIA,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, adjusted gender parity index (GPIA)"
OAEPG.1.M,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, male (%)"
OAEPG.2.GPV,"Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, both sexes (%)"
OAEPG.2.GPV.F,"Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, female (%)"
OAEPG.2.GPV.GPIA,"Proportion of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, adjusted gender parity index (GPIA)"
OAEPG.2.GPV.M,"Percentage of pupils enrolled in lower secondary general education who are at least 2 years over-age for their current grade, male (%)"
odaflow.volumescholarship,"Volume of official development assistance flows for scholarships by sector and type of study, constant US$ "
OnTrack.three.domains,"Proportion of children aged 24-59 months who are developmentally on track in health, learning and psychosocial well-being, both sexes (%)"
OnTrack.three.domains.F,"Proportion of children aged 24-59 months who are developmentally on track in health, learning and psychosocial well-being, female (%)"
OnTrack.three.domains.GPIA,"Proportion of children aged 24-59 months who are developmentally on track in health, learning and psychosocial well-being, adjusted gender parity index (GPIA)"
OnTrack.three.domains.M,"Proportion of children aged 24-59 months who are developmentally on track in health, learning and psychosocial well-being, male (%)"
Per.11t15.bullied,"Percentage of students experiencing bullying in the last 12 months, both sexes (%)"
Per.11t15.bullied.F,"Percentage of students experiencing bullying in the last 12 months, female (%)"
Per.11t15.bullied.GPIA,"Percentage of students experiencing bullying in the last 12 months, adjusted gender parity index (GPIA)"
Per.11t15.bullied.HighSES,"Percentage of students experiencing bullying in the last 12 months, high socio-economic status, both sexes (%)"
Per.11t15.bullied.LowSES,"Percentage of students experiencing bullying in the last 12 months, low socio-economic status, both sexes (%)"
Per.11t15.bullied.M,"Percentage of students experiencing bullying in the last 12 months, male (%)"
Per.11t15.bullied.Native,"Percentage of students experiencing bullying in the last 12 months, non-immigrant background, both sexes (%)"
Per.11t15.bullied.nonNative,"Percentage of students experiencing bullying in the last 12 months, immigrant background, both sexes (%)"
Per.11t15.bullied.NPIA,"Percentage of students experiencing bullying in the last 12 months, adjusted native parity index (NPIA)"
Per.11t15.bullied.WPIA,"Percentage of students experiencing bullying in the last 12 months, adjusted wealth parity index (WPIA)"
PLillitP,"Participants in literacy programmes as a % of the illiterate population, both sexes"
PLillitP.F,"Participants in literacy programmes as a % of the illiterate population, female"
PLillitP.M,"Participants in literacy programmes as a % of the illiterate population, male"
PoStimuEnv,"Percentage of children under 5 years experiencing positive and stimulating home learning environments, both sexes (%)"
PoStimuEnv.F,"Percentage of children under 5 years experiencing positive and stimulating home learning environments, female (%)"
PoStimuEnv.GPIA,"Percentage of children under 5 years experiencing positive and stimulating home learning environments, adjusted gender parity index (GPIA)"
PoStimuEnv.LPIA,"Percentage of children under 5 years experiencing positive and stimulating home learning environments, adjusted location parity index (LPIA)"
PoStimuEnv.M,"Percentage of children under 5 years experiencing positive and stimulating home learning environments, male (%)"
PoStimuEnv.RUR,"Percentage of children under 5 years experiencing positive and stimulating home learning environments, rural (%)"
PoStimuEnv.URB,"Percentage of children under 5 years experiencing positive and stimulating home learning environments, urban (%)"
PoStimuEnv.WPIA,"Percentage of children under 5 years experiencing positive and stimulating home learning environments,  adjusted wealth parity index (WPIA)"
