"WB_Group_Code","WB_Group_Name","date","source_id","source_name","value"
"LAC","Latin America & Caribbean (excluding high income)",2017,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",58.97
"LAC","Latin America & Caribbean (excluding high income)",2017,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",64.62
"LAC","Latin America & Caribbean (excluding high income)",2017,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",47.48
"LAC","Latin America & Caribbean (excluding high income)",2017,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",37.29
"LAC","Latin America & Caribbean (excluding high income)",2018,"IQ.SPI.OVRL","SPI Overall Score",60.75
"LAC","Latin America & Caribbean (excluding high income)",2018,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",77.06
"LAC","Latin America & Caribbean (excluding high income)",2018,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",70.41
"LAC","Latin America & Caribbean (excluding high income)",2018,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",63.69
"LAC","Latin America & Caribbean (excluding high income)",2018,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",48.39
"LAC","Latin America & Caribbean (excluding high income)",2018,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",37.08
"LAC","Latin America & Caribbean (excluding high income)",2019,"IQ.SPI.OVRL","SPI Overall Score",60.75
"LAC","Latin America & Caribbean (excluding high income)",2019,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",76.66
"LAC","Latin America & Caribbean (excluding high income)",2019,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",68.89
"LAC","Latin America & Caribbean (excluding high income)",2019,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",61.57
"LAC","Latin America & Caribbean (excluding high income)",2019,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",47.97
"LAC","Latin America & Caribbean (excluding high income)",2019,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",41.04
"LAC","Latin America & Caribbean (excluding high income)",2020,"IQ.SPI.OVRL","SPI Overall Score",62.95
"LAC","Latin America & Caribbean (excluding high income)",2020,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",78.93
"LAC","Latin America & Caribbean (excluding high income)",2020,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",69.14
"LAC","Latin America & Caribbean (excluding high income)",2020,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",68.63
"LAC","Latin America & Caribbean (excluding high income)",2020,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",51.88
"LAC","Latin America & Caribbean (excluding high income)",2020,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",43.33
"LCN","Latin America & Caribbean",2016,"IQ.SPI.OVRL","SPI Overall Score",55.74
"LCN","Latin America & Caribbean",2016,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",70
"LCN","Latin America & Caribbean",2016,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",43.78
"LCN","Latin America & Caribbean",2016,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",51.15
"LCN","Latin America & Caribbean",2016,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",49.86
"LCN","Latin America & Caribbean",2016,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",36.56
"LCN","Latin America & Caribbean",2017,"IQ.SPI.OVRL","SPI Overall Score",57.91
"LCN","Latin America & Caribbean",2017,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",69.05
"LCN","Latin America & Caribbean",2017,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",57.02
"LCN","Latin America & Caribbean",2017,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",51.94
"LCN","Latin America & Caribbean",2017,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",48.23
"LCN","Latin America & Caribbean",2017,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",35.62
"LCN","Latin America & Caribbean",2018,"IQ.SPI.OVRL","SPI Overall Score",60.91
"LCN","Latin America & Caribbean",2018,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",70.16
"LCN","Latin America & Caribbean",2018,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",70.14
"LCN","Latin America & Caribbean",2018,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",51.18
"LCN","Latin America & Caribbean",2018,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",48.99
"LCN","Latin America & Caribbean",2018,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",36.25
"LCN","Latin America & Caribbean",2019,"IQ.SPI.OVRL","SPI Overall Score",60.65
"LCN","Latin America & Caribbean",2019,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",69.92
"LCN","Latin America & Caribbean",2019,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",66.44
"LCN","Latin America & Caribbean",2019,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",49.66
"LCN","Latin America & Caribbean",2019,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",48.49
"LCN","Latin America & Caribbean",2019,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",40.94
"LCN","Latin America & Caribbean",2020,"IQ.SPI.OVRL","SPI Overall Score",61.31
"LCN","Latin America & Caribbean",2020,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",75.08
"LCN","Latin America & Caribbean",2020,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",64.51
"LCN","Latin America & Caribbean",2020,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",57.05
"LCN","Latin America & Caribbean",2020,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",51.84
"LCN","Latin America & Caribbean",2020,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",43.12
"LDC","Least developed countries: UN classification",2016,"IQ.SPI.OVRL","SPI Overall Score",44.75
"LDC","Least developed countries: UN classification",2016,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",66.37
"LDC","Least developed countries: UN classification",2016,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",32.23
"LDC","Least developed countries: UN classification",2016,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",58.23
"LDC","Least developed countries: UN classification",2016,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",32.07
"LDC","Least developed countries: UN classification",2016,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",24.89
"LDC","Least developed countries: UN classification",2017,"IQ.SPI.OVRL","SPI Overall Score",47.14
"LDC","Least developed countries: UN classification",2017,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",67.73
"LDC","Least developed countries: UN classification",2017,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",45.14
"LDC","Least developed countries: UN classification",2017,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",59.87
"LDC","Least developed countries: UN classification",2017,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",29.5
"LDC","Least developed countries: UN classification",2017,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",26.6
"LDC","Least developed countries: UN classification",2018,"IQ.SPI.OVRL","SPI Overall Score",49.19
"LDC","Least developed countries: UN classification",2018,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",67.66
"LDC","Least developed countries: UN classification",2018,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",55.48
"LDC","Least developed countries: UN classification",2018,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",59.34
"LDC","Least developed countries: UN classification",2018,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",29.98
"LDC","Least developed countries: UN classification",2018,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",26.81
"LDC","Least developed countries: UN classification",2019,"IQ.SPI.OVRL","SPI Overall Score",48.78
"LDC","Least developed countries: UN classification",2019,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",68.01
"LDC","Least developed countries: UN classification",2019,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",53.54
"LDC","Least developed countries: UN classification",2019,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",57.57
"LDC","Least developed countries: UN classification",2019,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",29.23
"LDC","Least developed countries: UN classification",2019,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",29.04
"LDC","Least developed countries: UN classification",2020,"IQ.SPI.OVRL","SPI Overall Score",51.54
"LDC","Least developed countries: UN classification",2020,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",66.51
"LDC","Least developed countries: UN classification",2020,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",57.52
"LDC","Least developed countries: UN classification",2020,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",66.36
"LDC","Least developed countries: UN classification",2020,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",31.68
"LDC","Least developed countries: UN classification",2020,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",30.53
"LIC","Low income",2016,"IQ.SPI.OVRL","SPI Overall Score",44.89
"LIC","Low income",2016,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",66.54
"LIC","Low income",2016,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",31.92
"LIC","Low income",2016,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",56.87
"LIC","Low income",2016,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",29.72
"LIC","Low income",2016,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",24.26
"LIC","Low income",2017,"IQ.SPI.OVRL","SPI Overall Score",45.37
"LIC","Low income",2017,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",67.38
"LIC","Low income",2017,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",42.53
"LIC","Low income",2017,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",59.48
"LIC","Low income",2017,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",25.49
"LIC","Low income",2017,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",25.54
"LIC","Low income",2018,"IQ.SPI.OVRL","SPI Overall Score",47.47
"LIC","Low income",2018,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",67.85
"LIC","Low income",2018,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",51.18
"LIC","Low income",2018,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",59.16
"LIC","Low income",2018,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",26.58
"LIC","Low income",2018,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",26.07
"LIC","Low income",2019,"IQ.SPI.OVRL","SPI Overall Score",46.96
"LIC","Low income",2019,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",67.73
"LIC","Low income",2019,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",48.62
"LIC","Low income",2019,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",57.55
"LIC","Low income",2019,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",26
"LIC","Low income",2019,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",28.57
"LIC","Low income",2020,"IQ.SPI.OVRL","SPI Overall Score",49.1
"LIC","Low income",2020,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",64.24
"LIC","Low income",2020,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",51.51
"LIC","Low income",2020,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",65.47
"LIC","Low income",2020,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",27.56
"LIC","Low income",2020,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",29.64
"LMC","Lower middle income",2016,"IQ.SPI.OVRL","SPI Overall Score",51.51
"LMC","Lower middle income",2016,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",78.26
"LMC","Lower middle income",2016,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",39.53
"LMC","Lower middle income",2016,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",62.22
"LMC","Lower middle income",2016,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",41.64
"LMC","Lower middle income",2016,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",33.96
"LMC","Lower middle income",2017,"IQ.SPI.OVRL","SPI Overall Score",54.06
"LMC","Lower middle income",2017,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",78
"LMC","Lower middle income",2017,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",52.1
"LMC","Lower middle income",2017,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",62.53
"LMC","Lower middle income",2017,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",40.7
"LMC","Lower middle income",2017,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",36.1
"LMC","Lower middle income",2018,"IQ.SPI.OVRL","SPI Overall Score",56.48
"LMC","Lower middle income",2018,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",78.26
"LMC","Lower middle income",2018,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",63.11
"LMC","Lower middle income",2018,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",62.27
"LMC","Lower middle income",2018,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",41.1
"LMC","Lower middle income",2018,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",36.9
"LMC","Lower middle income",2019,"IQ.SPI.OVRL","SPI Overall Score",56.68
"LMC","Lower middle income",2019,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",78.93
"LMC","Lower middle income",2019,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",62.43
"LMC","Lower middle income",2019,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",60.72
"LMC","Lower middle income",2019,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",40.88
"LMC","Lower middle income",2019,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",39.7
"LMC","Lower middle income",2020,"IQ.SPI.OVRL","SPI Overall Score",59.96
"LMC","Lower middle income",2020,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",77.13
"LMC","Lower middle income",2020,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",66.2
"LMC","Lower middle income",2020,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",69.28
"LMC","Lower middle income",2020,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",45.15
"LMC","Lower middle income",2020,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",41.3
"LMY","Low & middle income",2016,"IQ.SPI.OVRL","SPI Overall Score",52.08
"LMY","Low & middle income",2016,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",73.06
"LMY","Low & middle income",2016,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",40.36
"LMY","Low & middle income",2016,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",60.16
"LMY","Low & middle income",2016,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",42.54
"LMY","Low & middle income",2016,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",35.74
"LMY","Low & middle income",2017,"IQ.SPI.OVRL","SPI Overall Score",54
"LMY","Low & middle income",2017,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",73.06
"LMY","Low & middle income",2017,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",51.25
"LMY","Low & middle income",2017,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",61.51
"LMY","Low & middle income",2017,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",40.55
"LMY","Low & middle income",2017,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",37.46
"LMY","Low & middle income",2018,"IQ.SPI.OVRL","SPI Overall Score",56.46
"LMY","Low & middle income",2018,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",73.73
"LMY","Low & middle income",2018,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",61.93
"LMY","Low & middle income",2018,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",61.41
"LMY","Low & middle income",2018,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",41.05
"LMY","Low & middle income",2018,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",38.26
"LMY","Low & middle income",2019,"IQ.SPI.OVRL","SPI Overall Score",56.61
"LMY","Low & middle income",2019,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",73.95
"LMY","Low & middle income",2019,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",61.12
"LMY","Low & middle income",2019,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",59.95
"LMY","Low & middle income",2019,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",40.9
"LMY","Low & middle income",2019,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",41.25
"LMY","Low & middle income",2020,"IQ.SPI.OVRL","SPI Overall Score",59.44
"LMY","Low & middle income",2020,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",73.82
"LMY","Low & middle income",2020,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",63.97
"LMY","Low & middle income",2020,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",68.23
"LMY","Low & middle income",2020,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",44.51
"LMY","Low & middle income",2020,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",42.61
"LTE","Late-demographic dividend",2016,"IQ.SPI.OVRL","SPI Overall Score",63.42
"LTE","Late-demographic dividend",2016,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",86.79
"LTE","Late-demographic dividend",2016,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",51.36
"LTE","Late-demographic dividend",2016,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",55.26
"LTE","Late-demographic dividend",2016,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",57.92
"LTE","Late-demographic dividend",2016,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",55.43
"LTE","Late-demographic dividend",2017,"IQ.SPI.OVRL","SPI Overall Score",65.18
"LTE","Late-demographic dividend",2017,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",85.91
"LTE","Late-demographic dividend",2017,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",60.38
"LTE","Late-demographic dividend",2017,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",57.29
"LTE","Late-demographic dividend",2017,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",56.26
"LTE","Late-demographic dividend",2017,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",57.34
"LTE","Late-demographic dividend",2018,"IQ.SPI.OVRL","SPI Overall Score",68.61
"LTE","Late-demographic dividend",2018,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",86.67
"LTE","Late-demographic dividend",2018,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",74.46
"LTE","Late-demographic dividend",2018,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",57.23
"LTE","Late-demographic dividend",2018,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",57.17
"LTE","Late-demographic dividend",2018,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",58.83
"LTE","Late-demographic dividend",2019,"IQ.SPI.OVRL","SPI Overall Score",69.31
"LTE","Late-demographic dividend",2019,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",86.73
"LTE","Late-demographic dividend",2019,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",73.73
"LTE","Late-demographic dividend",2019,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",56.23
"LTE","Late-demographic dividend",2019,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",57.8
"LTE","Late-demographic dividend",2019,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",63.51
"LTE","Late-demographic dividend",2020,"IQ.SPI.OVRL","SPI Overall Score",72.22
"LTE","Late-demographic dividend",2020,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",86.79
"LTE","Late-demographic dividend",2020,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",75.36
"LTE","Late-demographic dividend",2020,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",63.82
"LTE","Late-demographic dividend",2020,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",61.23
"LTE","Late-demographic dividend",2020,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",64.36
"MEA","Middle East & North Africa",2016,"IQ.SPI.OVRL","SPI Overall Score",49.45
"MEA","Middle East & North Africa",2016,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",76.34
"MEA","Middle East & North Africa",2016,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",31.46
"MEA","Middle East & North Africa",2016,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",51.49
"MEA","Middle East & North Africa",2016,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",47.29
"MEA","Middle East & North Africa",2016,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",35
"MEA","Middle East & North Africa",2017,"IQ.SPI.OVRL","SPI Overall Score",50.81
"MEA","Middle East & North Africa",2017,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",75.08
"MEA","Middle East & North Africa",2017,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",43.78
"MEA","Middle East & North Africa",2017,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",51.61
"MEA","Middle East & North Africa",2017,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",45.99
"MEA","Middle East & North Africa",2017,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",37.62
"MEA","Middle East & North Africa",2018,"IQ.SPI.OVRL","SPI Overall Score",54.11
"MEA","Middle East & North Africa",2018,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",75.55
"MEA","Middle East & North Africa",2018,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",58.48
"MEA","Middle East & North Africa",2018,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",52.13
"MEA","Middle East & North Africa",2018,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",46.79
"MEA","Middle East & North Africa",2018,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",37.62
"MEA","Middle East & North Africa",2019,"IQ.SPI.OVRL","SPI Overall Score",55.49
"MEA","Middle East & North Africa",2019,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",75.55
"MEA","Middle East & North Africa",2019,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",60.07
"MEA","Middle East & North Africa",2019,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",52.01
"MEA","Middle East & North Africa",2019,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",46.74
"MEA","Middle East & North Africa",2019,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",43.1
"MEA","Middle East & North Africa",2020,"IQ.SPI.OVRL","SPI Overall Score",58.35
"MEA","Middle East & North Africa",2020,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",75.39
"MEA","Middle East & North Africa",2020,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",60.25
"MEA","Middle East & North Africa",2020,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",61.53
"MEA","Middle East & North Africa",2020,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",50.55
"MEA","Middle East & North Africa",2020,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",44.05
"MIC","Middle income",2016,"IQ.SPI.OVRL","SPI Overall Score",53.82
"MIC","Middle income",2016,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",74.78
"MIC","Middle income",2016,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",42.41
"MIC","Middle income",2016,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",61.03
"MIC","Middle income",2016,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",45.65
"MIC","Middle income",2016,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",38.81
"MIC","Middle income",2017,"IQ.SPI.OVRL","SPI Overall Score",56.32
"MIC","Middle income",2017,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",74.56
"MIC","Middle income",2017,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",53.56
"MIC","Middle income",2017,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",62.05
"MIC","Middle income",2017,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",44.59
"MIC","Middle income",2017,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",40.67
"MIC","Middle income",2018,"IQ.SPI.OVRL","SPI Overall Score",58.87
"MIC","Middle income",2018,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",75.28
"MIC","Middle income",2018,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",64.78
"MIC","Middle income",2018,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",62
"MIC","Middle income",2018,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",44.93
"MIC","Middle income",2018,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",41.54
"MIC","Middle income",2019,"IQ.SPI.OVRL","SPI Overall Score",59.2
"MIC","Middle income",2019,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",75.6
"MIC","Middle income",2019,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",64.44
"MIC","Middle income",2019,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",60.59
"MIC","Middle income",2019,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",44.9
"MIC","Middle income",2019,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",44.66
"MIC","Middle income",2020,"IQ.SPI.OVRL","SPI Overall Score",62.14
"MIC","Middle income",2020,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",76.44
"MIC","Middle income",2020,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",67.18
"MIC","Middle income",2020,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",69
"MIC","Middle income",2020,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",48.91
"MIC","Middle income",2020,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",46.11
"MNA","Middle East & North Africa (excluding high income)",2016,"IQ.SPI.OVRL","SPI Overall Score",45.5
"MNA","Middle East & North Africa (excluding high income)",2016,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",64.09
"MNA","Middle East & North Africa (excluding high income)",2016,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",33.07
"MNA","Middle East & North Africa (excluding high income)",2016,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",55.47
"MNA","Middle East & North Africa (excluding high income)",2016,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",41.15
"MNA","Middle East & North Africa (excluding high income)",2016,"IQ.SPI.PIL5","Pillar 5 - Data Infrastructure - Score",26.25
"MNA","Middle East & North Africa (excluding high income)",2017,"IQ.SPI.OVRL","SPI Overall Score",45.82
"MNA","Middle East & North Africa (excluding high income)",2017,"IQ.SPI.PIL1","Pillar 1  - Data Use - Score",62.05
"MNA","Middle East & North Africa (excluding high income)",2017,"IQ.SPI.PIL2","Pillar 2 - Data Services - Score",42.9
"MNA","Middle East & North Africa (excluding high income)",2017,"IQ.SPI.PIL3","Pillar 3 - Data Products - Score",54.35
"MNA","Middle East & North Africa (excluding high income)",2017,"IQ.SPI.PIL4","Pillar 4 - Data Sources - Score",39.05
