Year,Region,Region code,Country,Country code,Data category,Indicator coverage and disaggregation,Data available last 5 years,Data available last 10 years,First administrative level,Second administrative level,Coverage subscore,Machine readability,Non-proprietary,Download options,Metadata availability,Terms of use,Openness subscore,Overall score
2024,Central Asia,ASC,Uzbekistan,UZB,Population and vital statistics,100,100,100,100,100,100,100,100,50,100,100,90,95
2024,Central Asia,ASC,Uzbekistan,UZB,Education facilities,50,50,50,50,50,50,100,100,50,50,100,80,65
2024,Central Asia,ASC,Uzbekistan,UZB,Education outcomes,50,50,50,50,50,50,100,100,100,50,100,90,70
2024,Central Asia,ASC,Uzbekistan,UZB,Health facilities,50,50,50,50,0,40,100,100,100,100,100,100,70
2024,Central Asia,ASC,Uzbekistan,UZB,Health outcomes,50,50,50,50,50,50,100,100,100,100,100,100,75
2024,Central Asia,ASC,Uzbekistan,UZB,Reproductive health,100,100,100,100,100,100,100,100,100,50,100,90,95
2024,Central Asia,ASC,Uzbekistan,UZB,Food security and nutrition,100,50,100,50,-,75,100,100,50,100,100,90,83.3
2024,Central Asia,ASC,Uzbekistan,UZB,Gender statistics,100,100,100,50,50,80,100,100,50,50,100,80,80
2024,Central Asia,ASC,Uzbekistan,UZB,Crime and justice,100,100,100,50,0,70,100,100,50,50,100,80,75
2024,Central Asia,ASC,Uzbekistan,UZB,Poverty and income,100,100,100,100,0,80,100,100,100,50,100,90,85
2024,Central Asia,ASC,Uzbekistan,UZB,Social statistics subscore,80,75,80,65,44.4,69.4,100,100,75,70,100,89,79.3
2024,Central Asia,ASC,Uzbekistan,UZB,National accounts,100,100,100,0,-,75,100,100,50,50,100,80,77.8
2024,Central Asia,ASC,Uzbekistan,UZB,Labor,100,100,100,100,0,80,100,100,100,100,100,100,90
2024,Central Asia,ASC,Uzbekistan,UZB,Price indexes,100,50,100,0,-,62.5,100,100,100,50,100,90,77.8
2024,Central Asia,ASC,Uzbekistan,UZB,Government finance,100,100,100,0,-,75,100,100,100,50,100,90,83.3
2024,Central Asia,ASC,Uzbekistan,UZB,Money and banking,100,100,100,-,-,100,100,100,50,50,50,70,81.2
2024,Central Asia,ASC,Uzbekistan,UZB,International trade,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Central Asia,ASC,Uzbekistan,UZB,Balance of payments,100,100,100,-,-,100,100,100,100,100,0,80,87.5
2024,Central Asia,ASC,Uzbekistan,UZB,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Central Asia,ASC,Uzbekistan,UZB,Economic and financial statistics subscore,100,92.9,100,25,0,82.7,100,100,85.7,71.4,78.6,87.1,85.2
2024,Central Asia,ASC,Uzbekistan,UZB,Agriculture and land use,100,100,100,100,0,80,100,100,100,50,100,90,85
2024,Central Asia,ASC,Uzbekistan,UZB,Resource use,100,100,100,50,-,87.5,100,100,100,50,100,90,88.9
2024,Central Asia,ASC,Uzbekistan,UZB,Energy,50,50,50,-,-,50,100,100,50,50,100,80,68.8
2024,Central Asia,ASC,Uzbekistan,UZB,Pollution,100,100,100,-,-,100,100,100,50,50,100,80,87.5
2024,Central Asia,ASC,Uzbekistan,UZB,Built environment,100,100,100,100,50,90,100,100,50,100,100,90,90
2024,Central Asia,ASC,Uzbekistan,UZB,Environment subscore,90,90,90,83.3,25,82.5,100,100,70,60,100,86,84.4
2024,Central Asia,ASC,Uzbekistan,UZB,All categories,90,86,90,59.5,34.7,77.5,100,100,76.9,67.1,92.9,87.4,82.9
2024,South-Eastern Asia,ASE,Brunei Darussalam,BRN,Population and vital statistics,100,100,100,50,0,70,100,100,50,100,0,70,70
2024,South-Eastern Asia,ASE,Brunei Darussalam,BRN,Education facilities,100,100,100,50,0,70,100,100,50,100,0,70,70
2024,South-Eastern Asia,ASE,Brunei Darussalam,BRN,Education outcomes,100,100,100,50,0,70,100,100,50,100,0,70,70
2024,South-Eastern Asia,ASE,Brunei Darussalam,BRN,Health facilities,100,100,50,0,0,50,100,100,50,100,0,70,60
2024,South-Eastern Asia,ASE,Brunei Darussalam,BRN,Health outcomes,50,50,50,0,0,30,100,100,50,100,0,70,50
2024,South-Eastern Asia,ASE,Brunei Darussalam,BRN,Reproductive health,100,100,100,0,0,60,100,100,50,100,0,70,65
2024,South-Eastern Asia,ASE,Brunei Darussalam,BRN,Food security and nutrition,0,0,0,0,-,0,0,0,0,0,0,0,0
2024,South-Eastern Asia,ASE,Brunei Darussalam,BRN,Gender statistics,50,50,50,0,0,30,100,100,50,100,0,70,50
2024,South-Eastern Asia,ASE,Brunei Darussalam,BRN,Crime and justice,0,0,0,0,0,0,100,100,50,100,0,70,35
2024,South-Eastern Asia,ASE,Brunei Darussalam,BRN,Poverty and income,50,0,0,0,0,10,100,100,50,100,0,70,40
2024,South-Eastern Asia,ASE,Brunei Darussalam,BRN,Social statistics subscore,65,60,55,15,0,39.8,90,90,45,90,0,63,51.5
2024,South-Eastern Asia,ASE,Brunei Darussalam,BRN,National accounts,100,100,100,0,-,75,100,100,50,50,0,60,66.7
2024,South-Eastern Asia,ASE,Brunei Darussalam,BRN,Labor,100,100,100,0,0,60,100,100,50,100,0,70,65
2024,South-Eastern Asia,ASE,Brunei Darussalam,BRN,Price indexes,50,50,50,0,-,37.5,100,100,50,50,0,60,50
2024,South-Eastern Asia,ASE,Brunei Darussalam,BRN,Government finance,100,100,100,0,-,75,100,100,50,100,0,70,72.2
2024,South-Eastern Asia,ASE,Brunei Darussalam,BRN,Money and banking,100,100,100,-,-,100,100,100,50,100,0,70,81.2
2024,South-Eastern Asia,ASE,Brunei Darussalam,BRN,International trade,100,100,100,-,-,100,100,100,50,100,0,70,81.2
2024,South-Eastern Asia,ASE,Brunei Darussalam,BRN,Balance of payments,100,100,100,-,-,100,100,100,50,100,0,70,81.2
2024,South-Eastern Asia,ASE,Brunei Darussalam,BRN,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,South-Eastern Asia,ASE,Brunei Darussalam,BRN,Economic and financial statistics subscore,92.9,92.9,92.9,0,0,75,100,100,50,85.7,0,67.1,70.5
2024,South-Eastern Asia,ASE,Brunei Darussalam,BRN,Agriculture and land use,100,50,50,0,0,40,100,100,50,100,0,70,55
2024,South-Eastern Asia,ASE,Brunei Darussalam,BRN,Resource use,100,100,100,0,-,75,100,100,50,100,0,70,72.2
2024,South-Eastern Asia,ASE,Brunei Darussalam,BRN,Energy,50,50,50,-,-,50,100,100,50,100,0,70,62.5
2024,South-Eastern Asia,ASE,Brunei Darussalam,BRN,Pollution,100,100,100,-,-,100,100,100,50,100,0,70,81.2
2024,South-Eastern Asia,ASE,Brunei Darussalam,BRN,Built environment,50,50,50,0,0,30,100,100,50,100,0,70,50
2024,South-Eastern Asia,ASE,Brunei Darussalam,BRN,Environment subscore,80,70,70,0,0,55,100,100,50,100,0,70,63.3
2024,South-Eastern Asia,ASE,Brunei Darussalam,BRN,All categories,79.3,74.3,72.6,6.9,0,55,96.7,96.7,48.3,91.9,0,66.7,61.4
2024,South-Eastern Asia,ASE,Cambodia,KHM,Population and vital statistics,100,50,50,50,50,60,0,100,50,50,0,40,50
2024,South-Eastern Asia,ASE,Cambodia,KHM,Education facilities,50,50,50,50,0,40,50,100,50,50,0,50,45
2024,South-Eastern Asia,ASE,Cambodia,KHM,Education outcomes,50,50,50,50,0,40,100,100,100,50,0,70,55
2024,South-Eastern Asia,ASE,Cambodia,KHM,Health facilities,100,0,50,0,0,30,0,100,50,50,0,40,35
2024,South-Eastern Asia,ASE,Cambodia,KHM,Health outcomes,50,50,50,50,0,40,50,100,50,50,0,50,45
2024,South-Eastern Asia,ASE,Cambodia,KHM,Reproductive health,100,50,0,50,0,40,50,100,50,50,0,50,45
2024,South-Eastern Asia,ASE,Cambodia,KHM,Food security and nutrition,100,50,50,0,-,50,50,100,50,50,0,50,50
2024,South-Eastern Asia,ASE,Cambodia,KHM,Gender statistics,100,50,50,50,0,50,50,100,50,50,0,50,50
2024,South-Eastern Asia,ASE,Cambodia,KHM,Crime and justice,0,0,0,0,0,0,0,100,0,50,0,30,15
2024,South-Eastern Asia,ASE,Cambodia,KHM,Poverty and income,100,50,50,0,0,40,100,100,100,50,0,70,55
2024,South-Eastern Asia,ASE,Cambodia,KHM,Social statistics subscore,75,40,40,30,5.6,38.8,45,100,55,50,0,50,44.4
2024,South-Eastern Asia,ASE,Cambodia,KHM,National accounts,50,50,50,0,-,37.5,100,100,50,0,0,50,44.4
2024,South-Eastern Asia,ASE,Cambodia,KHM,Labor,100,50,50,100,0,60,50,100,50,50,0,50,55
2024,South-Eastern Asia,ASE,Cambodia,KHM,Price indexes,50,50,50,0,-,37.5,100,100,50,50,0,60,50
2024,South-Eastern Asia,ASE,Cambodia,KHM,Government finance,100,50,0,0,-,37.5,0,100,0,50,0,30,33.3
2024,South-Eastern Asia,ASE,Cambodia,KHM,Money and banking,100,50,100,-,-,83.3,100,100,50,50,0,60,68.8
2024,South-Eastern Asia,ASE,Cambodia,KHM,International trade,0,0,0,-,-,0,0,0,0,0,0,0,0
2024,South-Eastern Asia,ASE,Cambodia,KHM,Balance of payments,100,100,100,-,-,100,100,100,50,50,0,60,75
2024,South-Eastern Asia,ASE,Cambodia,KHM,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,South-Eastern Asia,ASE,Cambodia,KHM,Economic and financial statistics subscore,71.4,50,50,25,0,50,64.3,85.7,35.7,35.7,0,44.3,46.7
2024,South-Eastern Asia,ASE,Cambodia,KHM,Agriculture and land use,100,50,50,50,0,50,50,100,50,50,0,50,50
2024,South-Eastern Asia,ASE,Cambodia,KHM,Resource use,50,50,50,0,-,37.5,100,100,100,50,0,70,55.6
2024,South-Eastern Asia,ASE,Cambodia,KHM,Energy,0,0,0,-,-,0,0,0,0,0,0,0,0
2024,South-Eastern Asia,ASE,Cambodia,KHM,Pollution,0,0,0,-,-,0,0,0,0,0,0,0,0
2024,South-Eastern Asia,ASE,Cambodia,KHM,Built environment,100,50,50,50,0,50,50,100,50,50,0,50,50
2024,South-Eastern Asia,ASE,Cambodia,KHM,Environment subscore,50,30,30,33.3,0,32.5,40,60,40,30,0,34,33.3
2024,South-Eastern Asia,ASE,Cambodia,KHM,All categories,65.5,40,40,29.6,3.5,40.1,49.8,81.9,43.6,38.6,0,42.8,41.5
2024,Eastern Asia,ASF,China,CHN,Population and vital statistics,50,50,50,0,0,30,0,100,0,0,0,20,25
2024,Eastern Asia,ASF,China,CHN,Education facilities,50,50,50,50,0,40,0,100,50,50,0,40,40
2024,Eastern Asia,ASF,China,CHN,Education outcomes,50,50,50,0,0,30,0,100,50,0,0,30,30
2024,Eastern Asia,ASF,China,CHN,Health facilities,100,100,100,50,0,70,0,100,50,50,0,40,55
2024,Eastern Asia,ASF,China,CHN,Health outcomes,50,50,50,0,0,30,0,100,50,0,0,30,30
2024,Eastern Asia,ASF,China,CHN,Reproductive health,50,50,50,0,0,30,0,100,50,0,0,30,30
2024,Eastern Asia,ASF,China,CHN,Food security and nutrition,0,0,0,0,-,0,0,0,0,0,0,0,0
2024,Eastern Asia,ASF,China,CHN,Gender statistics,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Eastern Asia,ASF,China,CHN,Crime and justice,0,0,0,0,0,0,0,100,50,0,0,30,15
2024,Eastern Asia,ASF,China,CHN,Poverty and income,50,50,50,0,0,30,0,100,50,0,0,30,30
2024,Eastern Asia,ASF,China,CHN,Social statistics subscore,40,40,40,10,0,26.5,0,80,35,10,0,25,25.8
2024,Eastern Asia,ASF,China,CHN,National accounts,50,50,50,50,-,50,0,100,50,50,0,40,44.4
2024,Eastern Asia,ASF,China,CHN,Labor,50,50,50,0,0,30,0,100,50,0,0,30,30
2024,Eastern Asia,ASF,China,CHN,Price indexes,50,50,50,50,-,50,0,100,50,50,0,40,44.4
2024,Eastern Asia,ASF,China,CHN,Government finance,100,100,100,100,-,100,0,100,50,0,0,30,61.1
2024,Eastern Asia,ASF,China,CHN,Money and banking,100,50,50,-,-,66.7,0,100,50,50,0,40,50
2024,Eastern Asia,ASF,China,CHN,International trade,50,50,50,-,-,50,0,100,50,0,0,30,37.5
2024,Eastern Asia,ASF,China,CHN,Balance of payments,100,100,100,-,-,100,0,100,50,0,0,30,56.2
2024,Eastern Asia,ASF,China,CHN,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Eastern Asia,ASF,China,CHN,Economic and financial statistics subscore,71.4,64.3,64.3,50,0,61.5,0,100,50,21.4,0,34.3,45.9
2024,Eastern Asia,ASF,China,CHN,Agriculture and land use,100,100,100,100,0,80,0,100,50,50,0,40,60
2024,Eastern Asia,ASF,China,CHN,Resource use,100,100,100,100,-,100,0,100,50,50,0,40,66.7
2024,Eastern Asia,ASF,China,CHN,Energy,100,100,100,-,-,100,0,100,50,0,0,30,56.2
2024,Eastern Asia,ASF,China,CHN,Pollution,50,50,50,-,-,50,0,100,50,50,0,40,43.8
2024,Eastern Asia,ASF,China,CHN,Built environment,0,0,0,0,0,0,0,100,50,0,0,30,15
2024,Eastern Asia,ASF,China,CHN,Environment subscore,70,70,70,66.7,0,62.5,0,100,50,30,0,36,47.8
2024,Eastern Asia,ASF,China,CHN,All categories,60.5,58.1,58.1,36.2,0,48.2,0,93.3,45,20.5,0,31.8,39.3
2024,Eastern Asia,ASF,"Hong Kong SAR, China",HKG,Population and vital statistics,100,100,100,50,-,87.5,100,100,100,100,100,100,94.4
2024,Eastern Asia,ASF,"Hong Kong SAR, China",HKG,Education facilities,100,100,100,50,-,87.5,100,100,100,50,100,90,88.9
2024,Eastern Asia,ASF,"Hong Kong SAR, China",HKG,Education outcomes,50,50,50,0,-,37.5,100,100,50,50,100,80,61.1
2024,Eastern Asia,ASF,"Hong Kong SAR, China",HKG,Health facilities,100,100,100,100,-,100,100,100,100,50,100,90,94.4
2024,Eastern Asia,ASF,"Hong Kong SAR, China",HKG,Health outcomes,50,50,50,0,-,37.5,100,100,50,50,100,80,61.1
2024,Eastern Asia,ASF,"Hong Kong SAR, China",HKG,Reproductive health,100,100,100,0,-,75,100,100,100,100,100,100,88.9
2024,Eastern Asia,ASF,"Hong Kong SAR, China",HKG,Food security and nutrition,50,50,50,-,-,50,100,100,50,100,100,90,75
2024,Eastern Asia,ASF,"Hong Kong SAR, China",HKG,Gender statistics,100,100,100,0,-,75,100,100,50,100,100,90,83.3
2024,Eastern Asia,ASF,"Hong Kong SAR, China",HKG,Crime and justice,100,100,100,0,-,75,100,100,100,50,100,90,83.3
2024,Eastern Asia,ASF,"Hong Kong SAR, China",HKG,Poverty and income,100,50,100,100,-,87.5,100,100,50,100,100,90,88.9
2024,Eastern Asia,ASF,"Hong Kong SAR, China",HKG,Social statistics subscore,85,80,85,33.3,-,71.8,100,100,75,75,100,90,82
2024,Eastern Asia,ASF,"Hong Kong SAR, China",HKG,National accounts,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Eastern Asia,ASF,"Hong Kong SAR, China",HKG,Labor,100,100,100,50,-,87.5,100,100,100,100,100,100,94.4
2024,Eastern Asia,ASF,"Hong Kong SAR, China",HKG,Price indexes,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Eastern Asia,ASF,"Hong Kong SAR, China",HKG,Government finance,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Eastern Asia,ASF,"Hong Kong SAR, China",HKG,Money and banking,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Eastern Asia,ASF,"Hong Kong SAR, China",HKG,International trade,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Eastern Asia,ASF,"Hong Kong SAR, China",HKG,Balance of payments,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Eastern Asia,ASF,"Hong Kong SAR, China",HKG,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Eastern Asia,ASF,"Hong Kong SAR, China",HKG,Economic and financial statistics subscore,100,100,100,50,-,97.7,100,100,100,100,100,100,99.1
2024,Eastern Asia,ASF,"Hong Kong SAR, China",HKG,Agriculture and land use,100,100,100,0,-,75,100,100,50,50,100,80,77.8
2024,Eastern Asia,ASF,"Hong Kong SAR, China",HKG,Resource use,50,50,50,-,-,50,100,100,100,50,100,90,75
2024,Eastern Asia,ASF,"Hong Kong SAR, China",HKG,Energy,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,Eastern Asia,ASF,"Hong Kong SAR, China",HKG,Pollution,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,Eastern Asia,ASF,"Hong Kong SAR, China",HKG,Built environment,100,50,50,50,-,62.5,100,100,100,50,100,90,77.8
2024,Eastern Asia,ASF,"Hong Kong SAR, China",HKG,Environment subscore,90,80,80,25,-,76.5,100,100,90,50,100,88,83.3
2024,Eastern Asia,ASF,"Hong Kong SAR, China",HKG,All categories,91.7,86.7,88.3,32.7,-,81.1,100,100,88.3,75,100,92.7,87.9
2024,South-Eastern Asia,ASE,Indonesia,IDN,Population and vital statistics,50,50,50,50,0,40,100,100,50,50,100,80,60
2024,South-Eastern Asia,ASE,Indonesia,IDN,Education facilities,50,50,0,50,0,30,50,100,50,50,50,60,45
2024,South-Eastern Asia,ASE,Indonesia,IDN,Education outcomes,50,50,50,50,0,40,100,100,100,50,100,90,65
2024,South-Eastern Asia,ASE,Indonesia,IDN,Health facilities,100,50,50,50,100,70,100,100,50,50,100,80,75
2024,South-Eastern Asia,ASE,Indonesia,IDN,Health outcomes,50,50,50,50,0,40,50,100,50,50,50,60,50
2024,South-Eastern Asia,ASE,Indonesia,IDN,Reproductive health,100,50,50,50,50,60,50,100,50,50,100,70,65
2024,South-Eastern Asia,ASE,Indonesia,IDN,Food security and nutrition,50,0,50,50,-,37.5,100,100,100,50,100,90,66.7
2024,South-Eastern Asia,ASE,Indonesia,IDN,Gender statistics,100,50,50,50,0,50,50,100,50,50,50,60,55
2024,South-Eastern Asia,ASE,Indonesia,IDN,Crime and justice,50,50,50,50,0,40,100,100,50,50,50,70,55
2024,South-Eastern Asia,ASE,Indonesia,IDN,Poverty and income,100,100,100,100,100,100,50,100,50,50,50,60,80
2024,South-Eastern Asia,ASE,Indonesia,IDN,Social statistics subscore,70,50,50,55,27.8,51,75,100,60,50,75,72,61.6
2024,South-Eastern Asia,ASE,Indonesia,IDN,National accounts,100,100,100,100,-,100,100,100,50,50,100,80,88.9
2024,South-Eastern Asia,ASE,Indonesia,IDN,Labor,100,100,100,50,50,80,100,100,100,50,100,90,85
2024,South-Eastern Asia,ASE,Indonesia,IDN,Price indexes,100,100,100,50,-,87.5,100,100,50,50,100,80,83.3
2024,South-Eastern Asia,ASE,Indonesia,IDN,Government finance,100,100,100,0,-,75,100,100,50,50,100,80,77.8
2024,South-Eastern Asia,ASE,Indonesia,IDN,Money and banking,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,South-Eastern Asia,ASE,Indonesia,IDN,International trade,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,South-Eastern Asia,ASE,Indonesia,IDN,Balance of payments,100,100,100,-,-,100,100,100,50,100,0,70,81.2
2024,South-Eastern Asia,ASE,Indonesia,IDN,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,South-Eastern Asia,ASE,Indonesia,IDN,Economic and financial statistics subscore,100,100,100,50,50,90.4,100,100,71.4,57.1,85.7,82.9,86.1
2024,South-Eastern Asia,ASE,Indonesia,IDN,Agriculture and land use,100,100,100,100,0,80,100,100,100,50,100,90,85
2024,South-Eastern Asia,ASE,Indonesia,IDN,Resource use,100,50,100,50,-,75,100,100,100,50,100,90,83.3
2024,South-Eastern Asia,ASE,Indonesia,IDN,Energy,50,50,50,-,-,50,0,100,50,100,0,50,50
2024,South-Eastern Asia,ASE,Indonesia,IDN,Pollution,100,50,100,-,-,83.3,0,100,50,50,50,50,62.5
2024,South-Eastern Asia,ASE,Indonesia,IDN,Built environment,100,100,100,100,50,90,100,100,50,50,100,80,85
2024,South-Eastern Asia,ASE,Indonesia,IDN,Environment subscore,90,70,90,83.3,25,77.5,60,100,70,60,70,72,74.4
2024,South-Eastern Asia,ASE,Indonesia,IDN,All categories,86.7,73.3,80,61.5,29.2,71,78.3,100,67.1,55.7,76.9,75.6,73.5
2024,Eastern Asia,ASF,Japan,JPN,Population and vital statistics,100,50,100,100,50,80,100,100,50,50,100,80,80
2024,Eastern Asia,ASF,Japan,JPN,Education facilities,50,50,50,50,50,50,100,100,50,50,100,80,65
2024,Eastern Asia,ASF,Japan,JPN,Education outcomes,50,50,50,50,50,50,50,100,50,50,100,70,60
2024,Eastern Asia,ASF,Japan,JPN,Health facilities,100,100,100,50,100,90,100,100,50,50,100,80,85
2024,Eastern Asia,ASF,Japan,JPN,Health outcomes,50,50,50,50,0,40,50,100,0,50,100,60,50
2024,Eastern Asia,ASF,Japan,JPN,Reproductive health,100,100,100,50,0,70,50,100,50,50,100,70,70
2024,Eastern Asia,ASF,Japan,JPN,Food security and nutrition,50,50,50,50,-,50,100,100,100,100,100,100,77.8
2024,Eastern Asia,ASF,Japan,JPN,Gender statistics,50,50,50,0,0,30,50,100,50,50,100,70,50
2024,Eastern Asia,ASF,Japan,JPN,Crime and justice,100,100,100,0,0,60,0,100,50,50,100,60,60
2024,Eastern Asia,ASF,Japan,JPN,Poverty and income,100,50,0,0,0,30,100,50,50,50,100,70,50
2024,Eastern Asia,ASF,Japan,JPN,Social statistics subscore,75,65,65,40,27.8,55.1,70,95,50,55,100,74,64.6
2024,Eastern Asia,ASF,Japan,JPN,National accounts,100,100,100,0,-,75,100,100,50,50,100,80,77.8
2024,Eastern Asia,ASF,Japan,JPN,Labor,100,100,100,0,0,60,100,100,100,50,100,90,75
2024,Eastern Asia,ASF,Japan,JPN,Price indexes,100,100,100,50,-,87.5,100,100,100,50,50,80,83.3
2024,Eastern Asia,ASF,Japan,JPN,Government finance,100,100,50,0,-,62.5,100,100,0,50,100,70,66.7
2024,Eastern Asia,ASF,Japan,JPN,Money and banking,100,100,100,-,-,100,100,100,100,50,50,80,87.5
2024,Eastern Asia,ASF,Japan,JPN,International trade,50,50,50,-,-,50,100,100,0,50,100,70,62.5
2024,Eastern Asia,ASF,Japan,JPN,Balance of payments,100,100,100,-,-,100,100,100,100,50,50,80,87.5
2024,Eastern Asia,ASF,Japan,JPN,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Eastern Asia,ASF,Japan,JPN,Economic and financial statistics subscore,92.9,92.9,85.7,12.5,0,75,100,100,64.3,50,78.6,78.6,77
2024,Eastern Asia,ASF,Japan,JPN,Agriculture and land use,100,100,100,100,100,100,100,50,50,50,100,70,85
2024,Eastern Asia,ASF,Japan,JPN,Resource use,100,100,50,50,-,75,100,100,50,50,100,80,77.8
2024,Eastern Asia,ASF,Japan,JPN,Energy,100,50,0,-,-,50,100,100,0,50,100,70,62.5
2024,Eastern Asia,ASF,Japan,JPN,Pollution,100,50,50,-,-,66.7,100,100,50,50,100,80,75
2024,Eastern Asia,ASF,Japan,JPN,Built environment,100,100,50,50,0,60,50,100,50,50,100,70,65
2024,Eastern Asia,ASF,Japan,JPN,Environment subscore,100,80,50,66.7,50,72.5,90,90,40,50,100,74,73.3
2024,Eastern Asia,ASF,Japan,JPN,All categories,89.3,79.3,66.9,40.1,31.2,66.5,86.7,95,51.4,51.7,92.9,75.5,71.4
2024,Eastern Asia,ASF,"Korea, Rep.",KOR,Population and vital statistics,100,100,100,100,50,90,100,100,100,50,100,90,90
2024,Eastern Asia,ASF,"Korea, Rep.",KOR,Education facilities,50,50,50,0,0,30,100,100,100,50,100,90,60
2024,Eastern Asia,ASF,"Korea, Rep.",KOR,Education outcomes,100,50,50,0,0,40,100,100,100,50,100,90,65
2024,Eastern Asia,ASF,"Korea, Rep.",KOR,Health facilities,100,100,100,50,0,70,100,100,100,50,100,90,80
2024,Eastern Asia,ASF,"Korea, Rep.",KOR,Health outcomes,50,50,50,0,0,30,100,100,100,50,100,90,60
2024,Eastern Asia,ASF,"Korea, Rep.",KOR,Reproductive health,100,100,100,50,0,70,100,100,50,50,100,80,75
2024,Eastern Asia,ASF,"Korea, Rep.",KOR,Food security and nutrition,50,50,50,0,-,37.5,100,100,100,50,100,90,66.7
2024,Eastern Asia,ASF,"Korea, Rep.",KOR,Gender statistics,50,50,50,50,0,40,100,100,50,50,100,80,60
2024,Eastern Asia,ASF,"Korea, Rep.",KOR,Crime and justice,50,50,50,0,0,30,100,100,100,50,100,90,60
2024,Eastern Asia,ASF,"Korea, Rep.",KOR,Poverty and income,100,50,50,0,0,40,100,100,50,50,100,80,60
2024,Eastern Asia,ASF,"Korea, Rep.",KOR,Social statistics subscore,75,65,65,25,5.6,48,100,100,85,50,100,87,67.7
2024,Eastern Asia,ASF,"Korea, Rep.",KOR,National accounts,100,100,100,0,-,75,100,100,100,50,100,90,83.3
2024,Eastern Asia,ASF,"Korea, Rep.",KOR,Labor,100,100,100,0,0,60,100,100,100,50,100,90,75
2024,Eastern Asia,ASF,"Korea, Rep.",KOR,Price indexes,100,100,100,0,-,75,100,100,100,50,100,90,83.3
2024,Eastern Asia,ASF,"Korea, Rep.",KOR,Government finance,100,100,100,0,-,75,100,100,100,50,100,90,83.3
2024,Eastern Asia,ASF,"Korea, Rep.",KOR,Money and banking,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,Eastern Asia,ASF,"Korea, Rep.",KOR,International trade,50,50,50,-,-,50,100,100,100,50,100,90,75
2024,Eastern Asia,ASF,"Korea, Rep.",KOR,Balance of payments,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,Eastern Asia,ASF,"Korea, Rep.",KOR,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Eastern Asia,ASF,"Korea, Rep.",KOR,Economic and financial statistics subscore,92.9,92.9,92.9,0,0,75,100,100,100,50,100,90,83.6
2024,Eastern Asia,ASF,"Korea, Rep.",KOR,Agriculture and land use,50,50,50,50,0,40,100,100,100,50,100,90,65
2024,Eastern Asia,ASF,"Korea, Rep.",KOR,Resource use,50,50,50,0,-,37.5,100,100,100,50,100,90,66.7
2024,Eastern Asia,ASF,"Korea, Rep.",KOR,Energy,50,50,50,-,-,50,100,100,100,50,100,90,75
2024,Eastern Asia,ASF,"Korea, Rep.",KOR,Pollution,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,Eastern Asia,ASF,"Korea, Rep.",KOR,Built environment,100,100,100,0,0,60,100,100,50,50,100,80,70
2024,Eastern Asia,ASF,"Korea, Rep.",KOR,Environment subscore,70,70,70,16.7,0,55,100,100,90,50,100,88,73.3
2024,Eastern Asia,ASF,"Korea, Rep.",KOR,All categories,79.3,76,76,16.1,3.5,58.2,100,100,91.7,50,100,88.3,74.5
2024,South-Eastern Asia,ASE,Lao PDR,LAO,Population and vital statistics,50,50,50,50,0,40,100,100,50,50,0,60,50
2024,South-Eastern Asia,ASE,Lao PDR,LAO,Education facilities,0,0,0,0,0,0,100,100,100,50,0,70,35
2024,South-Eastern Asia,ASE,Lao PDR,LAO,Education outcomes,50,50,50,50,0,40,100,100,50,50,0,60,50
2024,South-Eastern Asia,ASE,Lao PDR,LAO,Health facilities,50,50,50,0,0,30,100,100,100,50,0,70,50
2024,South-Eastern Asia,ASE,Lao PDR,LAO,Health outcomes,50,50,50,50,0,40,50,100,50,50,0,50,45
2024,South-Eastern Asia,ASE,Lao PDR,LAO,Reproductive health,100,50,50,50,0,50,50,100,50,50,0,50,50
2024,South-Eastern Asia,ASE,Lao PDR,LAO,Food security and nutrition,100,0,0,0,-,25,100,100,50,50,0,60,44.4
2024,South-Eastern Asia,ASE,Lao PDR,LAO,Gender statistics,50,50,0,0,0,20,50,100,50,50,0,50,35
