FREQ,REF_AREA,INDICATOR,UNIT_MULT,TIME_FORMAT,TIME_PERIOD,OBS_VALUE
Q,CO,NGDP_XDC,6,P3M,2018-Q2,234291318.355306
Q,CO,NGDP_XDC,6,P3M,2018-Q3,248773429.575807
Q,CO,NGDP_XDC,6,P3M,2018-Q4,264270378.520086
Q,CO,NGDP_XDC,6,P3M,2019-Q1,247421850.864262
Q,CO,NGDP_XDC,6,P3M,2019-Q2,252246340.858321
Q,CO,NGDP_XDC,6,P3M,2019-Q3,267255074.226854
Q,CN,NGDP_XDC,6,P3M,2009-Q1,7397920
Q,CN,NGDP_XDC,6,P3M,2009-Q2,8386580
Q,CN,NGDP_XDC,6,P3M,2009-Q3,8984690
Q,CN,NGDP_XDC,6,P3M,2009-Q4,10082580
Q,CN,NGDP_XDC,6,P3M,2010-Q1,8750130
Q,CN,NGDP_XDC,6,P3M,2010-Q2,9934740
Q,CN,NGDP_XDC,6,P3M,2010-Q3,10596370
Q,CN,NGDP_XDC,6,P3M,2010-Q4,11930680
Q,CN,NGDP_XDC,6,P3M,2011-Q1,10446990
Q,CN,NGDP_XDC,6,P3M,2011-Q2,11889590
Q,CN,NGDP_XDC,6,P3M,2011-Q3,12656220
Q,CN,NGDP_XDC,6,P3M,2011-Q4,13801210
Q,CN,NGDP_XDC,6,P3M,2012-Q1,11735760
Q,CN,NGDP_XDC,6,P3M,2012-Q2,13132060
Q,CN,NGDP_XDC,6,P3M,2012-Q3,13808960
Q,CN,NGDP_XDC,6,P3M,2012-Q4,15181200
Q,CN,NGDP_XDC,6,P3M,2013-Q1,12944960
Q,CN,NGDP_XDC,6,P3M,2013-Q2,14351870
Q,CN,NGDP_XDC,6,P3M,2013-Q3,15222270
Q,CN,NGDP_XDC,6,P3M,2013-Q4,16777230
Q,CN,NGDP_XDC,6,P3M,2014-Q1,14027020
Q,CN,NGDP_XDC,6,P3M,2014-Q2,15592230
Q,CN,NGDP_XDC,6,P3M,2014-Q3,16489780
Q,CN,NGDP_XDC,6,P3M,2014-Q4,18019030
Q,CN,NGDP_XDC,6,P3M,2015-Q1,15059380
Q,CN,NGDP_XDC,6,P3M,2015-Q2,16787450
Q,CN,NGDP_XDC,6,P3M,2015-Q3,17580380
Q,CN,NGDP_XDC,6,P3M,2015-Q4,19172080
Q,CN,NGDP_XDC,6,P3M,2016-Q1,16096730
Q,CN,NGDP_XDC,6,P3M,2016-Q2,17987870
Q,CN,NGDP_XDC,6,P3M,2016-Q3,18933760
Q,CN,NGDP_XDC,6,P3M,2016-Q4,20987720
Q,CN,NGDP_XDC,6,P3M,2017-Q1,17940340
Q,CN,NGDP_XDC,6,P3M,2017-Q2,19917780
Q,CN,NGDP_XDC,6,P3M,2017-Q3,20982410
Q,CN,NGDP_XDC,6,P3M,2017-Q4,23234900
Q,CN,NGDP_XDC,6,P3M,2018-Q1,19792000
Q,CN,NGDP_XDC,6,P3M,2018-Q2,21929540
Q,CN,NGDP_XDC,6,P3M,2018-Q3,22949550
Q,CN,NGDP_XDC,6,P3M,2018-Q4,25359860
Q,CN,NGDP_XDC,6,P3M,2019-Q1,21343280
Q,CN,NGDP_XDC,6,P3M,2019-Q2,23750030
Q,CN,NGDP_XDC,6,P3M,2019-Q3,24686510
Q,CZ,NGDP_XDC,6,P3M,2009-Q1,933029
Q,CZ,NGDP_XDC,6,P3M,2009-Q2,982413
Q,CZ,NGDP_XDC,6,P3M,2009-Q3,986656
Q,CZ,NGDP_XDC,6,P3M,2009-Q4,1028311
Q,CZ,NGDP_XDC,6,P3M,2010-Q1,917765
Q,CZ,NGDP_XDC,6,P3M,2010-Q2,1002361
Q,CZ,NGDP_XDC,6,P3M,2010-Q3,1003951
Q,CZ,NGDP_XDC,6,P3M,2010-Q4,1038387
Q,CZ,NGDP_XDC,6,P3M,2011-Q1,935801
Q,CZ,NGDP_XDC,6,P3M,2011-Q2,1015093
Q,CZ,NGDP_XDC,6,P3M,2011-Q3,1020757
Q,CZ,NGDP_XDC,6,P3M,2011-Q4,1062104
Q,CZ,NGDP_XDC,6,P3M,2012-Q1,957466
Q,CZ,NGDP_XDC,6,P3M,2012-Q2,1021068
Q,CZ,NGDP_XDC,6,P3M,2012-Q3,1021043
Q,CZ,NGDP_XDC,6,P3M,2012-Q4,1060335
Q,CZ,NGDP_XDC,6,P3M,2013-Q1,947380
Q,CZ,NGDP_XDC,6,P3M,2013-Q2,1020805
Q,CZ,NGDP_XDC,6,P3M,2013-Q3,1038854
Q,CZ,NGDP_XDC,6,P3M,2013-Q4,1091089
Q,CZ,NGDP_XDC,6,P3M,2014-Q1,990626
Q,CZ,NGDP_XDC,6,P3M,2014-Q2,1076850
Q,CZ,NGDP_XDC,6,P3M,2014-Q3,1107159
Q,CZ,NGDP_XDC,6,P3M,2014-Q4,1139154
Q,CZ,NGDP_XDC,6,P3M,2015-Q1,1058526
Q,CZ,NGDP_XDC,6,P3M,2015-Q2,1155270
Q,CZ,NGDP_XDC,6,P3M,2015-Q3,1175617
Q,CZ,NGDP_XDC,6,P3M,2015-Q4,1206370
Q,CZ,NGDP_XDC,6,P3M,2016-Q1,1108360
Q,CZ,NGDP_XDC,6,P3M,2016-Q2,1208935
Q,CZ,NGDP_XDC,6,P3M,2016-Q3,1209349
Q,CZ,NGDP_XDC,6,P3M,2016-Q4,1241346
Q,CZ,NGDP_XDC,6,P3M,2017-Q1,1158117
Q,CZ,NGDP_XDC,6,P3M,2017-Q2,1267130
Q,CZ,NGDP_XDC,6,P3M,2017-Q3,1287481
Q,CZ,NGDP_XDC,6,P3M,2017-Q4,1334539
Q,CZ,NGDP_XDC,6,P3M,2018-Q1,1229325
Q,CZ,NGDP_XDC,6,P3M,2018-Q2,1332561
Q,CZ,NGDP_XDC,6,P3M,2018-Q3,1351243
Q,CZ,NGDP_XDC,6,P3M,2018-Q4,1410427
Q,CZ,NGDP_XDC,6,P3M,2019-Q1,1306535
Q,CZ,NGDP_XDC,6,P3M,2019-Q2,1412299
Q,CZ,NGDP_XDC,6,P3M,2019-Q3,1445571
Q,CZ,NGDP_XDC,6,P3M,2019-Q4,1488148
Q,EG,NGDP_XDC,6,P3M,2009-Q1,251700
Q,EG,NGDP_XDC,6,P3M,2009-Q2,267600
Q,EG,NGDP_XDC,6,P3M,2009-Q3,311100
Q,EG,NGDP_XDC,6,P3M,2009-Q4,293400
Q,EG,NGDP_XDC,6,P3M,2010-Q1,292400
Q,EG,NGDP_XDC,6,P3M,2010-Q2,309700
Q,EG,NGDP_XDC,6,P3M,2010-Q3,364300
Q,EG,NGDP_XDC,6,P3M,2010-Q4,341100
Q,EG,NGDP_XDC,6,P3M,2011-Q1,316200
Q,EG,NGDP_XDC,6,P3M,2011-Q2,349500
Q,EG,NGDP_XDC,6,P3M,2011-Q3,402100
Q,EG,NGDP_XDC,6,P3M,2011-Q4,393600
Q,EG,NGDP_XDC,6,P3M,2012-Q1,379400
Q,EG,NGDP_XDC,6,P3M,2012-Q2,400400
Q,EG,NGDP_XDC,6,P3M,2012-Q3,445800
Q,EG,NGDP_XDC,6,P3M,2012-Q4,437700
Q,EG,NGDP_XDC,6,P3M,2013-Q1,423600
Q,EG,NGDP_XDC,6,P3M,2013-Q2,446200
Q,EG,NGDP_XDC,6,P3M,2013-Q3,518000
Q,EG,NGDP_XDC,6,P3M,2013-Q4,499300
Q,EE,NGDP_XDC,6,P3M,2009-Q1,3469.9675
Q,EE,NGDP_XDC,6,P3M,2009-Q2,3626.7768
Q,EE,NGDP_XDC,6,P3M,2009-Q3,3492.1098
Q,EE,NGDP_XDC,6,P3M,2009-Q4,3622.9567
Q,EE,NGDP_XDC,6,P3M,2010-Q1,3338.758
Q,EE,NGDP_XDC,6,P3M,2010-Q2,3694.9397
Q,EE,NGDP_XDC,6,P3M,2010-Q3,3830.7292
Q,EE,NGDP_XDC,6,P3M,2010-Q4,3996.2744
Q,EE,NGDP_XDC,6,P3M,2011-Q1,3806.8886
Q,EE,NGDP_XDC,6,P3M,2011-Q2,4253.4327
Q,EE,NGDP_XDC,6,P3M,2011-Q3,4345.2319
Q,EE,NGDP_XDC,6,P3M,2011-Q4,4421.2663
Q,EE,NGDP_XDC,6,P3M,2012-Q1,4133.8592
Q,EE,NGDP_XDC,6,P3M,2012-Q2,4581.3263
Q,EE,NGDP_XDC,6,P3M,2012-Q3,4629.956
Q,EE,NGDP_XDC,6,P3M,2012-Q4,4705.5956
Q,EE,NGDP_XDC,6,P3M,2013-Q1,4451.0777
Q,EE,NGDP_XDC,6,P3M,2013-Q2,4831.7609
Q,EE,NGDP_XDC,6,P3M,2013-Q3,4868.9393
Q,EE,NGDP_XDC,6,P3M,2013-Q4,4881.6145
Q,EE,NGDP_XDC,6,P3M,2014-Q1,4660.4676
Q,EE,NGDP_XDC,6,P3M,2014-Q2,5107.6818
Q,EE,NGDP_XDC,6,P3M,2014-Q3,5098.2367
Q,EE,NGDP_XDC,6,P3M,2014-Q4,5313.6035
Q,EE,NGDP_XDC,6,P3M,2015-Q1,4767.0211
Q,EE,NGDP_XDC,6,P3M,2015-Q2,5280.9073
Q,EE,NGDP_XDC,6,P3M,2015-Q3,5295.3889
Q,EE,NGDP_XDC,6,P3M,2015-Q4,5438.8977
Q,EE,NGDP_XDC,6,P3M,2016-Q1,5020.3405
Q,EE,NGDP_XDC,6,P3M,2016-Q2,5431.7229
Q,EE,NGDP_XDC,6,P3M,2016-Q3,5457.2097
Q,EE,NGDP_XDC,6,P3M,2016-Q4,5784.362
Q,EE,NGDP_XDC,6,P3M,2017-Q1,5436.9382
Q,EE,NGDP_XDC,6,P3M,2017-Q2,6044.8393
Q,EE,NGDP_XDC,6,P3M,2017-Q3,5952.4425
Q,EE,NGDP_XDC,6,P3M,2017-Q4,6341.6042
Q,EE,NGDP_XDC,6,P3M,2018-Q1,5929.7111
Q,EE,NGDP_XDC,6,P3M,2018-Q2,6586.1076
Q,EE,NGDP_XDC,6,P3M,2018-Q3,6537.6061
Q,EE,NGDP_XDC,6,P3M,2018-Q4,6982.4292
Q,EE,NGDP_XDC,6,P3M,2019-Q1,6475.5005
Q,EE,NGDP_XDC,6,P3M,2019-Q2,7123.9054
Q,EE,NGDP_XDC,6,P3M,2019-Q3,7045.2441
Q,EE,NGDP_XDC,6,P3M,2019-Q4,7392.5672
Q,CY,NGDP_XDC,6,P3M,2009-Q1,4485.4
Q,CY,NGDP_XDC,6,P3M,2009-Q2,4686.4
Q,CY,NGDP_XDC,6,P3M,2009-Q3,4721.9
Q,CY,NGDP_XDC,6,P3M,2009-Q4,4781.8
Q,CY,NGDP_XDC,6,P3M,2010-Q1,4627.8
Q,CY,NGDP_XDC,6,P3M,2010-Q2,4861.5
Q,CY,NGDP_XDC,6,P3M,2010-Q3,4950.8
Q,CY,NGDP_XDC,6,P3M,2010-Q4,4969.8
Q,CY,NGDP_XDC,6,P3M,2011-Q1,4744.5
Q,CY,NGDP_XDC,6,P3M,2011-Q2,5007.3
Q,CY,NGDP_XDC,6,P3M,2011-Q3,4992.9
Q,CY,NGDP_XDC,6,P3M,2011-Q4,5058.3
Q,CY,NGDP_XDC,6,P3M,2012-Q1,4714
Q,CY,NGDP_XDC,6,P3M,2012-Q2,4905.3
Q,CY,NGDP_XDC,6,P3M,2012-Q3,4931.1
Q,CY,NGDP_XDC,6,P3M,2012-Q4,4890.3
Q,CY,NGDP_XDC,6,P3M,2013-Q1,4309.5
Q,CY,NGDP_XDC,6,P3M,2013-Q2,4644.9
Q,CY,NGDP_XDC,6,P3M,2013-Q3,4590.8
Q,CY,NGDP_XDC,6,P3M,2013-Q4,4449.8
Q,CY,NGDP_XDC,6,P3M,2014-Q1,4175.9
Q,CY,NGDP_XDC,6,P3M,2014-Q2,4405.3
Q,CY,NGDP_XDC,6,P3M,2014-Q3,4488.4
Q,CY,NGDP_XDC,6,P3M,2014-Q4,4338.9
Q,CY,NGDP_XDC,6,P3M,2015-Q1,4194
Q,CY,NGDP_XDC,6,P3M,2015-Q2,4491.3
Q,CY,NGDP_XDC,6,P3M,2015-Q3,4573.7
Q,CY,NGDP_XDC,6,P3M,2015-Q4,4568
Q,CY,NGDP_XDC,6,P3M,2016-Q1,4382
Q,CY,NGDP_XDC,6,P3M,2016-Q2,4717.3
Q,CY,NGDP_XDC,6,P3M,2016-Q3,4872.4
Q,CY,NGDP_XDC,6,P3M,2016-Q4,4901.2
Q,CY,NGDP_XDC,6,P3M,2017-Q1,4679.4
Q,CY,NGDP_XDC,6,P3M,2017-Q2,5041
Q,CY,NGDP_XDC,6,P3M,2017-Q3,5184.9
Q,CY,NGDP_XDC,6,P3M,2017-Q4,5134.5
Q,CY,NGDP_XDC,6,P3M,2018-Q1,4974.9
Q,CY,NGDP_XDC,6,P3M,2018-Q2,5446.5
Q,CY,NGDP_XDC,6,P3M,2018-Q3,5415.9
Q,CY,NGDP_XDC,6,P3M,2018-Q4,5300.5
Q,CY,NGDP_XDC,6,P3M,2019-Q1,5172.4
Q,CY,NGDP_XDC,6,P3M,2019-Q2,5605.9
Q,CY,NGDP_XDC,6,P3M,2019-Q3,5695.7
Q,CY,NGDP_XDC,6,P3M,2019-Q4,5469.6
Q,FR,NGDP_XDC,6,P3M,2009-Q1,479521
Q,FR,NGDP_XDC,6,P3M,2009-Q2,483940
Q,FR,NGDP_XDC,6,P3M,2009-Q3,473587
Q,FR,NGDP_XDC,6,P3M,2009-Q4,499387
Q,FR,NGDP_XDC,6,P3M,2010-Q1,486898
Q,FR,NGDP_XDC,6,P3M,2010-Q2,499692
Q,FR,NGDP_XDC,6,P3M,2010-Q3,492129
Q,FR,NGDP_XDC,6,P3M,2010-Q4,516570
Q,FR,NGDP_XDC,6,P3M,2011-Q1,508016
Q,FR,NGDP_XDC,6,P3M,2011-Q2,516923
Q,FR,NGDP_XDC,6,P3M,2011-Q3,504950
Q,FR,NGDP_XDC,6,P3M,2011-Q4,528479
Q,FR,NGDP_XDC,6,P3M,2012-Q1,518208
Q,FR,NGDP_XDC,6,P3M,2012-Q2,522856
Q,FR,NGDP_XDC,6,P3M,2012-Q3,512484
Q,FR,NGDP_XDC,6,P3M,2012-Q4,535256
Q,FR,NGDP_XDC,6,P3M,2013-Q1,520979
Q,FR,NGDP_XDC,6,P3M,2013-Q2,531365
Q,FR,NGDP_XDC,6,P3M,2013-Q3,520895
Q,FR,NGDP_XDC,6,P3M,2013-Q4,543949
Q,FR,NGDP_XDC,6,P3M,2014-Q1,530220
Q,FR,NGDP_XDC,6,P3M,2014-Q2,536920
Q,FR,NGDP_XDC,6,P3M,2014-Q3,529416
Q,FR,NGDP_XDC,6,P3M,2014-Q4,553209
Q,FR,NGDP_XDC,6,P3M,2015-Q1,541965
Q,FR,NGDP_XDC,6,P3M,2015-Q2,548966
Q,FR,NGDP_XDC,6,P3M,2015-Q3,541219
Q,FR,NGDP_XDC,6,P3M,2015-Q4,566282
Q,FR,NGDP_XDC,6,P3M,2016-Q1,554145
Q,FR,NGDP_XDC,6,P3M,2016-Q2,560911
Q,FR,NGDP_XDC,6,P3M,2016-Q3,546414
Q,FR,NGDP_XDC,6,P3M,2016-Q4,572659
Q,FR,NGDP_XDC,6,P3M,2017-Q1,565015
Q,FR,NGDP_XDC,6,P3M,2017-Q2,573605
Q,FR,NGDP_XDC,6,P3M,2017-Q3,563740
Q,FR,NGDP_XDC,6,P3M,2017-Q4,592705
Q,FR,NGDP_XDC,6,P3M,2018-Q1,580563
Q,FR,NGDP_XDC,6,P3M,2018-Q2,586876
Q,FR,NGDP_XDC,6,P3M,2018-Q3,578130
Q,FR,NGDP_XDC,6,P3M,2018-Q4,607664
Q,FR,NGDP_XDC,6,P3M,2019-Q1,594523
Q,FR,NGDP_XDC,6,P3M,2019-Q2,604687
Q,FR,NGDP_XDC,6,P3M,2019-Q3,597198
Q,FR,NGDP_XDC,6,P3M,2019-Q4,622375
Q,FI,NGDP_XDC,6,P3M,2009-Q1,43651
Q,FI,NGDP_XDC,6,P3M,2009-Q2,45584
Q,FI,NGDP_XDC,6,P3M,2009-Q3,44995
Q,FI,NGDP_XDC,6,P3M,2009-Q4,47517
Q,FI,NGDP_XDC,6,P3M,2010-Q1,43738
Q,FI,NGDP_XDC,6,P3M,2010-Q2,47457
Q,FI,NGDP_XDC,6,P3M,2010-Q3,46418
Q,FI,NGDP_XDC,6,P3M,2010-Q4,50530
Q,FI,NGDP_XDC,6,P3M,2011-Q1,47061
Q,FI,NGDP_XDC,6,P3M,2011-Q2,49801
Q,FI,NGDP_XDC,6,P3M,2011-Q3,49159
Q,FI,NGDP_XDC,6,P3M,2011-Q4,51977
Q,FI,NGDP_XDC,6,P3M,2012-Q1,48738
Q,FI,NGDP_XDC,6,P3M,2012-Q2,50553
Q,FI,NGDP_XDC,6,P3M,2012-Q3,49600
Q,FI,NGDP_XDC,6,P3M,2012-Q4,52146
Q,FI,NGDP_XDC,6,P3M,2013-Q1,48464
Q,FI,NGDP_XDC,6,P3M,2013-Q2,51652
Q,FI,NGDP_XDC,6,P3M,2013-Q3,50880
Q,FI,NGDP_XDC,6,P3M,2013-Q4,53325
Q,FI,NGDP_XDC,6,P3M,2014-Q1,49253
Q,FI,NGDP_XDC,6,P3M,2014-Q2,52112
Q,FI,NGDP_XDC,6,P3M,2014-Q3,51506
Q,FI,NGDP_XDC,6,P3M,2014-Q4,54026
Q,FI,NGDP_XDC,6,P3M,2015-Q1,49922
Q,FI,NGDP_XDC,6,P3M,2015-Q2,53476
Q,FI,NGDP_XDC,6,P3M,2015-Q3,52524
Q,FI,NGDP_XDC,6,P3M,2015-Q4,55463
Q,FI,NGDP_XDC,6,P3M,2016-Q1,51438
Q,FI,NGDP_XDC,6,P3M,2016-Q2,54906
Q,FI,NGDP_XDC,6,P3M,2016-Q3,54169
Q,FI,NGDP_XDC,6,P3M,2016-Q4,57005
Q,FI,NGDP_XDC,6,P3M,2017-Q1,53732
Q,FI,NGDP_XDC,6,P3M,2017-Q2,56849
Q,FI,NGDP_XDC,6,P3M,2017-Q3,55887
Q,FI,NGDP_XDC,6,P3M,2017-Q4,59368
Q,FI,NGDP_XDC,6,P3M,2018-Q1,55671
Q,FI,NGDP_XDC,6,P3M,2018-Q2,59020
Q,FI,NGDP_XDC,6,P3M,2018-Q3,57825
Q,FI,NGDP_XDC,6,P3M,2018-Q4,61103
Q,FI,NGDP_XDC,6,P3M,2019-Q1,57129
Q,FI,NGDP_XDC,6,P3M,2019-Q2,60845
Q,FI,NGDP_XDC,6,P3M,2019-Q3,59776
Q,FI,NGDP_XDC,6,P3M,2019-Q4,62328
Q,EC,NGDP_XDC,6,P3M,2009-Q1,15022.003
Q,EC,NGDP_XDC,6,P3M,2009-Q2,15588.869
Q,EC,NGDP_XDC,6,P3M,2009-Q3,15779.977
Q,EC,NGDP_XDC,6,P3M,2009-Q4,16128.837
Q,EC,NGDP_XDC,6,P3M,2010-Q1,16762.628
Q,EC,NGDP_XDC,6,P3M,2010-Q2,17070.795
Q,EC,NGDP_XDC,6,P3M,2010-Q3,17429.358
Q,EC,NGDP_XDC,6,P3M,2010-Q4,18292.586
Q,EC,NGDP_XDC,6,P3M,2011-Q1,18922.955
Q,EC,NGDP_XDC,6,P3M,2011-Q2,19728.114
Q,EC,NGDP_XDC,6,P3M,2011-Q3,19968.47
Q,EC,NGDP_XDC,6,P3M,2011-Q4,20657.125
Q,EC,NGDP_XDC,6,P3M,2012-Q1,21622.937
Q,EC,NGDP_XDC,6,P3M,2012-Q2,21908.844
Q,EC,NGDP_XDC,6,P3M,2012-Q3,22106.937
Q,EC,NGDP_XDC,6,P3M,2012-Q4,22285.826
Q,EC,NGDP_XDC,6,P3M,2013-Q1,23019.786
Q,EC,NGDP_XDC,6,P3M,2013-Q2,23441.324
Q,EC,NGDP_XDC,6,P3M,2013-Q3,24238.576
Q,EC,NGDP_XDC,6,P3M,2013-Q4,24429.973
Q,EC,NGDP_XDC,6,P3M,2014-Q1,24831.492
Q,EC,NGDP_XDC,6,P3M,2014-Q2,25543.28
Q,EC,NGDP_XDC,6,P3M,2014-Q3,25942.914
Q,EC,NGDP_XDC,6,P3M,2014-Q4,25408.645
Q,EC,NGDP_XDC,6,P3M,2015-Q1,25052.739
Q,EC,NGDP_XDC,6,P3M,2015-Q2,25086.195
Q,EC,NGDP_XDC,6,P3M,2015-Q3,24779.738
Q,EC,NGDP_XDC,6,P3M,2015-Q4,24371.709
Q,EC,NGDP_XDC,6,P3M,2016-Q1,24913.573
Q,EC,NGDP_XDC,6,P3M,2016-Q2,24926.186
Q,EC,NGDP_XDC,6,P3M,2016-Q3,24910.741
Q,EC,NGDP_XDC,6,P3M,2016-Q4,25187.196
Q,EC,NGDP_XDC,6,P3M,2017-Q1,26000.261
Q,EC,NGDP_XDC,6,P3M,2017-Q2,25993.55
Q,EC,NGDP_XDC,6,P3M,2017-Q3,25960.907
Q,EC,NGDP_XDC,6,P3M,2017-Q4,26341.144
Q,EC,NGDP_XDC,6,P3M,2018-Q1,26893.748
Q,EC,NGDP_XDC,6,P3M,2018-Q2,26767.539
Q,EC,NGDP_XDC,6,P3M,2018-Q3,27267.486
Q,EC,NGDP_XDC,6,P3M,2018-Q4,27469.285
Q,EC,NGDP_XDC,6,P3M,2019-Q1,27244.803
Q,SV,NGDP_XDC,6,P3M,2009-Q1,4225.98
Q,SV,NGDP_XDC,6,P3M,2009-Q2,4435
Q,SV,NGDP_XDC,6,P3M,2009-Q3,4313.62
Q,SV,NGDP_XDC,6,P3M,2009-Q4,4627.04
Q,SV,NGDP_XDC,6,P3M,2010-Q1,4376.33
Q,SV,NGDP_XDC,6,P3M,2010-Q2,4582.65
Q,SV,NGDP_XDC,6,P3M,2010-Q3,4499.16
Q,SV,NGDP_XDC,6,P3M,2010-Q4,4989.78
Q,SV,NGDP_XDC,6,P3M,2011-Q1,4734.26
Q,SV,NGDP_XDC,6,P3M,2011-Q2,5164.77
Q,SV,NGDP_XDC,6,P3M,2011-Q3,5029.72
Q,SV,NGDP_XDC,6,P3M,2011-Q4,5355.02
Q,SV,NGDP_XDC,6,P3M,2012-Q1,5171.58
Q,SV,NGDP_XDC,6,P3M,2012-Q2,5399.11
Q,SV,NGDP_XDC,6,P3M,2012-Q3,5228.93
Q,SV,NGDP_XDC,6,P3M,2012-Q4,5586.54
Q,SV,NGDP_XDC,6,P3M,2013-Q1,5205.96
Q,SV,NGDP_XDC,6,P3M,2013-Q2,5549.64
Q,SV,NGDP_XDC,6,P3M,2013-Q3,5431.23
Q,SV,NGDP_XDC,6,P3M,2013-Q4,5804.12
Q,SV,NGDP_XDC,6,P3M,2014-Q1,5430.25
Q,SV,NGDP_XDC,6,P3M,2014-Q2,5703.4
Q,SV,NGDP_XDC,6,P3M,2014-Q3,5593.39
Q,SV,NGDP_XDC,6,P3M,2014-Q4,5866.41
Q,SV,NGDP_XDC,6,P3M,2015-Q1,5614.53
Q,SV,NGDP_XDC,6,P3M,2015-Q2,5868.1
Q,SV,NGDP_XDC,6,P3M,2015-Q3,5840.81
Q,SV,NGDP_XDC,6,P3M,2015-Q4,6114.79
Q,SV,NGDP_XDC,6,P3M,2016-Q1,5682.64
Q,SV,NGDP_XDC,6,P3M,2016-Q2,6143.9
Q,SV,NGDP_XDC,6,P3M,2016-Q3,5959.16
Q,SV,NGDP_XDC,6,P3M,2016-Q4,6368.39
Q,SV,NGDP_XDC,6,P3M,2017-Q1,5923.07
Q,SV,NGDP_XDC,6,P3M,2017-Q2,6229.53
Q,SV,NGDP_XDC,6,P3M,2017-Q3,6151.62
Q,SV,NGDP_XDC,6,P3M,2017-Q4,6623.75
Q,SV,NGDP_XDC,6,P3M,2018-Q1,6175.47
Q,SV,NGDP_XDC,6,P3M,2018-Q2,6527.61
Q,SV,NGDP_XDC,6,P3M,2018-Q3,6450
Q,SV,NGDP_XDC,6,P3M,2018-Q4,6903.88
Q,GR,NGDP_XDC,6,P3M,2009-Q1,53385.956342
Q,GR,NGDP_XDC,6,P3M,2009-Q2,60220.45513
Q,GR,NGDP_XDC,6,P3M,2009-Q3,61255.105807
Q,GR,NGDP_XDC,6,P3M,2009-Q4,62672.664178
Q,GR,NGDP_XDC,6,P3M,2010-Q1,54252.720783
Q,GR,NGDP_XDC,6,P3M,2010-Q2,57353.099176
Q,GR,NGDP_XDC,6,P3M,2010-Q3,57630.002708
Q,GR,NGDP_XDC,6,P3M,2010-Q4,56795.624539
Q,GR,NGDP_XDC,6,P3M,2011-Q1,48813.792978
Q,GR,NGDP_XDC,6,P3M,2011-Q2,53066.74663
Q,GR,NGDP_XDC,6,P3M,2011-Q3,53779.054638
Q,GR,NGDP_XDC,6,P3M,2011-Q4,51369.281093
Q,GR,NGDP_XDC,6,P3M,2012-Q1,45124.835528
Q,GR,NGDP_XDC,6,P3M,2012-Q2,48329.650327
Q,GR,NGDP_XDC,6,P3M,2012-Q3,49747.483895
Q,GR,NGDP_XDC,6,P3M,2012-Q4,48001.938184
Q,GR,NGDP_XDC,6,P3M,2013-Q1,42277.422593
Q,GR,NGDP_XDC,6,P3M,2013-Q2,45866.211685
Q,GR,NGDP_XDC,6,P3M,2013-Q3,47731.889026
Q,GR,NGDP_XDC,6,P3M,2013-Q4,44778.75295
Q,GR,NGDP_XDC,6,P3M,2014-Q1,40831.989281
Q,GR,NGDP_XDC,6,P3M,2014-Q2,44595.250954
Q,GR,NGDP_XDC,6,P3M,2014-Q3,48115.275911
Q,GR,NGDP_XDC,6,P3M,2014-Q4,45113.963288
Q,GR,NGDP_XDC,6,P3M,2015-Q1,40716.301319
Q,GR,NGDP_XDC,6,P3M,2015-Q2,44697.347377
Q,GR,NGDP_XDC,6,P3M,2015-Q3,46710.013717
Q,GR,NGDP_XDC,6,P3M,2015-Q4,45134.693513
Q,GR,NGDP_XDC,6,P3M,2016-Q1,40225.578039
Q,GR,NGDP_XDC,6,P3M,2016-Q2,44678.667002
Q,GR,NGDP_XDC,6,P3M,2016-Q3,47031.965
Q,GR,NGDP_XDC,6,P3M,2016-Q4,44551.736635
Q,GR,NGDP_XDC,6,P3M,2017-Q1,40813.028759
Q,GR,NGDP_XDC,6,P3M,2017-Q2,45424.465437
Q,GR,NGDP_XDC,6,P3M,2017-Q3,48497.471878
Q,GR,NGDP_XDC,6,P3M,2017-Q4,45482.628504
Q,GR,NGDP_XDC,6,P3M,2018-Q1,41925.582438
Q,GR,NGDP_XDC,6,P3M,2018-Q2,46287.187175
Q,GR,NGDP_XDC,6,P3M,2018-Q3,50073.837786
Q,GR,NGDP_XDC,6,P3M,2018-Q4,46426.999805
Q,GR,NGDP_XDC,6,P3M,2019-Q1,42592.041495
Q,GR,NGDP_XDC,6,P3M,2019-Q2,47787.039068
Q,GR,NGDP_XDC,6,P3M,2019-Q3,50924.64268
Q,GR,NGDP_XDC,6,P3M,2019-Q4,46152.766085
Q,HR,NGDP_XDC,6,P3M,2009-Q1,76119.370762
Q,HR,NGDP_XDC,6,P3M,2009-Q2,84126.773401
Q,HR,NGDP_XDC,6,P3M,2009-Q3,88352.744752
Q,HR,NGDP_XDC,6,P3M,2009-Q4,82171.864032
Q,HR,NGDP_XDC,6,P3M,2010-Q1,75069.942219
Q,HR,NGDP_XDC,6,P3M,2010-Q2,82201.981688
Q,HR,NGDP_XDC,6,P3M,2010-Q3,89920.240465
Q,HR,NGDP_XDC,6,P3M,2010-Q4,81631.999269
Q,HR,NGDP_XDC,6,P3M,2011-Q1,74841.556093
Q,HR,NGDP_XDC,6,P3M,2011-Q2,84352.897641
Q,HR,NGDP_XDC,6,P3M,2011-Q3,91271.056352
Q,HR,NGDP_XDC,6,P3M,2011-Q4,82749.29281
Q,HR,NGDP_XDC,6,P3M,2012-Q1,74603.353908
