country,year,document,language,name,SDG,freq_of_terms,freq_of_numbers
Lesotho,2019,VNR_Lesotho2019.pdf,en,VNR_Lesotho2019.pdf,SDG 5,54,0.42592592592592593
Lesotho,2019,VNR_Lesotho2019.pdf,en,VNR_Lesotho2019.pdf,SDG 8,101,0.6237623762376238
Lesotho,2019,VNR_Lesotho2019.pdf,en,VNR_Lesotho2019.pdf,SDG 9,71,0.5492957746478874
Liberia,2020,VNR_Liberia2020.pdf,en,VNR_Liberia2020.pdf,SDG 1,64,0.515625
Liberia,2020,VNR_Liberia2020.pdf,en,VNR_Liberia2020.pdf,SDG 10,3,0.3333333333333333
Liberia,2020,VNR_Liberia2020.pdf,en,VNR_Liberia2020.pdf,SDG 11,13,0.6153846153846154
Liberia,2020,VNR_Liberia2020.pdf,en,VNR_Liberia2020.pdf,SDG 12,7,0.2857142857142857
Liberia,2020,VNR_Liberia2020.pdf,en,VNR_Liberia2020.pdf,SDG 13,59,0.3559322033898305
Liberia,2020,VNR_Liberia2020.pdf,en,VNR_Liberia2020.pdf,SDG 14,1,1
Liberia,2020,VNR_Liberia2020.pdf,en,VNR_Liberia2020.pdf,SDG 16,122,0.36885245901639346
Liberia,2020,VNR_Liberia2020.pdf,en,VNR_Liberia2020.pdf,SDG 17,105,0.4
Liberia,2020,VNR_Liberia2020.pdf,en,VNR_Liberia2020.pdf,SDG 2,39,0.6153846153846154
Liberia,2020,VNR_Liberia2020.pdf,en,VNR_Liberia2020.pdf,SDG 3,118,0.5423728813559322
Liberia,2020,VNR_Liberia2020.pdf,en,VNR_Liberia2020.pdf,SDG 4,121,0.5867768595041323
Liberia,2020,VNR_Liberia2020.pdf,en,VNR_Liberia2020.pdf,SDG 5,77,0.4805194805194805
Liberia,2020,VNR_Liberia2020.pdf,en,VNR_Liberia2020.pdf,SDG 6,25,0.56
Liberia,2020,VNR_Liberia2020.pdf,en,VNR_Liberia2020.pdf,SDG 7,2,1
Liberia,2020,VNR_Liberia2020.pdf,en,VNR_Liberia2020.pdf,SDG 8,87,0.4827586206896552
Liberia,2020,VNR_Liberia2020.pdf,en,VNR_Liberia2020.pdf,SDG 9,173,0.3236994219653179
Lithuania,2018,VNR_Lithuania2018.pdf,en,VNR_Lithuania2018.pdf,SDG 1,60,0.5666666666666667
Lithuania,2018,VNR_Lithuania2018.pdf,en,VNR_Lithuania2018.pdf,SDG 10,8,0.25
Lithuania,2018,VNR_Lithuania2018.pdf,en,VNR_Lithuania2018.pdf,SDG 11,3,0.3333333333333333
Lithuania,2018,VNR_Lithuania2018.pdf,en,VNR_Lithuania2018.pdf,SDG 12,1,1
Lithuania,2018,VNR_Lithuania2018.pdf,en,VNR_Lithuania2018.pdf,SDG 13,74,0.3108108108108108
Lithuania,2018,VNR_Lithuania2018.pdf,en,VNR_Lithuania2018.pdf,SDG 14,2,0.5
Lithuania,2018,VNR_Lithuania2018.pdf,en,VNR_Lithuania2018.pdf,SDG 15,6,0.6666666666666666
Lithuania,2018,VNR_Lithuania2018.pdf,en,VNR_Lithuania2018.pdf,SDG 16,24,0.375
Lithuania,2018,VNR_Lithuania2018.pdf,en,VNR_Lithuania2018.pdf,SDG 17,22,0.3181818181818182
Lithuania,2018,VNR_Lithuania2018.pdf,en,VNR_Lithuania2018.pdf,SDG 2,4,0.5
Lithuania,2018,VNR_Lithuania2018.pdf,en,VNR_Lithuania2018.pdf,SDG 3,77,0.2727272727272727
Lithuania,2018,VNR_Lithuania2018.pdf,en,VNR_Lithuania2018.pdf,SDG 4,84,0.5952380952380952
Lithuania,2018,VNR_Lithuania2018.pdf,en,VNR_Lithuania2018.pdf,SDG 5,20,0.3
Lithuania,2018,VNR_Lithuania2018.pdf,en,VNR_Lithuania2018.pdf,SDG 6,19,0.42105263157894735
Lithuania,2018,VNR_Lithuania2018.pdf,en,VNR_Lithuania2018.pdf,SDG 7,7,0.14285714285714285
Lithuania,2018,VNR_Lithuania2018.pdf,en,VNR_Lithuania2018.pdf,SDG 8,50,0.68
Lithuania,2018,VNR_Lithuania2018.pdf,en,VNR_Lithuania2018.pdf,SDG 9,109,0.3761467889908257
Luxembourg,2017,VNR_Luxembourg2017.pdf,fr,VNR_Luxembourg2017.pdf,SDG 1,14,0.5714285714285714
Luxembourg,2017,VNR_Luxembourg2017.pdf,fr,VNR_Luxembourg2017.pdf,SDG 10,4,0.25
Luxembourg,2017,VNR_Luxembourg2017.pdf,fr,VNR_Luxembourg2017.pdf,SDG 11,5,0.4
Luxembourg,2017,VNR_Luxembourg2017.pdf,fr,VNR_Luxembourg2017.pdf,SDG 12,1,1
Luxembourg,2017,VNR_Luxembourg2017.pdf,fr,VNR_Luxembourg2017.pdf,SDG 13,21,0.38095238095238093
Luxembourg,2017,VNR_Luxembourg2017.pdf,fr,VNR_Luxembourg2017.pdf,SDG 16,11,0.5454545454545454
Luxembourg,2017,VNR_Luxembourg2017.pdf,fr,VNR_Luxembourg2017.pdf,SDG 17,23,0.2608695652173913
Luxembourg,2017,VNR_Luxembourg2017.pdf,fr,VNR_Luxembourg2017.pdf,SDG 2,2,0.5
Luxembourg,2017,VNR_Luxembourg2017.pdf,fr,VNR_Luxembourg2017.pdf,SDG 3,9,0.6666666666666666
Luxembourg,2017,VNR_Luxembourg2017.pdf,fr,VNR_Luxembourg2017.pdf,SDG 4,30,0.36666666666666664
Luxembourg,2017,VNR_Luxembourg2017.pdf,fr,VNR_Luxembourg2017.pdf,SDG 8,16,0.8125
Luxembourg,2017,VNR_Luxembourg2017.pdf,fr,VNR_Luxembourg2017.pdf,SDG 9,50,0.24
Madagascar,2016,VNR_Madagascar2016.pdf,,VNR_Madagascar2016.pdf,SDG 1,14,0.07142857142857142
Madagascar,2016,VNR_Madagascar2016.pdf,,VNR_Madagascar2016.pdf,SDG 11,1,1
Madagascar,2016,VNR_Madagascar2016.pdf,,VNR_Madagascar2016.pdf,SDG 13,12,0.08333333333333333
Madagascar,2016,VNR_Madagascar2016.pdf,,VNR_Madagascar2016.pdf,SDG 16,17,0.35294117647058826
Madagascar,2016,VNR_Madagascar2016.pdf,,VNR_Madagascar2016.pdf,SDG 17,6,0.6666666666666666
Madagascar,2016,VNR_Madagascar2016.pdf,,VNR_Madagascar2016.pdf,SDG 3,9,0.4444444444444444
Madagascar,2016,VNR_Madagascar2016.pdf,,VNR_Madagascar2016.pdf,SDG 4,20,0.3
Madagascar,2016,VNR_Madagascar2016.pdf,,VNR_Madagascar2016.pdf,SDG 8,3,0.3333333333333333
Madagascar,2016,VNR_Madagascar2016.pdf,,VNR_Madagascar2016.pdf,SDG 9,6,0.16666666666666666
Malawi,2020,VNR_Malawi2020.pdf,en,VNR_Malawi2020.pdf,SDG 1,36,0.6666666666666666
Malawi,2020,VNR_Malawi2020.pdf,en,VNR_Malawi2020.pdf,SDG 10,2,1
Malawi,2020,VNR_Malawi2020.pdf,en,VNR_Malawi2020.pdf,SDG 11,8,0.75
Malawi,2020,VNR_Malawi2020.pdf,en,VNR_Malawi2020.pdf,SDG 12,1,0
Malawi,2020,VNR_Malawi2020.pdf,en,VNR_Malawi2020.pdf,SDG 13,54,0.37037037037037035
Malawi,2020,VNR_Malawi2020.pdf,en,VNR_Malawi2020.pdf,SDG 14,2,0
Malawi,2020,VNR_Malawi2020.pdf,en,VNR_Malawi2020.pdf,SDG 15,2,1
Malawi,2020,VNR_Malawi2020.pdf,en,VNR_Malawi2020.pdf,SDG 16,41,0.3902439024390244
Malawi,2020,VNR_Malawi2020.pdf,en,VNR_Malawi2020.pdf,SDG 17,55,0.4
Malawi,2020,VNR_Malawi2020.pdf,en,VNR_Malawi2020.pdf,SDG 2,9,0.8888888888888888
Malawi,2020,VNR_Malawi2020.pdf,en,VNR_Malawi2020.pdf,SDG 3,49,0.46938775510204084
Malawi,2020,VNR_Malawi2020.pdf,en,VNR_Malawi2020.pdf,SDG 4,44,0.36363636363636365
Malawi,2020,VNR_Malawi2020.pdf,en,VNR_Malawi2020.pdf,SDG 5,47,0.5531914893617021
Malawi,2020,VNR_Malawi2020.pdf,en,VNR_Malawi2020.pdf,SDG 6,6,0.8333333333333334
Malawi,2020,VNR_Malawi2020.pdf,en,VNR_Malawi2020.pdf,SDG 8,43,0.5581395348837209
Malawi,2020,VNR_Malawi2020.pdf,en,VNR_Malawi2020.pdf,SDG 9,75,0.4
Malaysia,2017,VNR_Malaysia2017.pdf,en,VNR_Malaysia2017.pdf,SDG 1,30,0.6
Malaysia,2017,VNR_Malaysia2017.pdf,en,VNR_Malaysia2017.pdf,SDG 10,4,1
Malaysia,2017,VNR_Malaysia2017.pdf,en,VNR_Malaysia2017.pdf,SDG 11,3,0
Malaysia,2017,VNR_Malaysia2017.pdf,en,VNR_Malaysia2017.pdf,SDG 12,2,1
Malaysia,2017,VNR_Malaysia2017.pdf,en,VNR_Malaysia2017.pdf,SDG 13,45,0.6
Malaysia,2017,VNR_Malaysia2017.pdf,en,VNR_Malaysia2017.pdf,SDG 14,2,1
Malaysia,2017,VNR_Malaysia2017.pdf,en,VNR_Malaysia2017.pdf,SDG 15,3,1
Malaysia,2017,VNR_Malaysia2017.pdf,en,VNR_Malaysia2017.pdf,SDG 16,14,0.5
Malaysia,2017,VNR_Malaysia2017.pdf,en,VNR_Malaysia2017.pdf,SDG 17,25,0.52
Malaysia,2017,VNR_Malaysia2017.pdf,en,VNR_Malaysia2017.pdf,SDG 2,6,0.8333333333333334
Malaysia,2017,VNR_Malaysia2017.pdf,en,VNR_Malaysia2017.pdf,SDG 3,22,0.6818181818181818
Malaysia,2017,VNR_Malaysia2017.pdf,en,VNR_Malaysia2017.pdf,SDG 4,14,0.7857142857142857
Malaysia,2017,VNR_Malaysia2017.pdf,en,VNR_Malaysia2017.pdf,SDG 5,7,0.8571428571428571
Malaysia,2017,VNR_Malaysia2017.pdf,en,VNR_Malaysia2017.pdf,SDG 6,1,0
Malaysia,2017,VNR_Malaysia2017.pdf,en,VNR_Malaysia2017.pdf,SDG 7,1,0
Malaysia,2017,VNR_Malaysia2017.pdf,en,VNR_Malaysia2017.pdf,SDG 8,17,0.5294117647058824
Malaysia,2017,VNR_Malaysia2017.pdf,en,VNR_Malaysia2017.pdf,SDG 9,33,0.5757575757575758
Maldives,2017,VNR_Maldives2017.pdf,en,VNR_Maldives2017.pdf,SDG 1,14,0.2857142857142857
Maldives,2017,VNR_Maldives2017.pdf,en,VNR_Maldives2017.pdf,SDG 12,3,0.6666666666666666
Maldives,2017,VNR_Maldives2017.pdf,en,VNR_Maldives2017.pdf,SDG 13,25,0.2
Maldives,2017,VNR_Maldives2017.pdf,en,VNR_Maldives2017.pdf,SDG 14,2,0
Maldives,2017,VNR_Maldives2017.pdf,en,VNR_Maldives2017.pdf,SDG 16,8,0.125
Maldives,2017,VNR_Maldives2017.pdf,en,VNR_Maldives2017.pdf,SDG 17,4,0.25
Maldives,2017,VNR_Maldives2017.pdf,en,VNR_Maldives2017.pdf,SDG 2,5,0.2
Maldives,2017,VNR_Maldives2017.pdf,en,VNR_Maldives2017.pdf,SDG 3,28,0.21428571428571427
Maldives,2017,VNR_Maldives2017.pdf,en,VNR_Maldives2017.pdf,SDG 4,33,0.2727272727272727
Maldives,2017,VNR_Maldives2017.pdf,en,VNR_Maldives2017.pdf,SDG 5,16,0.375
Maldives,2017,VNR_Maldives2017.pdf,en,VNR_Maldives2017.pdf,SDG 6,6,0.16666666666666666
Maldives,2017,VNR_Maldives2017.pdf,en,VNR_Maldives2017.pdf,SDG 8,18,0.3888888888888889
Maldives,2017,VNR_Maldives2017.pdf,en,VNR_Maldives2017.pdf,SDG 9,23,0.13043478260869565
Mali,2018,VNR_Mali2018.pdf,fr,VNR_Mali2018.pdf,SDG 1,33,0.5151515151515151
Mali,2018,VNR_Mali2018.pdf,fr,VNR_Mali2018.pdf,SDG 10,1,0
Mali,2018,VNR_Mali2018.pdf,fr,VNR_Mali2018.pdf,SDG 11,4,0.25
Mali,2018,VNR_Mali2018.pdf,fr,VNR_Mali2018.pdf,SDG 13,37,0.3783783783783784
Mali,2018,VNR_Mali2018.pdf,fr,VNR_Mali2018.pdf,SDG 15,1,1
Mali,2018,VNR_Mali2018.pdf,fr,VNR_Mali2018.pdf,SDG 16,20,0.5
Mali,2018,VNR_Mali2018.pdf,fr,VNR_Mali2018.pdf,SDG 17,23,0.4782608695652174
Mali,2018,VNR_Mali2018.pdf,fr,VNR_Mali2018.pdf,SDG 2,7,0.8571428571428571
Mali,2018,VNR_Mali2018.pdf,fr,VNR_Mali2018.pdf,SDG 3,29,0.6206896551724138
Mali,2018,VNR_Mali2018.pdf,fr,VNR_Mali2018.pdf,SDG 4,36,0.6111111111111112
Mali,2018,VNR_Mali2018.pdf,fr,VNR_Mali2018.pdf,SDG 6,1,0
Mali,2018,VNR_Mali2018.pdf,fr,VNR_Mali2018.pdf,SDG 8,25,0.48
Mali,2018,VNR_Mali2018.pdf,fr,VNR_Mali2018.pdf,SDG 9,35,0.5714285714285714
Malta,2018,VNR_Malta2018.pdf,en,VNR_Malta2018.pdf,SDG 1,43,0.5116279069767442
Malta,2018,VNR_Malta2018.pdf,en,VNR_Malta2018.pdf,SDG 10,2,0.5
Malta,2018,VNR_Malta2018.pdf,en,VNR_Malta2018.pdf,SDG 11,23,0.21739130434782608
Malta,2018,VNR_Malta2018.pdf,en,VNR_Malta2018.pdf,SDG 12,7,0.2857142857142857
Malta,2018,VNR_Malta2018.pdf,en,VNR_Malta2018.pdf,SDG 13,41,0.17073170731707318
Malta,2018,VNR_Malta2018.pdf,en,VNR_Malta2018.pdf,SDG 14,3,0.6666666666666666
Malta,2018,VNR_Malta2018.pdf,en,VNR_Malta2018.pdf,SDG 15,3,0.3333333333333333
Malta,2018,VNR_Malta2018.pdf,en,VNR_Malta2018.pdf,SDG 16,20,0.3
Malta,2018,VNR_Malta2018.pdf,en,VNR_Malta2018.pdf,SDG 17,37,0.32432432432432434
Malta,2018,VNR_Malta2018.pdf,en,VNR_Malta2018.pdf,SDG 3,29,0.4827586206896552
Malta,2018,VNR_Malta2018.pdf,en,VNR_Malta2018.pdf,SDG 4,97,0.35051546391752575
Malta,2018,VNR_Malta2018.pdf,en,VNR_Malta2018.pdf,SDG 5,14,0.35714285714285715
Malta,2018,VNR_Malta2018.pdf,en,VNR_Malta2018.pdf,SDG 6,5,0.6
Malta,2018,VNR_Malta2018.pdf,en,VNR_Malta2018.pdf,SDG 7,4,0
Malta,2018,VNR_Malta2018.pdf,en,VNR_Malta2018.pdf,SDG 8,80,0.325
Malta,2018,VNR_Malta2018.pdf,en,VNR_Malta2018.pdf,SDG 9,127,0.1968503937007874
Mauritania,2019,VNR_Mauritania2019.pdf,fr,VNR_Mauritania2019.pdf,SDG 1,52,0.7115384615384616
Mauritania,2019,VNR_Mauritania2019.pdf,fr,VNR_Mauritania2019.pdf,SDG 10,2,1
Mauritania,2019,VNR_Mauritania2019.pdf,fr,VNR_Mauritania2019.pdf,SDG 11,3,1
Mauritania,2019,VNR_Mauritania2019.pdf,fr,VNR_Mauritania2019.pdf,SDG 12,2,0.5
Mauritania,2019,VNR_Mauritania2019.pdf,fr,VNR_Mauritania2019.pdf,SDG 13,30,0.4
Mauritania,2019,VNR_Mauritania2019.pdf,fr,VNR_Mauritania2019.pdf,SDG 14,1,1
Mauritania,2019,VNR_Mauritania2019.pdf,fr,VNR_Mauritania2019.pdf,SDG 15,12,0.3333333333333333
Mauritania,2019,VNR_Mauritania2019.pdf,fr,VNR_Mauritania2019.pdf,SDG 16,14,0.7142857142857143
Mauritania,2019,VNR_Mauritania2019.pdf,fr,VNR_Mauritania2019.pdf,SDG 17,35,0.7142857142857143
Mauritania,2019,VNR_Mauritania2019.pdf,fr,VNR_Mauritania2019.pdf,SDG 2,16,0.6875
Mauritania,2019,VNR_Mauritania2019.pdf,fr,VNR_Mauritania2019.pdf,SDG 3,39,0.7692307692307693
Mauritania,2019,VNR_Mauritania2019.pdf,fr,VNR_Mauritania2019.pdf,SDG 4,81,0.654320987654321
Mauritania,2019,VNR_Mauritania2019.pdf,fr,VNR_Mauritania2019.pdf,SDG 5,3,1
Mauritania,2019,VNR_Mauritania2019.pdf,fr,VNR_Mauritania2019.pdf,SDG 6,3,0.3333333333333333
Mauritania,2019,VNR_Mauritania2019.pdf,fr,VNR_Mauritania2019.pdf,SDG 8,28,0.8214285714285714
Mauritania,2019,VNR_Mauritania2019.pdf,fr,VNR_Mauritania2019.pdf,SDG 9,63,0.6031746031746031
Mauritius,2019,VNR_Mauritius2019.pdf,en,VNR_Mauritius2019.pdf,SDG 1,54,0.5370370370370371
Mauritius,2019,VNR_Mauritius2019.pdf,en,VNR_Mauritius2019.pdf,SDG 10,8,0.875
Mauritius,2019,VNR_Mauritius2019.pdf,en,VNR_Mauritius2019.pdf,SDG 11,14,0.35714285714285715
Mauritius,2019,VNR_Mauritius2019.pdf,en,VNR_Mauritius2019.pdf,SDG 12,2,0.5
Mauritius,2019,VNR_Mauritius2019.pdf,en,VNR_Mauritius2019.pdf,SDG 13,46,0.3695652173913043
Mauritius,2019,VNR_Mauritius2019.pdf,en,VNR_Mauritius2019.pdf,SDG 14,7,0.42857142857142855
Mauritius,2019,VNR_Mauritius2019.pdf,en,VNR_Mauritius2019.pdf,SDG 15,13,0.5384615384615384
Mauritius,2019,VNR_Mauritius2019.pdf,en,VNR_Mauritius2019.pdf,SDG 16,46,0.45652173913043476
Mauritius,2019,VNR_Mauritius2019.pdf,en,VNR_Mauritius2019.pdf,SDG 17,65,0.49230769230769234
Mauritius,2019,VNR_Mauritius2019.pdf,en,VNR_Mauritius2019.pdf,SDG 2,10,0.8
Mauritius,2019,VNR_Mauritius2019.pdf,en,VNR_Mauritius2019.pdf,SDG 3,93,0.5913978494623656
Mauritius,2019,VNR_Mauritius2019.pdf,en,VNR_Mauritius2019.pdf,SDG 4,96,0.3333333333333333
Mauritius,2019,VNR_Mauritius2019.pdf,en,VNR_Mauritius2019.pdf,SDG 5,46,0.43478260869565216
Mauritius,2019,VNR_Mauritius2019.pdf,en,VNR_Mauritius2019.pdf,SDG 6,16,0.625
Mauritius,2019,VNR_Mauritius2019.pdf,en,VNR_Mauritius2019.pdf,SDG 7,4,0.5
Mauritius,2019,VNR_Mauritius2019.pdf,en,VNR_Mauritius2019.pdf,SDG 8,70,0.5857142857142857
Mauritius,2019,VNR_Mauritius2019.pdf,en,VNR_Mauritius2019.pdf,SDG 9,151,0.4105960264900662
Mexico,2016,VNR_Mexico2016.pdf,,VNR_Mexico2016.pdf,SDG 1,32,0.71875
Mexico,2016,VNR_Mexico2016.pdf,,VNR_Mexico2016.pdf,SDG 10,3,1
Mexico,2016,VNR_Mexico2016.pdf,,VNR_Mexico2016.pdf,SDG 11,6,0.6666666666666666
Mexico,2016,VNR_Mexico2016.pdf,,VNR_Mexico2016.pdf,SDG 13,22,0.6818181818181818
Mexico,2016,VNR_Mexico2016.pdf,,VNR_Mexico2016.pdf,SDG 16,53,0.33962264150943394
Mexico,2016,VNR_Mexico2016.pdf,,VNR_Mexico2016.pdf,SDG 17,37,0.6216216216216216
Mexico,2016,VNR_Mexico2016.pdf,,VNR_Mexico2016.pdf,SDG 2,4,1
Mexico,2016,VNR_Mexico2016.pdf,,VNR_Mexico2016.pdf,SDG 3,33,0.8484848484848485
Mexico,2016,VNR_Mexico2016.pdf,,VNR_Mexico2016.pdf,SDG 4,31,0.7096774193548387
Mexico,2016,VNR_Mexico2016.pdf,,VNR_Mexico2016.pdf,SDG 5,29,0.6206896551724138
Mexico,2016,VNR_Mexico2016.pdf,,VNR_Mexico2016.pdf,SDG 6,9,1
Mexico,2016,VNR_Mexico2016.pdf,,VNR_Mexico2016.pdf,SDG 7,2,1
Mexico,2016,VNR_Mexico2016.pdf,,VNR_Mexico2016.pdf,SDG 8,32,1
Mexico,2016,VNR_Mexico2016.pdf,,VNR_Mexico2016.pdf,SDG 9,114,0.8245614035087719
Mexico,2018,VNR_Mexico2018.pdf,es,VNR_Mexico2018.pdf,SDG 1,40,0.825
Mexico,2018,VNR_Mexico2018.pdf,es,VNR_Mexico2018.pdf,SDG 10,9,0.8888888888888888
Mexico,2018,VNR_Mexico2018.pdf,es,VNR_Mexico2018.pdf,SDG 11,2,1
Mexico,2018,VNR_Mexico2018.pdf,es,VNR_Mexico2018.pdf,SDG 12,3,0.6666666666666666
Mexico,2018,VNR_Mexico2018.pdf,es,VNR_Mexico2018.pdf,SDG 13,17,0.5294117647058824
Mexico,2018,VNR_Mexico2018.pdf,es,VNR_Mexico2018.pdf,SDG 16,38,0.7368421052631579
Mexico,2018,VNR_Mexico2018.pdf,es,VNR_Mexico2018.pdf,SDG 17,23,0.7391304347826086
Mexico,2018,VNR_Mexico2018.pdf,es,VNR_Mexico2018.pdf,SDG 2,2,1
Mexico,2018,VNR_Mexico2018.pdf,es,VNR_Mexico2018.pdf,SDG 3,15,0.9333333333333333
Mexico,2018,VNR_Mexico2018.pdf,es,VNR_Mexico2018.pdf,SDG 4,33,0.5454545454545454
Mexico,2018,VNR_Mexico2018.pdf,es,VNR_Mexico2018.pdf,SDG 5,23,0.7391304347826086
Mexico,2018,VNR_Mexico2018.pdf,es,VNR_Mexico2018.pdf,SDG 6,9,0.5555555555555556
Mexico,2018,VNR_Mexico2018.pdf,es,VNR_Mexico2018.pdf,SDG 8,29,0.7931034482758621
Mexico,2018,VNR_Mexico2018.pdf,es,VNR_Mexico2018.pdf,SDG 9,84,0.6904761904761905
"Micronesia, Fed. Sts.",2020,"VNR_Micronesia, Fed. Sts.2020.pdf",en,"VNR_Micronesia, Fed. Sts.2020.pdf",SDG 1,28,0.8928571428571429
"Micronesia, Fed. Sts.",2020,"VNR_Micronesia, Fed. Sts.2020.pdf",en,"VNR_Micronesia, Fed. Sts.2020.pdf",SDG 10,11,0.7272727272727273
"Micronesia, Fed. Sts.",2020,"VNR_Micronesia, Fed. Sts.2020.pdf",en,"VNR_Micronesia, Fed. Sts.2020.pdf",SDG 11,13,0.6923076923076923
"Micronesia, Fed. Sts.",2020,"VNR_Micronesia, Fed. Sts.2020.pdf",en,"VNR_Micronesia, Fed. Sts.2020.pdf",SDG 12,1,0
"Micronesia, Fed. Sts.",2020,"VNR_Micronesia, Fed. Sts.2020.pdf",en,"VNR_Micronesia, Fed. Sts.2020.pdf",SDG 13,49,0.5714285714285714
"Micronesia, Fed. Sts.",2020,"VNR_Micronesia, Fed. Sts.2020.pdf",en,"VNR_Micronesia, Fed. Sts.2020.pdf",SDG 14,1,0
"Micronesia, Fed. Sts.",2020,"VNR_Micronesia, Fed. Sts.2020.pdf",en,"VNR_Micronesia, Fed. Sts.2020.pdf",SDG 15,5,1
"Micronesia, Fed. Sts.",2020,"VNR_Micronesia, Fed. Sts.2020.pdf",en,"VNR_Micronesia, Fed. Sts.2020.pdf",SDG 16,15,0.5333333333333333
"Micronesia, Fed. Sts.",2020,"VNR_Micronesia, Fed. Sts.2020.pdf",en,"VNR_Micronesia, Fed. Sts.2020.pdf",SDG 17,32,0.8125
"Micronesia, Fed. Sts.",2020,"VNR_Micronesia, Fed. Sts.2020.pdf",en,"VNR_Micronesia, Fed. Sts.2020.pdf",SDG 2,6,0.5
"Micronesia, Fed. Sts.",2020,"VNR_Micronesia, Fed. Sts.2020.pdf",en,"VNR_Micronesia, Fed. Sts.2020.pdf",SDG 3,79,0.7721518987341772
"Micronesia, Fed. Sts.",2020,"VNR_Micronesia, Fed. Sts.2020.pdf",en,"VNR_Micronesia, Fed. Sts.2020.pdf",SDG 4,76,0.7368421052631579
"Micronesia, Fed. Sts.",2020,"VNR_Micronesia, Fed. Sts.2020.pdf",en,"VNR_Micronesia, Fed. Sts.2020.pdf",SDG 5,21,0.6666666666666666
"Micronesia, Fed. Sts.",2020,"VNR_Micronesia, Fed. Sts.2020.pdf",en,"VNR_Micronesia, Fed. Sts.2020.pdf",SDG 6,17,0.8823529411764706
"Micronesia, Fed. Sts.",2020,"VNR_Micronesia, Fed. Sts.2020.pdf",en,"VNR_Micronesia, Fed. Sts.2020.pdf",SDG 7,1,1
"Micronesia, Fed. Sts.",2020,"VNR_Micronesia, Fed. Sts.2020.pdf",en,"VNR_Micronesia, Fed. Sts.2020.pdf",SDG 8,34,0.7352941176470589
"Micronesia, Fed. Sts.",2020,"VNR_Micronesia, Fed. Sts.2020.pdf",en,"VNR_Micronesia, Fed. Sts.2020.pdf",SDG 9,67,0.7611940298507462
Mongolia,2019,VNR_Mongolia2019.pdf,en,VNR_Mongolia2019.pdf,SDG 1,47,0.6595744680851063
Mongolia,2019,VNR_Mongolia2019.pdf,en,VNR_Mongolia2019.pdf,SDG 10,3,0.6666666666666666
Mongolia,2019,VNR_Mongolia2019.pdf,en,VNR_Mongolia2019.pdf,SDG 11,5,0.6
Mongolia,2019,VNR_Mongolia2019.pdf,en,VNR_Mongolia2019.pdf,SDG 12,2,1
Mongolia,2019,VNR_Mongolia2019.pdf,en,VNR_Mongolia2019.pdf,SDG 13,76,0.5657894736842105
Mongolia,2019,VNR_Mongolia2019.pdf,en,VNR_Mongolia2019.pdf,SDG 15,5,0.8
Mongolia,2019,VNR_Mongolia2019.pdf,en,VNR_Mongolia2019.pdf,SDG 16,49,0.40816326530612246
Mongolia,2019,VNR_Mongolia2019.pdf,en,VNR_Mongolia2019.pdf,SDG 17,38,0.6052631578947368
Mongolia,2019,VNR_Mongolia2019.pdf,en,VNR_Mongolia2019.pdf,SDG 2,5,0.6
Mongolia,2019,VNR_Mongolia2019.pdf,en,VNR_Mongolia2019.pdf,SDG 3,47,0.48936170212765956
Mongolia,2019,VNR_Mongolia2019.pdf,en,VNR_Mongolia2019.pdf,SDG 4,50,0.58
Mongolia,2019,VNR_Mongolia2019.pdf,en,VNR_Mongolia2019.pdf,SDG 5,23,0.6086956521739131
Mongolia,2019,VNR_Mongolia2019.pdf,en,VNR_Mongolia2019.pdf,SDG 6,17,0.7647058823529411
Mongolia,2019,VNR_Mongolia2019.pdf,en,VNR_Mongolia2019.pdf,SDG 7,100,0.45
Mongolia,2019,VNR_Mongolia2019.pdf,en,VNR_Mongolia2019.pdf,SDG 8,32,0.6875
Mongolia,2019,VNR_Mongolia2019.pdf,en,VNR_Mongolia2019.pdf,SDG 9,58,0.5689655172413793
Montenegro,2016,VNR_Montenegro2016.pdf,,VNR_Montenegro2016.pdf,SDG 1,35,0.6285714285714286
Montenegro,2016,VNR_Montenegro2016.pdf,,VNR_Montenegro2016.pdf,SDG 11,6,0.6666666666666666
Montenegro,2016,VNR_Montenegro2016.pdf,,VNR_Montenegro2016.pdf,SDG 12,5,0.8
Montenegro,2016,VNR_Montenegro2016.pdf,,VNR_Montenegro2016.pdf,SDG 13,112,0.6160714285714286
Montenegro,2016,VNR_Montenegro2016.pdf,,VNR_Montenegro2016.pdf,SDG 15,2,0.5
Montenegro,2016,VNR_Montenegro2016.pdf,,VNR_Montenegro2016.pdf,SDG 16,86,0.3372093023255814
Montenegro,2016,VNR_Montenegro2016.pdf,,VNR_Montenegro2016.pdf,SDG 17,27,0.3333333333333333
Montenegro,2016,VNR_Montenegro2016.pdf,,VNR_Montenegro2016.pdf,SDG 2,3,1
Montenegro,2016,VNR_Montenegro2016.pdf,,VNR_Montenegro2016.pdf,SDG 3,35,0.5428571428571428
Montenegro,2016,VNR_Montenegro2016.pdf,,VNR_Montenegro2016.pdf,SDG 4,24,0.4166666666666667
Montenegro,2016,VNR_Montenegro2016.pdf,,VNR_Montenegro2016.pdf,SDG 5,17,0.6470588235294118
Montenegro,2016,VNR_Montenegro2016.pdf,,VNR_Montenegro2016.pdf,SDG 8,71,0.5915492957746479
Montenegro,2016,VNR_Montenegro2016.pdf,,VNR_Montenegro2016.pdf,SDG 9,51,0.49019607843137253
