Year,Region,Region code,Country,Country Code,Data categories,Indicator coverage and disaggregation,Data available last 5 years,Data available last 10 years,First administrative level,Second administrative level,Coverage subscore,Machine readable,Nonproprietary,Download options,Metadata available,Terms of use,Openness subscore,Overall score
2023,Southern Asia,ASZ,India,IND,Crime & justice,50,50,50,50,50,50,100,100,50,50,50,70,60
2023,Southern Asia,ASZ,India,IND,Poverty & income,50,0,0,50,0,20,0,100,0,50,0,30,25
2023,Southern Asia,ASZ,India,IND,Social statistics subscore,60,20,35,35,5.6,31.6,65,100,45,50,15,55,43.4
2023,Southern Asia,ASZ,India,IND,National accounts,100,50,50,0,,50,100,100,50,50,0,60,55.6
2023,Southern Asia,ASZ,India,IND,Labor,100,50,0,50,0,40,100,100,50,50,0,60,50
2023,Southern Asia,ASZ,India,IND,Price indexes,50,50,50,0,,37.5,100,100,0,100,100,80,61.1
2023,Southern Asia,ASZ,India,IND,Government finance,100,50,50,0,,50,100,100,50,50,50,70,61.1
2023,Southern Asia,ASZ,India,IND,Money & banking,50,50,50,,,50,100,100,50,100,100,90,75
2023,Southern Asia,ASZ,India,IND,International trade,50,0,50,,,33.3,100,100,50,50,0,60,50
2023,Southern Asia,ASZ,India,IND,Balance of payments,100,0,50,,,50,100,100,50,50,0,60,56.3
2023,Southern Asia,ASZ,India,IND,Economic & financial statistics subscore,78.6,35.7,42.9,12.5,0,44.2,100,100,42.9,64.3,35.7,68.6,58.2
2023,Southern Asia,ASZ,India,IND,Agriculture and land use,50,0,50,50,0,30,100,50,0,50,50,50,40
2023,Southern Asia,ASZ,India,IND,Resource use,50,0,50,50,,37.5,100,100,50,100,100,90,66.7
2023,Southern Asia,ASZ,India,IND,Energy,100,100,100,,,100,100,100,50,100,0,70,81.3
2023,Southern Asia,ASZ,India,IND,Pollution,50,0,0,0,,12.5,100,100,50,50,100,80,50
2023,Southern Asia,ASZ,India,IND,Built environment,100,50,0,100,0,50,0,100,50,50,0,40,45
2023,Southern Asia,ASZ,India,IND,Environment subscore,70,30,40,50,0,42.9,80,90,40,70,50,66,55.4
2023,Southern Asia,ASZ,India,IND,All Categories,69.5,28.6,39.3,34.6,3.5,39,81.7,96.7,42.6,61.4,33.6,63.2,52
2023,Southern Asia,ASZ,Maldives,MDV,Population & vital statistics,100,100,100,50,,87.5,100,100,50,50,0,60,72.2
2023,Southern Asia,ASZ,Maldives,MDV,Education facilities,0,0,0,0,,0,100,100,0,50,0,50,27.8
2023,Southern Asia,ASZ,Maldives,MDV,Education outcomes,50,50,50,50,,50,100,100,0,50,0,50,50
2023,Southern Asia,ASZ,Maldives,MDV,Health facilities,50,50,50,0,,37.5,100,100,0,50,0,50,44.4
2023,Southern Asia,ASZ,Maldives,MDV,Health outcomes,50,50,50,50,,50,100,100,0,50,0,50,50
2023,Southern Asia,ASZ,Maldives,MDV,Reproductive health,100,50,50,50,,62.5,100,100,50,50,0,60,61.1
2023,Southern Asia,ASZ,Maldives,MDV,Food security & nutrition,0,0,0,,,0,0,0,0,0,0,0,0
2023,Southern Asia,ASZ,Maldives,MDV,Gender statistics,50,50,50,0,,37.5,100,100,50,50,0,60,50
2023,Southern Asia,ASZ,Maldives,MDV,Crime & justice,50,50,50,0,,37.5,100,100,0,50,0,50,44.4
2023,Southern Asia,ASZ,Maldives,MDV,Poverty & income,100,0,0,0,,25,0,100,50,50,0,40,33.3
2023,Southern Asia,ASZ,Maldives,MDV,Social statistics subscore,55,40,40,22.2,,39.7,80,90,20,45,0,47,43.8
2023,Southern Asia,ASZ,Maldives,MDV,National accounts,50,50,50,,,50,100,100,50,50,0,60,56.3
2023,Southern Asia,ASZ,Maldives,MDV,Labor,100,100,50,0,,62.5,50,100,0,50,0,40,50
2023,Southern Asia,ASZ,Maldives,MDV,Price indexes,100,50,50,,,66.7,50,100,50,50,0,50,56.3
2023,Southern Asia,ASZ,Maldives,MDV,Government finance,100,100,100,,,100,100,100,50,50,0,60,75
2023,Southern Asia,ASZ,Maldives,MDV,Money & banking,50,50,50,,,50,100,100,50,50,0,60,56.3
2023,Southern Asia,ASZ,Maldives,MDV,International trade,100,100,100,,,100,100,100,50,50,0,60,75
2023,Southern Asia,ASZ,Maldives,MDV,Balance of payments,100,100,100,,,100,100,100,50,50,0,60,75
2023,Southern Asia,ASZ,Maldives,MDV,Economic & financial statistics subscore,85.7,78.6,71.4,0,,75,85.7,100,42.9,50,0,55.7,63.2
2023,Southern Asia,ASZ,Maldives,MDV,Agriculture and land use,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Southern Asia,ASZ,Maldives,MDV,Resource use,50,50,50,,,50,100,100,0,50,0,50,50
2023,Southern Asia,ASZ,Maldives,MDV,Energy,0,0,0,,,0,0,0,0,0,0,0,0
2023,Southern Asia,ASZ,Maldives,MDV,Pollution,0,0,0,,,0,0,0,0,0,0,0,0
2023,Southern Asia,ASZ,Maldives,MDV,Built environment,100,0,0,100,,50,100,100,50,50,0,60,55.6
2023,Southern Asia,ASZ,Maldives,MDV,Environment subscore,30,10,10,50,,20.6,40,40,10,20,0,22,21.4
2023,Southern Asia,ASZ,Maldives,MDV,All Categories,56.9,42.9,40.5,27.7,,44.1,68.6,76.7,24.3,38.3,0,41.6,42.6
2023,Southern Asia,ASZ,Nepal,NPL,Population & vital statistics,50,50,50,50,0,40,100,100,50,50,0,60,50
2023,Southern Asia,ASZ,Nepal,NPL,Education facilities,50,50,50,50,50,50,0,100,50,50,0,40,45
2023,Southern Asia,ASZ,Nepal,NPL,Education outcomes,100,100,100,50,50,80,0,100,0,50,0,30,55
2023,Southern Asia,ASZ,Nepal,NPL,Health facilities,100,50,50,0,0,40,0,100,50,50,0,40,40
2023,Southern Asia,ASZ,Nepal,NPL,Health outcomes,50,50,50,50,0,40,50,100,50,50,0,50,45
2023,Southern Asia,ASZ,Nepal,NPL,Reproductive health,100,50,50,50,0,50,50,100,50,50,0,50,50
2023,Southern Asia,ASZ,Nepal,NPL,Food security & nutrition,100,50,50,0,,50,50,100,50,50,0,50,50
2023,Southern Asia,ASZ,Nepal,NPL,Gender statistics,50,50,50,0,0,30,50,100,0,50,0,40,35
2023,Southern Asia,ASZ,Nepal,NPL,Crime & justice,0,0,0,0,0,0,0,100,0,50,0,30,15
2023,Southern Asia,ASZ,Nepal,NPL,Poverty & income,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Southern Asia,ASZ,Nepal,NPL,Social statistics subscore,60,45,45,25,11.1,37.8,30,90,30,45,0,39,38.4
2023,Southern Asia,ASZ,Nepal,NPL,National accounts,50,50,50,50,,50,50,100,50,50,0,50,50
2023,Southern Asia,ASZ,Nepal,NPL,Labor,100,100,100,50,0,70,0,100,0,50,0,30,50
2023,Southern Asia,ASZ,Nepal,NPL,Price indexes,100,100,100,0,,75,50,100,0,50,0,40,55.6
2023,Southern Asia,ASZ,Nepal,NPL,Government finance,100,100,100,0,,75,0,100,0,50,0,30,50
2023,Southern Asia,ASZ,Nepal,NPL,Money & banking,100,100,100,,,100,0,100,50,50,0,40,62.5
2023,Southern Asia,ASZ,Nepal,NPL,International trade,50,50,50,,,50,0,100,50,50,0,40,43.8
2023,Southern Asia,ASZ,Nepal,NPL,Balance of payments,100,100,100,,,100,0,100,50,50,0,40,62.5
2023,Southern Asia,ASZ,Nepal,NPL,Economic & financial statistics subscore,85.7,85.7,85.7,25,0,73.1,14.3,100,28.6,50,0,38.6,53.3
2023,Southern Asia,ASZ,Nepal,NPL,Agriculture and land use,100,50,50,0,0,40,0,100,50,50,0,40,40
2023,Southern Asia,ASZ,Nepal,NPL,Resource use,100,50,100,0,,62.5,0,100,50,50,0,40,50
2023,Southern Asia,ASZ,Nepal,NPL,Energy,50,50,50,,,50,0,100,0,50,0,30,37.5
2023,Southern Asia,ASZ,Nepal,NPL,Pollution,100,0,0,0,,25,0,100,50,50,0,40,33.3
2023,Southern Asia,ASZ,Nepal,NPL,Built environment,100,0,50,0,0,30,0,100,50,50,0,40,35
2023,Southern Asia,ASZ,Nepal,NPL,Environment subscore,90,30,50,0,0,40.5,0,100,40,50,0,38,39.1
2023,Southern Asia,ASZ,Nepal,NPL,All Categories,78.6,53.6,60.2,16.6,6.9,48.9,14.8,96.7,32.9,48.3,0,38.5,43.3
2023,Southern Asia,ASZ,Pakistan,PAK,Population & vital statistics,50,50,50,0,0,30,0,100,0,50,0,30,30
2023,Southern Asia,ASZ,Pakistan,PAK,Education facilities,50,50,50,0,0,30,0,100,50,50,0,40,35
2023,Southern Asia,ASZ,Pakistan,PAK,Education outcomes,50,50,50,50,0,40,0,100,50,50,0,40,40
2023,Southern Asia,ASZ,Pakistan,PAK,Health facilities,100,100,100,50,0,70,0,100,50,50,0,40,55
2023,Southern Asia,ASZ,Pakistan,PAK,Health outcomes,50,50,50,50,50,50,0,100,0,50,0,30,40
2023,Southern Asia,ASZ,Pakistan,PAK,Reproductive health,50,50,50,50,0,40,0,100,50,50,0,40,40
2023,Southern Asia,ASZ,Pakistan,PAK,Food security & nutrition,100,50,0,50,,50,0,100,50,50,0,40,44.4
2023,Southern Asia,ASZ,Pakistan,PAK,Gender statistics,50,50,50,0,0,30,0,100,0,50,0,30,30
2023,Southern Asia,ASZ,Pakistan,PAK,Crime & justice,0,0,0,0,0,0,0,100,50,50,0,40,20
2023,Southern Asia,ASZ,Pakistan,PAK,Poverty & income,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Southern Asia,ASZ,Pakistan,PAK,Social statistics subscore,50,45,40,25,5.6,33.7,0,90,30,45,0,33,33.3
2023,Southern Asia,ASZ,Pakistan,PAK,National accounts,50,50,50,0,,37.5,0,100,50,50,0,40,38.9
2023,Southern Asia,ASZ,Pakistan,PAK,Labor,100,50,50,100,0,60,0,100,0,50,0,30,45
2023,Southern Asia,ASZ,Pakistan,PAK,Price indexes,50,50,50,0,,37.5,0,100,0,50,0,30,33.3
2023,Southern Asia,ASZ,Pakistan,PAK,Government finance,100,50,100,0,,62.5,0,100,0,50,0,30,44.4
2023,Southern Asia,ASZ,Pakistan,PAK,Money & banking,100,100,100,,,100,0,100,50,50,0,40,62.5
2023,Southern Asia,ASZ,Pakistan,PAK,International trade,100,100,100,,,100,0,100,0,50,0,30,56.3
2023,Southern Asia,ASZ,Pakistan,PAK,Balance of payments,100,100,100,,,100,50,100,0,50,0,40,62.5
2023,Southern Asia,ASZ,Pakistan,PAK,Economic & financial statistics subscore,85.7,71.4,78.6,25,0,67.3,7.1,100,14.3,50,0,34.3,48.4
2023,Southern Asia,ASZ,Pakistan,PAK,Agriculture and land use,100,50,50,100,0,60,0,100,50,50,0,40,50
2023,Southern Asia,ASZ,Pakistan,PAK,Resource use,100,50,50,50,,62.5,0,100,50,50,0,40,50
2023,Southern Asia,ASZ,Pakistan,PAK,Energy,50,50,50,,,50,0,100,50,50,0,40,43.8
2023,Southern Asia,ASZ,Pakistan,PAK,Pollution,50,0,0,0,,12.5,0,100,50,50,0,40,27.8
2023,Southern Asia,ASZ,Pakistan,PAK,Built environment,100,100,100,100,50,90,0,100,0,100,0,40,65
2023,Southern Asia,ASZ,Pakistan,PAK,Environment subscore,80,50,50,62.5,25,57.1,0,100,40,60,0,40,47.8
2023,Southern Asia,ASZ,Pakistan,PAK,All Categories,71.9,55.5,56.2,37.7,10.4,51.1,2.4,96.7,28.1,51.7,0,35.8,42.8
2023,Southern Asia,ASZ,Sri Lanka,LKA,Population & vital statistics,100,50,100,50,50,70,50,100,50,50,0,50,60
2023,Southern Asia,ASZ,Sri Lanka,LKA,Education facilities,50,50,50,0,50,40,50,100,0,50,0,40,40
2023,Southern Asia,ASZ,Sri Lanka,LKA,Education outcomes,50,50,50,0,50,40,50,100,0,50,0,40,40
2023,Southern Asia,ASZ,Sri Lanka,LKA,Health facilities,100,100,100,0,50,70,100,100,100,50,0,70,70
2023,Southern Asia,ASZ,Sri Lanka,LKA,Health outcomes,100,0,0,0,100,40,0,100,50,100,0,50,45
2023,Southern Asia,ASZ,Sri Lanka,LKA,Reproductive health,100,0,50,50,50,50,50,100,50,50,0,50,50
2023,Southern Asia,ASZ,Sri Lanka,LKA,Food security & nutrition,100,0,0,0,,25,0,100,50,100,0,50,38.9
2023,Southern Asia,ASZ,Sri Lanka,LKA,Gender statistics,50,50,50,0,0,30,50,100,50,50,0,50,40
2023,Southern Asia,ASZ,Sri Lanka,LKA,Crime & justice,50,50,50,0,0,30,0,100,50,50,0,40,35
2023,Southern Asia,ASZ,Sri Lanka,LKA,Poverty & income,100,50,50,100,100,80,50,100,50,50,0,50,65
2023,Southern Asia,ASZ,Sri Lanka,LKA,Social statistics subscore,80,40,50,20,50,48,40,100,45,60,0,49,48.5
2023,Southern Asia,ASZ,Sri Lanka,LKA,National accounts,100,100,100,0,,75,50,100,50,50,0,50,61.1
2023,Southern Asia,ASZ,Sri Lanka,LKA,Labor,100,100,100,0,100,80,0,100,0,50,0,30,55
2023,Southern Asia,ASZ,Sri Lanka,LKA,Price indexes,100,100,100,0,,75,100,100,50,50,0,60,66.7
2023,Southern Asia,ASZ,Sri Lanka,LKA,Government finance,100,50,100,0,,62.5,100,100,50,50,0,60,61.1
2023,Southern Asia,ASZ,Sri Lanka,LKA,Money & banking,100,100,100,,,100,100,100,50,50,0,60,75
2023,Southern Asia,ASZ,Sri Lanka,LKA,International trade,100,100,100,,,100,100,50,50,50,0,50,68.8
2023,Southern Asia,ASZ,Sri Lanka,LKA,Balance of payments,100,100,100,,,100,100,100,50,0,0,50,68.8
2023,Southern Asia,ASZ,Sri Lanka,LKA,Economic & financial statistics subscore,100,92.9,100,0,100,82.7,78.6,92.9,42.9,42.9,0,51.4,64.8
2023,Southern Asia,ASZ,Sri Lanka,LKA,Agriculture and land use,100,100,100,0,50,70,50,100,50,50,0,50,60
2023,Southern Asia,ASZ,Sri Lanka,LKA,Resource use,50,50,50,0,,37.5,0,100,50,50,0,40,38.9
2023,Southern Asia,ASZ,Sri Lanka,LKA,Energy,50,50,50,,,50,0,100,50,50,0,40,43.8
2023,Southern Asia,ASZ,Sri Lanka,LKA,Pollution,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Southern Asia,ASZ,Sri Lanka,LKA,Built environment,100,0,50,50,50,50,50,100,50,50,0,50,50
2023,Southern Asia,ASZ,Sri Lanka,LKA,Environment subscore,60,40,50,12.5,50,42.9,20,80,40,40,0,36,39.1
2023,Southern Asia,ASZ,Sri Lanka,LKA,All Categories,80,57.6,66.7,12.7,55,56.4,46.2,91,42.6,47.6,0,45.5,50.5
2023,Western Asia,ASW,Armenia,ARM,Population & vital statistics,100,100,100,50,0,70,0,100,0,50,0,30,50
2023,Western Asia,ASW,Armenia,ARM,Education facilities,50,50,50,50,0,40,50,100,50,50,0,50,45
2023,Western Asia,ASW,Armenia,ARM,Education outcomes,50,50,50,50,0,40,100,100,50,50,0,60,50
2023,Western Asia,ASW,Armenia,ARM,Health facilities,50,50,50,0,0,30,0,100,0,50,0,30,30
2023,Western Asia,ASW,Armenia,ARM,Health outcomes,100,100,100,50,0,70,0,100,50,50,0,40,55
2023,Western Asia,ASW,Armenia,ARM,Reproductive health,100,100,100,50,0,70,50,100,50,50,0,50,60
2023,Western Asia,ASW,Armenia,ARM,Food security & nutrition,100,0,0,0,,25,0,100,50,50,0,40,33.3
2023,Western Asia,ASW,Armenia,ARM,Gender statistics,50,50,50,50,0,40,100,100,50,50,0,60,50
2023,Western Asia,ASW,Armenia,ARM,Crime & justice,50,50,50,0,0,30,0,100,0,50,0,30,30
2023,Western Asia,ASW,Armenia,ARM,Poverty & income,100,100,100,100,0,80,50,100,50,50,0,50,65
2023,Western Asia,ASW,Armenia,ARM,Social statistics subscore,75,65,65,40,0,50,35,100,35,50,0,44,47
2023,Western Asia,ASW,Armenia,ARM,National accounts,100,100,100,0,,75,100,50,50,50,0,50,61.1
2023,Western Asia,ASW,Armenia,ARM,Labor,100,50,100,50,0,60,50,100,50,50,0,50,55
2023,Western Asia,ASW,Armenia,ARM,Price indexes,100,100,100,0,,75,100,100,100,100,0,80,77.8
2023,Western Asia,ASW,Armenia,ARM,Government finance,100,50,100,0,,62.5,100,100,100,100,0,80,72.2
2023,Western Asia,ASW,Armenia,ARM,Money & banking,100,100,100,,,100,100,100,50,50,0,60,75
2023,Western Asia,ASW,Armenia,ARM,International trade,50,50,50,,,50,100,100,100,100,0,80,68.8
2023,Western Asia,ASW,Armenia,ARM,Balance of payments,100,100,100,,,100,100,0,50,50,0,40,62.5
2023,Western Asia,ASW,Armenia,ARM,Economic & financial statistics subscore,92.9,78.6,92.9,12.5,0,73.1,92.9,78.6,71.4,71.4,0,62.9,67.2
2023,Western Asia,ASW,Armenia,ARM,Agriculture and land use,100,100,100,50,0,70,100,100,50,50,0,60,65
2023,Western Asia,ASW,Armenia,ARM,Resource use,100,100,100,0,,75,50,100,50,50,0,50,61.1
2023,Western Asia,ASW,Armenia,ARM,Energy,100,100,100,,,100,100,100,100,50,0,70,81.3
2023,Western Asia,ASW,Armenia,ARM,Pollution,100,50,50,0,,50,100,100,100,100,0,80,66.7
2023,Western Asia,ASW,Armenia,ARM,Built environment,100,50,50,0,0,40,50,100,50,50,0,50,45
2023,Western Asia,ASW,Armenia,ARM,Environment subscore,100,80,80,12.5,0,64.3,80,100,70,60,0,62,63
2023,Western Asia,ASW,Armenia,ARM,All Categories,89.3,74.5,79.3,24.1,0,61.4,69.3,92.9,58.8,60.5,0,56.3,58.6
2023,Western Asia,ASW,Azerbaijan,AZE,Population & vital statistics,100,100,100,50,50,80,100,50,50,100,0,60,70
2023,Western Asia,ASW,Azerbaijan,AZE,Education facilities,50,50,50,50,50,50,100,50,0,50,0,40,45
2023,Western Asia,ASW,Azerbaijan,AZE,Education outcomes,50,50,50,50,50,50,100,100,0,50,0,50,50
2023,Western Asia,ASW,Azerbaijan,AZE,Health facilities,50,50,50,50,50,50,100,100,0,50,0,50,50
2023,Western Asia,ASW,Azerbaijan,AZE,Health outcomes,50,50,50,0,0,30,100,100,50,50,0,60,45
2023,Western Asia,ASW,Azerbaijan,AZE,Reproductive health,100,100,100,50,0,70,100,100,50,50,0,60,65
2023,Western Asia,ASW,Azerbaijan,AZE,Food security & nutrition,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Western Asia,ASW,Azerbaijan,AZE,Gender statistics,50,50,50,50,50,50,50,50,50,50,0,40,45
2023,Western Asia,ASW,Azerbaijan,AZE,Crime & justice,50,50,50,0,0,30,100,100,50,50,0,60,45
2023,Western Asia,ASW,Azerbaijan,AZE,Poverty & income,100,50,50,0,0,40,100,0,50,50,0,40,40
2023,Western Asia,ASW,Azerbaijan,AZE,Social statistics subscore,60,55,55,30,27.8,45.9,85,65,30,50,0,46,46
2023,Western Asia,ASW,Azerbaijan,AZE,National accounts,100,100,100,0,,75,100,50,50,50,0,50,61.1
2023,Western Asia,ASW,Azerbaijan,AZE,Labor,100,100,100,0,0,60,100,100,50,50,0,60,60
2023,Western Asia,ASW,Azerbaijan,AZE,Price indexes,100,100,100,0,,75,100,100,0,50,0,50,61.1
2023,Western Asia,ASW,Azerbaijan,AZE,Government finance,100,100,100,0,,75,100,100,100,50,0,70,72.2
2023,Western Asia,ASW,Azerbaijan,AZE,Money & banking,100,100,100,,,100,100,100,50,50,0,60,75
2023,Western Asia,ASW,Azerbaijan,AZE,International trade,50,50,50,,,50,100,100,100,50,0,70,62.5
2023,Western Asia,ASW,Azerbaijan,AZE,Balance of payments,100,100,100,,,100,100,100,50,100,0,70,81.3
2023,Western Asia,ASW,Azerbaijan,AZE,Economic & financial statistics subscore,92.9,92.9,92.9,0,0,75,100,92.9,57.1,57.1,0,61.4,67.2
2023,Western Asia,ASW,Azerbaijan,AZE,Agriculture and land use,50,50,50,50,50,50,100,100,50,50,0,60,55
2023,Western Asia,ASW,Azerbaijan,AZE,Resource use,100,100,100,0,,75,100,100,50,50,0,60,66.7
2023,Western Asia,ASW,Azerbaijan,AZE,Energy,50,50,50,,,50,100,100,100,50,0,70,62.5
2023,Western Asia,ASW,Azerbaijan,AZE,Pollution,100,100,50,0,,62.5,100,100,50,100,0,70,66.7
2023,Western Asia,ASW,Azerbaijan,AZE,Built environment,50,50,50,50,0,40,100,50,50,50,0,50,45
2023,Western Asia,ASW,Azerbaijan,AZE,Environment subscore,70,70,60,25,25,54.8,100,90,60,60,0,62,58.7
2023,Western Asia,ASW,Azerbaijan,AZE,All Categories,74.3,72.6,69.3,21.1,24.3,57.2,95,82.6,49,55.7,0,56.5,56.8
2023,Western Asia,ASW,Bahrain,BHR,Population & vital statistics,100,100,100,50,,87.5,100,100,50,50,100,80,83.3
2023,Western Asia,ASW,Bahrain,BHR,Education facilities,50,50,50,50,,50,100,100,50,50,100,80,66.7
2023,Western Asia,ASW,Bahrain,BHR,Education outcomes,50,50,50,0,,37.5,100,100,50,50,100,80,61.1
2023,Western Asia,ASW,Bahrain,BHR,Health facilities,100,50,100,0,,62.5,100,100,50,50,100,80,72.2
2023,Western Asia,ASW,Bahrain,BHR,Health outcomes,50,50,50,0,,37.5,100,100,50,50,100,80,61.1
2023,Western Asia,ASW,Bahrain,BHR,Reproductive health,50,50,50,0,,37.5,100,100,100,100,100,100,72.2
2023,Western Asia,ASW,Bahrain,BHR,Food security & nutrition,50,50,0,,,33.3,0,100,50,100,100,70,56.3
2023,Western Asia,ASW,Bahrain,BHR,Gender statistics,50,50,50,0,,37.5,100,100,50,50,100,80,61.1
2023,Western Asia,ASW,Bahrain,BHR,Crime & justice,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Western Asia,ASW,Bahrain,BHR,Poverty & income,50,0,0,0,,12.5,0,100,50,50,100,60,38.9
2023,Western Asia,ASW,Bahrain,BHR,Social statistics subscore,55,45,45,11.1,,39.7,70,90,50,55,90,71,57.3
2023,Western Asia,ASW,Bahrain,BHR,National accounts,100,100,100,,,100,100,50,50,50,100,70,81.3
2023,Western Asia,ASW,Bahrain,BHR,Labor,100,100,100,0,,75,100,100,50,50,100,80,77.8
2023,Western Asia,ASW,Bahrain,BHR,Price indexes,100,50,50,,,66.7,100,100,100,50,100,90,81.3
2023,Western Asia,ASW,Bahrain,BHR,Government finance,100,100,100,,,100,100,100,100,50,100,90,93.8
2023,Western Asia,ASW,Bahrain,BHR,Money & banking,50,50,50,,,50,100,100,50,50,100,80,68.8
2023,Western Asia,ASW,Bahrain,BHR,International trade,50,50,50,,,50,100,100,50,100,100,90,75
2023,Western Asia,ASW,Bahrain,BHR,Balance of payments,100,100,100,,,100,100,100,100,50,100,90,93.8
2023,Western Asia,ASW,Bahrain,BHR,Economic & financial statistics subscore,85.7,78.6,78.6,0,,77.3,100,92.9,71.4,57.1,100,84.3,81.6
2023,Western Asia,ASW,Bahrain,BHR,Agriculture and land use,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Western Asia,ASW,Bahrain,BHR,Resource use,100,50,50,,,66.7,100,50,50,50,100,70,68.8
2023,Western Asia,ASW,Bahrain,BHR,Energy,0,0,0,,,0,0,0,0,0,0,0,0
2023,Western Asia,ASW,Bahrain,BHR,Pollution,50,0,50,,,33.3,100,100,100,50,100,90,68.8
2023,Western Asia,ASW,Bahrain,BHR,Built environment,0,0,0,0,,0,100,100,100,50,100,90,50
2023,Western Asia,ASW,Bahrain,BHR,Environment subscore,30,10,20,0,,17.6,60,50,50,30,60,50,36.9
2023,Western Asia,ASW,Bahrain,BHR,All Categories,56.9,44.5,47.9,6.9,,43.8,76.7,77.6,57.1,47.4,83.3,68.4,58.3
2023,Western Asia,ASW,Cyprus,CYP,Population & vital statistics,100,100,100,50,0,70,100,100,50,100,100,90,80
2023,Western Asia,ASW,Cyprus,CYP,Education facilities,50,50,50,0,0,30,100,100,100,100,100,100,65
2023,Western Asia,ASW,Cyprus,CYP,Education outcomes,50,50,50,0,0,30,50,100,50,50,100,70,50
2023,Western Asia,ASW,Cyprus,CYP,Health facilities,50,50,50,0,0,30,100,100,50,50,100,80,55
2023,Western Asia,ASW,Cyprus,CYP,Health outcomes,50,50,50,50,0,40,50,100,50,50,100,70,55
2023,Western Asia,ASW,Cyprus,CYP,Reproductive health,50,50,50,0,0,30,50,100,50,100,100,80,55
2023,Western Asia,ASW,Cyprus,CYP,Food security & nutrition,50,50,0,0,,25,0,100,50,100,100,70,50
2023,Western Asia,ASW,Cyprus,CYP,Gender statistics,50,50,50,0,0,30,50,50,50,50,100,60,45
2023,Western Asia,ASW,Cyprus,CYP,Crime & justice,100,50,100,0,0,50,100,50,50,50,100,70,60
2023,Western Asia,ASW,Cyprus,CYP,Poverty & income,100,100,100,0,0,60,100,0,50,100,100,70,65
2023,Western Asia,ASW,Cyprus,CYP,Social statistics subscore,65,60,60,10,0,39.8,70,80,55,75,100,76,58.1
2023,Western Asia,ASW,Cyprus,CYP,National accounts,100,100,100,0,,75,100,50,50,100,100,80,77.8
2023,Western Asia,ASW,Cyprus,CYP,Labor,100,100,100,50,0,70,100,50,50,100,100,80,75
2023,Western Asia,ASW,Cyprus,CYP,Price indexes,100,100,100,0,,75,100,50,50,50,100,70,72.2
2023,Western Asia,ASW,Cyprus,CYP,Government finance,100,100,100,0,,75,100,0,50,100,100,70,72.2
2023,Western Asia,ASW,Cyprus,CYP,Money & banking,100,100,100,,,100,50,100,50,50,100,70,81.3
2023,Western Asia,ASW,Cyprus,CYP,International trade,50,50,50,,,50,100,100,50,100,100,90,75
2023,Western Asia,ASW,Cyprus,CYP,Balance of payments,100,100,100,,,100,100,100,50,50,100,80,87.5
2023,Western Asia,ASW,Cyprus,CYP,Economic & financial statistics subscore,92.9,92.9,92.9,12.5,0,76.9,92.9,64.3,50,78.6,100,77.1,77
2023,Western Asia,ASW,Cyprus,CYP,Agriculture and land use,50,50,50,0,0,30,100,100,50,50,100,80,55
2023,Western Asia,ASW,Cyprus,CYP,Resource use,100,50,50,0,,50,50,100,50,50,100,70,61.1
2023,Western Asia,ASW,Cyprus,CYP,Energy,0,0,0,,,0,0,0,0,0,0,0,0
2023,Western Asia,ASW,Cyprus,CYP,Pollution,100,50,100,0,,62.5,100,100,50,50,100,80,72.2
2023,Western Asia,ASW,Cyprus,CYP,Built environment,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Western Asia,ASW,Cyprus,CYP,Environment subscore,50,30,40,0,0,28.6,50,60,30,30,60,46,38
2023,Western Asia,ASW,Cyprus,CYP,All Categories,69.3,61,64.3,7.2,0,46.9,71,68.1,45,61.2,86.7,66.4,57.4
2023,Western Asia,ASW,Georgia,GEO,Population & vital statistics,100,100,100,50,0,70,100,100,100,50,100,90,80
2023,Western Asia,ASW,Georgia,GEO,Education facilities,50,50,50,0,0,30,100,100,100,50,100,90,60
2023,Western Asia,ASW,Georgia,GEO,Education outcomes,0,0,0,0,0,0,100,100,100,50,100,90,45
2023,Western Asia,ASW,Georgia,GEO,Health facilities,100,50,100,0,0,50,50,100,50,50,50,60,55
2023,Western Asia,ASW,Georgia,GEO,Health outcomes,50,50,50,0,0,30,100,100,100,50,100,90,60
2023,Western Asia,ASW,Georgia,GEO,Reproductive health,100,50,50,50,0,50,100,100,50,50,100,80,65
2023,Western Asia,ASW,Georgia,GEO,Food security & nutrition,100,50,0,0,,37.5,100,100,50,50,100,80,61.1
2023,Western Asia,ASW,Georgia,GEO,Gender statistics,100,50,50,50,0,50,50,100,50,50,100,70,60
2023,Western Asia,ASW,Georgia,GEO,Crime & justice,100,100,100,0,0,60,100,100,100,50,100,90,75
2023,Western Asia,ASW,Georgia,GEO,Poverty & income,100,100,100,0,0,60,100,100,100,50,100,90,75
2023,Western Asia,ASW,Georgia,GEO,Social statistics subscore,80,60,60,15,0,43.9,90,100,80,50,95,83,63.6
