"country","source_id","value","descript","spi_indicator_description","spi_indicator_scoring","Pillar","color","max","Score"
"Mauritius","SPI.DIM4.1.CEN.INDEX",1,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#457B9D",1,25
"Argentina","SPI.DIM4.1.CEN.INDEX",1,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#457B9D",1,25
"Uruguay","SPI.DIM4.1.CEN.INDEX",0.8333333333333334,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,20.833333333333336
"Ecuador","SPI.DIM4.1.CEN.INDEX",0.6666666666666666,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,16.666666666666664
"Guatemala","SPI.DIM4.1.CEN.INDEX",0.6666666666666666,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,16.666666666666664
"Turkiye","SPI.DIM4.1.CEN.INDEX",0.6666666666666666,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,16.666666666666664
"United Arab Emirates","SPI.DIM4.1.CEN.INDEX",0.6666666666666666,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,16.666666666666664
"Kyrgyz Republic","SPI.DIM4.1.CEN.INDEX",0.6666666666666666,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,16.666666666666664
"Jordan","SPI.DIM4.1.CEN.INDEX",1,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#457B9D",1,25
"Egypt, Arab Rep.","SPI.DIM4.1.CEN.INDEX",0.8333333333333334,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,20.833333333333336
"Panama","SPI.DIM4.1.CEN.INDEX",0.8333333333333334,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,20.833333333333336
"Belarus","SPI.DIM4.1.CEN.INDEX",1,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#457B9D",1,25
"Burkina Faso","SPI.DIM4.1.CEN.INDEX",0.8333333333333334,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,20.833333333333336
"Ukraine","SPI.DIM4.1.CEN.INDEX",0.3333333333333333,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,8.333333333333332
"Tunisia","SPI.DIM4.1.CEN.INDEX",0.8333333333333334,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,20.833333333333336
"Dominican Republic","SPI.DIM4.1.CEN.INDEX",1,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#457B9D",1,25
"Sri Lanka","SPI.DIM4.1.CEN.INDEX",0.6666666666666666,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,16.666666666666664
"West Bank and Gaza","SPI.DIM4.1.CEN.INDEX",1,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#457B9D",1,25
"Paraguay","SPI.DIM4.1.CEN.INDEX",1,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#457B9D",1,25
"Montenegro","SPI.DIM4.1.CEN.INDEX",0.8333333333333334,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,20.833333333333336
"El Salvador","SPI.DIM4.1.CEN.INDEX",0.6666666666666666,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,16.666666666666664
"India","SPI.DIM4.1.CEN.INDEX",0.8333333333333334,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,20.833333333333336
"Jamaica","SPI.DIM4.1.CEN.INDEX",0.8333333333333334,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,20.833333333333336
"Kenya","SPI.DIM4.1.CEN.INDEX",1,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#457B9D",1,25
"Morocco","SPI.DIM4.1.CEN.INDEX",0.6666666666666666,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,16.666666666666664
"Rwanda","SPI.DIM4.1.CEN.INDEX",1,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#457B9D",1,25
"Bangladesh","SPI.DIM4.1.CEN.INDEX",1,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#457B9D",1,25
"Benin","SPI.DIM4.1.CEN.INDEX",0.8333333333333334,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,20.833333333333336
"Niger","SPI.DIM4.1.CEN.INDEX",0.6666666666666666,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,16.666666666666664
"Bolivia","SPI.DIM4.1.CEN.INDEX",0.6666666666666666,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,16.666666666666664
"Cote d'Ivoire","SPI.DIM4.1.CEN.INDEX",1,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#457B9D",1,25
"Azerbaijan","SPI.DIM4.1.CEN.INDEX",1,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#457B9D",1,25
"Nigeria","SPI.DIM4.1.CEN.INDEX",0.3333333333333333,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,8.333333333333332
"Uganda","SPI.DIM4.1.CEN.INDEX",0.8333333333333334,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,20.833333333333336
"Bosnia and Herzegovina","SPI.DIM4.1.CEN.INDEX",0.5,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,12.5
"Tanzania","SPI.DIM4.1.CEN.INDEX",1,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#457B9D",1,25
"Qatar","SPI.DIM4.1.CEN.INDEX",0.6666666666666666,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,16.666666666666664
"Pakistan","SPI.DIM4.1.CEN.INDEX",0.8333333333333334,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,20.833333333333336
"Belize","SPI.DIM4.1.CEN.INDEX",1,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#457B9D",1,25
"Fiji","SPI.DIM4.1.CEN.INDEX",1,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#457B9D",1,25
"Viet Nam","SPI.DIM4.1.CEN.INDEX",1,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#457B9D",1,25
"Gambia, The","SPI.DIM4.1.CEN.INDEX",0.8333333333333334,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,20.833333333333336
"Zimbabwe","SPI.DIM4.1.CEN.INDEX",0.5,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,12.5
"Mozambique","SPI.DIM4.1.CEN.INDEX",0.8333333333333334,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,20.833333333333336
"Togo","SPI.DIM4.1.CEN.INDEX",0.8333333333333334,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,20.833333333333336
"Mali","SPI.DIM4.1.CEN.INDEX",0.5,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,12.5
"Cameroon","SPI.DIM4.1.CEN.INDEX",0.5,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,12.5
"Ghana","SPI.DIM4.1.CEN.INDEX",0.8333333333333334,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,20.833333333333336
"Honduras","SPI.DIM4.1.CEN.INDEX",0.5,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,12.5
"Seychelles","SPI.DIM4.1.CEN.INDEX",0.5,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,12.5
"Myanmar","SPI.DIM4.1.CEN.INDEX",0.8333333333333334,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,20.833333333333336
"Maldives","SPI.DIM4.1.CEN.INDEX",0.6666666666666666,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,16.666666666666664
"Malawi","SPI.DIM4.1.CEN.INDEX",0.8333333333333334,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,20.833333333333336
"Botswana","SPI.DIM4.1.CEN.INDEX",1,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#457B9D",1,25
"St. Lucia","SPI.DIM4.1.CEN.INDEX",0.8333333333333334,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,20.833333333333336
"Zambia","SPI.DIM4.1.CEN.INDEX",0.3333333333333333,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,8.333333333333332
"Tajikistan","SPI.DIM4.1.CEN.INDEX",0.8333333333333334,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,20.833333333333336
"Iran, Islamic Rep.","SPI.DIM4.1.CEN.INDEX",1,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#457B9D",1,25
"Kuwait","SPI.DIM4.1.CEN.INDEX",0.6666666666666666,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,16.666666666666664
"Antigua and Barbuda","SPI.DIM4.1.CEN.INDEX",0.6666666666666666,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,16.666666666666664
"Tonga","SPI.DIM4.1.CEN.INDEX",1,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#457B9D",1,25
"Cambodia","SPI.DIM4.1.CEN.INDEX",0.8333333333333334,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,20.833333333333336
"Samoa","SPI.DIM4.1.CEN.INDEX",0.6666666666666666,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,16.666666666666664
"Ethiopia","SPI.DIM4.1.CEN.INDEX",0.16666666666666666,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,4.166666666666666
"Barbados","SPI.DIM4.1.CEN.INDEX",0.6666666666666666,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,16.666666666666664
"Brunei Darussalam","SPI.DIM4.1.CEN.INDEX",0.6666666666666666,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,16.666666666666664
"Eswatini","SPI.DIM4.1.CEN.INDEX",0.6666666666666666,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,16.666666666666664
"Palau","SPI.DIM4.1.CEN.INDEX",0.6666666666666666,"Dimension 4.1: Censuses","Availability of recent censuses covering broad areas. The following censuses are considered: Population & Housing census, Agriculture census, Business/establishment census. Source: NSO websites, World Bank microdata library, ILO microdata library, IHSN microdata library.","Unweighted average of indicators in this dimension.  Scores range from 0-1, with a score of 1 representing the best possible score.","Pillar 4: Data Sources","#FDE74C",1,16.666666666666664
