"country","iso3c","date","SPI.INDEX.PIL1","SPI.INDEX.PIL2","SPI.INDEX.PIL3","SPI.INDEX.PIL4","SPI.INDEX.PIL5","SPI.INDEX","SPI.DIM1.5.INDEX","SPI.DIM2.1.INDEX","SPI.DIM2.2.INDEX","SPI.DIM2.4.INDEX","SPI.DIM3.1.INDEX","SPI.DIM3.2.INDEX","SPI.DIM3.3.INDEX","SPI.DIM3.4.INDEX","SPI.DIM4.1.CEN.INDEX","SPI.DIM4.1.SVY.INDEX","SPI.DIM4.2.INDEX","SPI.DIM4.3.INDEX","SPI.DIM5.1.INDEX","SPI.DIM5.2.INDEX","SPI.DIM5.5.INDEX","SPI.D1.5.POV","SPI.D1.5.CHLD.MORT","SPI.D1.5.DT.TDS.DPPF.XP.ZS","SPI.D1.5.SAFE.MAN.WATER","SPI.D1.5.LFP","SPI.D2.1.GDDS","SPI.D2.2.Machine.readable","SPI.D2.2.Non.proprietary","SPI.D2.2.Download.options","SPI.D2.2.Metadata.available","SPI.D2.2.Terms.of.use","SPI.D2.2.Openness.subscore","SPI.D2.4.NADA","SPI.D3.1.POV","SPI.D3.2.HNGR","SPI.D3.3.HLTH","SPI.D3.4.EDUC","SPI.D3.5.GEND","SPI.D3.6.WTRS","SPI.D3.7.ENRG","SPI.D3.8.WORK","SPI.D3.9.INDY","SPI.D3.10.NEQL","SPI.D3.11.CITY","SPI.D3.12.CNSP","SPI.D3.15.LAND","SPI.D3.16.INST","SPI.D3.17.PTNS","SPI.D3.13.CLMT","SPI.D3.NA","SPI.D4.1.1.POPU","SPI.D4.1.2.AGRI","SPI.D4.1.3.BIZZ","SPI.D4.1.4.HOUS","SPI.D4.1.5.AGSVY","SPI.D4.1.6.LABR","SPI.D4.1.7.HLTH","SPI.D4.1.8.BZSVY","SPI.D4.2.3.CRVS","SPI.D4.3.GEO.first.admin.level","SPI.D5.1.DILG","SPI.D5.2.1.SNAU","SPI.D5.2.2.NABY","SPI.D5.2.3.CNIN","SPI.D5.2.4.CPIBY","SPI.D5.2.5.HOUS","SPI.D5.2.6.EMPL","SPI.D5.2.7.CGOV","SPI.D5.2.8.FINA","SPI.D5.2.9.MONY","SPI.D5.2.10.GSBP","SPI.D5.5.DIFI","income","region","weights","population"
"India","IND",2017,70,86.3,60.212500000000006,58.46666666666667,50,64.99583333333334,0.7,1,0.589,1,0.6296666666666667,0.5315,0.4445,0.889,0.6666666666666666,0.8,0.5,0.37200000000000005,-99,0.5,-99,0,1,1,1,0.5,1,0.981,0.657,0.321,0.529,0.458,0.589,1,0.286,0.9,0.762,0.455,0.375,1,0.933,0.25,0.556,0.5,0.2,0.75,0.889,0.889,0.889,0,NA,1,1,0,1,0.33,1,0.67,1,0.5,0.37200000000000005,NA,1,0.5,0.5,0.5,1,0,0.5,1,0,0,NA,"Lower middle income","South Asia",1,1359657400
"Viet Nam","VNM",2017,100,63.733333333333334,57.225,64.66666666666666,35,64.125,1,0.5,0.412,1,0.6508333333333334,0.525,0.4445,0.6060000000000001,0.6666666666666666,0.734,1,0.18600000000000003,-99,0.35,-99,1,1,1,1,1,0.5,0.52,0.6709999999999999,0.49,0.37799999999999995,0,0.412,1,0.571,0.9,0.714,0.545,0.375,0.8,0.8,0.583,0.667,0.4,0.2,0.5,0.889,0.667,0.545,0,NA,1,1,0,1,0,1,0.67,1,1,0.18600000000000003,NA,0.5,0.5,1,0.5,1,0,0,0,0,0,NA,"Lower middle income","East Asia & Pacific",1,95176977
"Rwanda","RWA",2017,90,71.06666666666666,70.17500000000001,37.43333333333333,50,63.735,0.9,0.5,0.632,1,0.7611666666666667,0.6648333333333334,0.6945,0.6415,0.3333333333333333,1,0,0.16399999999999998,-99,0.5,-99,1,1,1,1,0.5,0.5,0.508,0.915,0.262,0.542,0.933,0.632,1,0.857,0.778,0.762,0.545,0.625,1,0.8,0.583,0.556,0.75,0.8,0.5,0.889,0.556,0.727,0.5,NA,1,0,0,1,1,1,1,1,0,0.16399999999999998,NA,1,0.5,1,0.5,1,0,0,0,1,0,NA,"Low income","Sub-Saharan Africa",1,12202060
"Morocco","MAR",2017,90,74.96666666666667,62.80625,40.608333333333334,50,63.67625,0.9,1,0.249,1,0.6711666666666667,0.5128333333333334,0.6945,0.778,0.8333333333333334,0.666,0,0.125,-99,0.5,-99,0.5,1,1,1,1,1,0.05599999999999999,0.703,0.079,0.41,0,0.249,1,0.714,0.778,0.81,0.6,0.125,1,0.8,0.333,0.444,0.4,0.6,0.5,0.889,0.667,0.889,0.5,NA,1,1,0.5,1,0,1,0.33,1,0,0.125,NA,0.5,0.5,0.5,0.5,1,1,0,0,1,0,NA,"Lower middle income","Middle East, North Africa, Afghanistan & Pakistan",1,35446392
"Ghana","GHA",2017,100,60.66666666666667,67.64375,45.04166666666667,40,62.67041666666668,1,0.5,0.32,1,0.729,0.6295000000000001,0.6945,0.6415,0.6666666666666666,0.868,0,0.267,-99,0.4,-99,1,1,1,1,1,0.5,0.071,0.867,0.202,0.461,0,0.32,1,0.857,0.667,0.714,0.636,0.5,1,0.933,0.5,0.444,0.6,0.8,0.5,0.889,0.556,0.727,0.5,NA,1,0,1,1,0.67,0.67,1,1,0,0.267,NA,0.5,0,1,0,1,0,0.5,0,1,0,NA,"Lower middle income","Sub-Saharan Africa",1,30008354
"Malaysia","MYS",2017,86.6,49.766666666666666,74.5625,56.75,45,62.535833333333336,0.866,1,0.493,0,0.7436666666666667,0.6890000000000001,0.9445,0.7225,0.5,0.6,1,0.17,-99,0.45,-99,1,1,0.33,1,1,1,0.8220000000000001,0.775,0.422,0.411,0.037,0.493,0,1,0.9,0.857,0.455,0.25,1,0.8,0.667,0.75,0.75,0.667,0.5,0.889,0.667,0.778,1,NA,1,0.5,0,1,0,1,0.33,0.67,1,0.17,NA,0.5,0.5,1,0.5,1,0,0,0,1,0,NA,"Upper middle income","East Asia & Pacific",1,32355644
"Tanzania","TZA",2017,80,60.199999999999996,75.44375000000001,41.741666666666674,55.00000000000001,62.47708333333334,0.8,0.5,0.306,1,0.7563333333333333,0.6813333333333333,0.9445,0.778,0.6666666666666666,0.8,0,0.203,-99,0.55,-99,0,1,1,1,1,0.5,0.105,0.738,0.34299999999999997,0.34299999999999997,0,0.306,1,0.857,0.9,0.667,0.364,0.75,1,0.8,0.538,0.75,0.5,1,0.5,0.889,0.778,0.778,1,NA,1,1,0,1,0.67,0.33,1,1,0,0.203,NA,1,0.5,0.5,0.5,1,1,0,0,1,0,NA,"Lower middle income","Sub-Saharan Africa",1,55652890
"Guatemala","GTM",2017,90,60.66666666666667,79.14999999999999,55.98333333333334,25,62.160000000000004,0.9,0.5,0.32,1,0.8216666666666667,0.6778333333333334,0.9445,0.889,0.3333333333333333,0.802,1,0.104,-99,0.25,-99,0.5,1,1,1,1,0.5,0.505,0.495,0.213,0.387,0,0.32,1,1,0.778,0.857,0.545,0.75,1,0.933,0.667,0.667,0.5,0.8,0.5,0.889,0.889,0.889,1,NA,0.5,0.5,0,0.67,1,1,0.67,0.67,1,0.104,NA,0.5,0,0.5,0.5,0,0,0,0,1,0,NA,"Upper middle income","Latin America & Caribbean",1,16567357
"Bolivia","BOL",2017,100,66.83333333333333,71.96249999999999,54.96666666666666,15,61.7525,1,0.5,0.505,1,0.7738333333333334,0.6628333333333334,0.6945,0.7525,0.6666666666666666,0.868,0.5,0.16399999999999998,-99,0.15,-99,1,1,1,1,1,0.5,0.6709999999999999,0.7509999999999999,0.69,0.411,0,0.505,1,0.857,0.9,0.95,0.636,0.5,0.8,0.933,0.75,0.444,0.5,0.6,0.75,0.889,0.778,0.727,0.5,NA,1,1,0,1,0.67,1,1,0.67,0.5,0.16399999999999998,NA,0,0,0.5,0,0,0,0,0,1,0,NA,"Lower middle income","Latin America & Caribbean",1,11344587
"Fiji","FJI",2017,90,60.199999999999996,59.224999999999994,53.86666666666666,45,61.658333333333324,0.9,0.5,0.306,1,0.5931666666666667,0.5138333333333334,0.6945,0.7225,0.6666666666666666,0.466,1,0.022,-99,0.45,-99,0.5,1,1,1,1,0.5,0.19,0.644,0.363,0.33399999999999996,0,0.306,1,0.857,0.444,0.81,0.273,0.375,0.8,0.933,0.417,0.333,0.4,0.5,0.5,0.889,0.556,0.889,0.5,NA,1,1,0,1,0,1,0,0.33,1,0.022,NA,0.5,0.5,1,0.5,1,0,0,0,1,0,NA,"Upper middle income","East Asia & Pacific",1,918759
"Honduras","HND",2017,90,61.59999999999999,68.68124999999999,45.78333333333333,40,61.21291666666666,0.9,0.5,0.348,1,0.6573333333333333,0.6833333333333333,0.6945,0.778,0.3333333333333333,0.868,0.5,0.13,-99,0.4,-99,1,1,1,1,0.5,0.5,0.66,0.358,0.253,0.467,0,0.348,1,0.714,0.444,0.9,0.636,0.25,1,0.933,0.75,0.667,0.4,0.6,0.75,0.889,0.667,0.889,0.5,NA,1,0,0,1,1,1,0.67,0.67,0.5,0.13,NA,0.5,0,0.5,0,1,0,1,0,1,0,NA,"Lower middle income","Latin America & Caribbean",1,9588137
"Azerbaijan","AZE",2017,80,31.133333333333336,64.85,57.54166666666666,70,60.705,0.8,0.5,0.434,0,0.6768333333333333,0.5616666666666666,0.6945,0.778,0.6666666666666666,0.4,1,0.235,-99,0.7,-99,0,1,1,1,1,0.5,0.934,0.393,0.49,0.35200000000000004,0,0.434,0,0.429,0.889,0.857,0.6,0.286,1,0.8,0.462,0.625,0.4,0.333,0.75,0.889,0.667,0.889,0.5,NA,1,1,0,1,0,0.67,0,0.33,1,0.235,NA,0.5,0,1,1,1,1,0.5,0,1,1,NA,"Upper middle income","Europe & Central Asia",1,9854033
"Montenegro","MNE",2017,90,61.86666666666667,61.443749999999994,59.81666666666666,30,60.62541666666667,0.9,0.5,0.35600000000000004,1,0.638,0.5333333333333333,0.6945,0.7070000000000001,0.6666666666666666,0.666,1,0.06,-99,0.3,-99,1,1,1,0.5,1,0.5,0.634,0.326,0.217,0.6,0,0.35600000000000004,1,0.857,0.9,0.857,0.364,0.25,0.6,0.6,0.583,0.667,0.6,0.5,0.25,0.889,0.778,0.636,0.5,NA,1,1,0,1,0.33,1,0.33,0.67,1,0.06,NA,0.5,0,1,0.5,1,0,0,0,0,0,NA,"Upper middle income","Europe & Central Asia",1,625982
"Senegal","SEN",2017,80,64.03333333333332,67.4125,50.45,40,60.37916666666667,0.8,0.5,0.421,1,0.7115,0.5916666666666667,0.6945,0.789,1,0.8,0,0.218,-99,0.4,-99,0,1,1,1,1,0.5,0.071,0.8859999999999999,0.268,0.485,0.395,0.421,1,0.571,0.8,0.762,0.636,0.75,0.75,0.8,0.583,0.667,0.4,0.6,0.5,0.889,0.778,0.8,0.5,NA,1,1,1,0.67,1,1,1,0.33,0,0.218,NA,0.5,0,0.5,0.5,1,0,0,0.5,1,0,NA,"Lower middle income","Sub-Saharan Africa",1,15475002
"Tunisia","TUN",2017,90,78.89999999999999,60.23125,52.474999999999994,20,60.321250000000006,0.9,1,0.3670000000000001,1,0.61,0.5695,0.6945,0.5855,0.5,0.534,1,0.065,-99,0.2,-99,0.5,1,1,1,1,1,0.498,0.73,0.232,0.374,0,0.3670000000000001,1,0.857,0.6,0.714,0.364,0.125,1,0.8,0.25,0.667,0.6,0.6,0.5,0.889,0.444,0.727,0.5,NA,1,0.5,0,0.67,0,1,0.67,0.33,1,0.065,NA,0.5,0.5,1,0,0,0,0,0,0,0,NA,"Lower middle income","Middle East, North Africa, Afghanistan & Pakistan",1,11650498
"Zambia","ZMB",2017,90,56.73333333333333,71.99375,42.675,40,60.28041666666668,0.9,0.5,0.202,1,0.7495,0.6518333333333334,0.9445,0.611,0.5,0.868,0,0.33899999999999997,-99,0.4,-99,0.5,1,1,1,1,0.5,0,0.583,0.135,0.292,0,0.202,1,1,0.875,0.667,0.455,0.5,1,0.8,0.417,0.444,0.75,1,0.5,0.889,0.444,0.778,1,NA,1,0.5,0,0.67,1,1,0.67,1,0,0.33899999999999997,NA,1,0.5,0.5,0,1,0,0,0,1,0,NA,"Lower middle income","Sub-Saharan Africa",1,17441320
"Bangladesh","BGD",2017,90,61.9,70.46874999999999,50.641666666666666,25,59.60208333333335,0.9,0.5,0.35700000000000004,1,0.7496666666666667,0.6656666666666666,0.6945,0.6970000000000001,0.6666666666666666,0.734,0.5,0.125,-99,0.25,-99,0.5,1,1,1,1,0.5,0.037,0.8959999999999999,0.406,0.4479999999999999,0,0.35700000000000004,1,0.714,0.889,0.85,0.545,0.5,1,0.933,0.667,0.444,0.6,0.6,0.75,0.889,0.667,0.727,0.5,NA,1,1,0,0.67,0.33,1,1,0.67,0.5,0.125,NA,0.5,0,1,0,0,0,0,0,1,0,NA,"Lower middle income","South Asia",1,162186147
"Pakistan","PAK",2017,100,59.199999999999996,67.225,41.016666666666666,30,59.488333333333344,1,0.5,0.276,1,0.7021666666666667,0.6638333333333333,0.6945,0.5855,0.6666666666666666,0.666,0,0.308,-99,0.3,-99,1,1,1,1,1,0.5,0,0.7559999999999999,0.245,0.37799999999999995,0,0.276,1,0.857,0.889,0.762,0.455,0.25,1,0.8,0.583,0.75,0.75,0.6,0.5,0.889,0.444,0.727,0.5,NA,1,1,0,1,0,1,1,0.33,0,0.308,NA,0.5,0,1,0.5,0,0,0,0,1,0,NA,"Lower middle income","Middle East, North Africa, Afghanistan & Pakistan",1,223273967
"Togo","TGO",2017,90,59.03333333333334,73.27499999999999,39.925,35,59.44666666666666,0.9,0.5,0.271,1,0.7601666666666667,0.6381666666666667,0.9445,0.7225,1,0.466,0,0.131,-99,0.35,-99,0.5,1,1,1,1,0.5,0.235,0.583,0.27699999999999997,0.258,0,0.271,1,1,0.889,0.667,0.455,0.75,0.8,0.8,0.462,0.667,0.6,0.8,0.5,0.889,0.667,0.778,1,NA,1,1,1,0.67,0,0.33,1,0.33,0,0.131,NA,0,0,1,0.5,1,0,0,0,1,0,NA,"Low income","Sub-Saharan Africa",1,8057140
"Samoa","WSM",2017,90,63.26666666666667,59.84375000000001,34.81666666666667,45,58.58541666666667,0.9,0.5,0.398,1,0.5645,0.49433333333333335,0.9445,0.6665,0.6666666666666666,0.534,0,0.192,-99,0.45,-99,0.5,1,1,1,1,0.5,0.13699999999999998,0.8959999999999999,0.24,0.43,0.289,0.398,1,0.714,0.667,0.667,0.364,0.375,0.6,0.8,0.333,0.333,0.5,0.5,0.5,0.889,0.444,0.889,1,NA,1,1,0,0.67,0.33,0.67,0.33,0.67,0,0.192,NA,0.5,0.5,0.5,0.5,1,0,0,0.5,1,0,NA,"Upper middle income","East Asia & Pacific",1,205415
"West Bank and Gaza","PSE",2017,70,46.9,60.175,60.466666666666654,55.00000000000001,58.508333333333326,0.7,1,0.407,0,0.618,0.4731666666666667,0.9445,0.5960000000000001,0.6666666666666666,0.868,0.5,0.384,-99,0.55,-99,0.5,1,1,1,0,1,0.156,0.929,0.439,0.513,0,0.407,0,0.857,0.75,0.381,0.545,0.375,0.8,0.6,0.462,0.444,0.333,0.5,0.5,0.889,0.556,0.636,1,NA,1,1,0,1,0.67,1,0.67,1,0.5,0.384,NA,0,0,1,0.5,1,0,1,0,1,1,NA,"Lower middle income","Middle East, North Africa, Afghanistan & Pakistan",1,4454805
"Panama","PAN",2017,100,28.766666666666662,69.40624999999999,64.91666666666667,25,57.617916666666666,1,0.5,0.363,0,0.7275,0.6528333333333334,0.6945,0.7170000000000001,0.6666666666666666,0.666,1,0.264,-99,0.25,-99,1,1,1,1,1,0.5,0.495,0.745,0.131,0.4429999999999999,0,0.363,0,0.857,0.667,0.905,0.636,0.5,0.8,0.8,0.75,0.667,0.4,0.8,0.5,0.889,0.889,0.545,0.5,NA,1,1,0,1,0,1,0.33,1,1,0.264,NA,0.5,0.5,0.5,0,0,0,0,0,1,0,NA,"High income","Latin America & Caribbean",1,4098707
"Botswana","BWA",2017,60,66.23333333333332,69.27499999999999,57.166666666666664,35,57.53499999999999,0.6,0.5,0.487,1,0.626,0.6843333333333333,0.9445,0.6665,0.6666666666666666,0.534,1,0.086,-99,0.35,-99,0.5,0,1,1,0.5,0.5,0.037,0.83,0.325,0.452,0.7929999999999999,0.487,1,0.714,0.7,0.762,0.455,0.125,1,0.8,0.417,0.556,0.75,0.833,0.75,0.889,0.444,0.889,1,NA,1,1,0,0.67,1,0,0.67,0.33,1,0.086,NA,0.5,0,1,0,1,0,0,0,1,0,NA,"Upper middle income","Sub-Saharan Africa",1,2266747
"Malawi","MWI",2017,90,61.96666666666666,72.29999999999998,43.00833333333334,20,57.45500000000001,0.9,0.5,0.359,1,0.7306666666666667,0.5861666666666667,0.9445,0.889,0.8333333333333334,0.734,0,0.153,-99,0.2,-99,0.5,1,1,1,1,0.5,0.222,0.647,0.259,0.306,0.359,0.359,1,1,0.9,0.714,0.545,0.625,0.6,0.933,0.462,0.222,0.6,0.8,0.5,0.889,0.889,0.889,1,NA,1,0.5,1,1,0,0.67,1,1,0,0.153,NA,1,0.5,0.5,0,0,0,0,0,0,0,NA,"Low income","Sub-Saharan Africa",1,18039715
"St. Lucia","LCA",2017,100,55.766666666666666,52.53124999999999,57.291666666666664,20,57.117916666666666,1,0.5,0.173,1,0.487,0.46016666666666667,0.6945,0.6665,0.6666666666666666,0.398,1,0.227,-99,0.2,-99,1,1,1,1,1,0.5,0.024,0.5539999999999999,0.265,0.024,0,0.173,1,0.571,0.5,0.762,0.364,0.125,0.6,0.8,0.167,0.111,0.333,0.6,0.75,0.889,0.444,0.889,0.5,NA,1,1,0,0.33,0,1,0.33,0.33,1,0.227,NA,0,0,0.5,0.5,0,0,0,0,1,0,NA,"Upper middle income","Latin America & Caribbean",1,176342
"Cameroon","CMR",2017,80,61.7,75.25,33.25,35,57.04,0.8,0.5,0.35100000000000003,1,0.7483333333333333,0.6656666666666667,0.9445,0.8335,0.5,0.534,0,0.29600000000000004,-99,0.35,-99,0.5,1,1,1,0.5,0.5,0.225,0.843,0.29600000000000004,0.391,0,0.35100000000000003,1,1,0.667,0.762,0.636,0.625,0.8,0.933,0.667,0.444,0.4,0.8,0.75,0.889,0.889,0.778,1,NA,0.5,0,1,0.67,0,0.33,0.67,1,0,0.29600000000000004,NA,0.5,0,1,0,1,0,0,0,1,0,NA,"Lower middle income","Sub-Saharan Africa",1,24128601
"Kenya","KEN",2017,80,60.76666666666666,69.38125,34.84166666666667,40,56.99791666666667,0.8,0.5,0.32299999999999995,1,0.7585,0.5638333333333334,0.6945,0.889,0.6666666666666666,0.468,0,0.259,-99,0.4,-99,0.5,1,1,1,0.5,0.5,0.094,0.8859999999999999,0.15,0.485,0,0.32299999999999995,1,0.857,0.9,0.714,0.455,0.625,1,0.933,0.417,0.333,0.4,0.8,0.5,0.889,0.889,0.889,0.5,NA,1,0,1,0.67,0,0,1,0.67,0,0.259,NA,1,0.5,0.5,0,0,0,1,0,1,0,NA,"Lower middle income","Sub-Saharan Africa",1,49197766
"Niger","NER",2017,90,60.86666666666667,63.956250000000004,39.800000000000004,30,56.924583333333345,0.9,0.5,0.326,1,0.6603333333333333,0.5165000000000001,0.9445,0.6415,0.5,0.802,0,0.29,-99,0.3,-99,0.5,1,1,1,1,0.5,0.179,0.8190000000000001,0.24,0.391,0,0.326,1,1,0.778,0.714,0.545,0.125,0.8,0.8,0.333,0.333,0.333,0.8,0.5,0.889,0.556,0.727,1,NA,1,0.5,0,1,0.67,0.67,1,0.67,0,0.29,NA,0.5,0,0.5,0,1,0,0,0,1,0,NA,"Low income","Sub-Saharan Africa",1,21435446
"Cambodia","KHM",2017,80,59.566666666666656,67.78124999999999,36.96666666666666,40,56.86291666666668,0.8,0.5,0.287,1,0.6888333333333333,0.6278333333333334,0.6945,0.778,0.6666666666666666,0.532,0,0.28,-99,0.4,-99,0,1,1,1,1,0.5,0.207,0.5720000000000001,0.188,0.469,0,0.287,1,0.571,0.667,0.85,0.545,0.5,1,0.933,0.417,0.667,0.4,0.6,0.75,0.889,0.667,0.889,0.5,NA,1,1,0,1,0,0.33,1,0.33,0,0.28,NA,0.5,0,0.5,0,1,0,0,0,1,1,NA,"Lower middle income","East Asia & Pacific",1,16073372
"Mozambique","MOZ",2017,80,57.36666666666667,69.4875,40.1,35,56.39083333333333,0.8,0.5,0.221,1,0.6963333333333334,0.5973333333333334,0.9445,0.7335,1,0.468,0,0.136,-99,0.35,-99,0.5,1,1,1,0.5,0.5,0.132,0.617,0.042,0.315,0,0.221,1,1,0.8,0.714,0.364,0.5,0.8,0.8,0.417,0.667,0.4,0.8,0.5,0.889,0.667,0.8,1,NA,1,1,1,0.67,0.67,0,1,0,0,0.136,NA,0.5,0.5,0.5,0,1,0,0,0,1,0,NA,"Low income","Sub-Saharan Africa",1,28166393
"Ethiopia","ETH",2017,90,58.666666666666664,76.31875,41.87500000000001,15,56.372083333333336,0.9,0.5,0.26,1,0.832,0.6475,0.9445,0.7225,0.5,0.934,0,0.241,-99,0.15,-99,0.5,1,1,1,1,0.5,0,0.6890000000000001,0.245,0.368,0,0.26,1,1,0.9,0.762,0.455,0.875,1,0.933,0.385,0.667,0.6,0.8,0.5,0.889,0.556,0.889,1,NA,1,0.5,0,1,1,0.67,1,1,0,0.241,NA,0.5,0.5,0,0,0,0,0,0.5,0,0,NA,"Not classified","Sub-Saharan Africa",1,109666481
"Nigeria","NGA",2017,86.6,61.03333333333334,55.09375,37.483333333333334,40,56.04208333333334,0.866,0.5,0.331,1,0.6103333333333333,0.4935,0.4445,0.6515,0.3333333333333333,0.866,0,0.3,-99,0.4,-99,1,1,0.33,1,1,0.5,0.266,0.748,0.348,0.294,0,0.331,1,0.286,0.889,0.714,0.273,0.5,1,0.8,0.417,0.444,0.4,0.4,0.5,0.889,0.667,0.636,0,NA,0.5,0.5,0,1,1,0.33,1,1,0,0.3,NA,1,0.5,1,0.5,0,0,0,0,1,0,NA,"Lower middle income","Sub-Saharan Africa",1,200254579
"Cabo Verde","CPV",2017,80,57.03333333333334,60.74375,56.79166666666667,25,55.91375000000001,0.8,0.5,0.211,1,0.5958333333333333,0.5888333333333333,0.6945,0.611,0.6666666666666666,0.534,1,0.071,-99,0.25,-99,0,1,1,1,1,0.5,0.275,0.27,0.212,0.29600000000000004,0,0.211,1,0.857,0.556,0.857,0.455,0.25,0.6,0.8,0.5,0.333,0.4,0.5,1,0.889,0.333,0.889,0.5,NA,1,1,0,0.67,0,1,0,1,1,0.071,NA,0.5,0.5,0,0,0,0,0.5,0,1,0,NA,"Upper middle income","Sub-Saharan Africa",1,512893
"Bosnia and Herzegovina","BIH",2017,80,27.73333333333333,56.59375000000001,49.983333333333334,65,55.86208333333333,0.8,0.5,0.332,0,0.5608333333333333,0.5593333333333333,0.4445,0.7225,0.3333333333333333,0.666,1,0,-99,0.65,-99,0,1,1,1,1,0.5,0.033,0.8240000000000001,0.373,0.429,0,0.332,0,0.429,0.556,0.857,0.273,0.25,1,0.8,0.583,0.556,0.5,0.167,0.75,0.889,0.667,0.778,0,NA,1,0,0,1,0,1,0.33,1,1,0,NA,0.5,1,1,0.5,1,0,1,0.5,1,0,NA,"Upper middle income","Europe & Central Asia",1,3428682
"Paraguay","PRY",2017,70,60.36666666666666,70.63749999999999,37.71666666666667,40,55.74416666666666,0.7,0.5,0.311,1,0.7641666666666667,0.5916666666666667,0.6945,0.889,0.6666666666666666,0.734,0,0.108,-99,0.4,-99,1,0,1,1,0.5,0.5,0.07400000000000001,0.8959999999999999,0.119,0.467,0,0.311,1,0.857,0.778,0.905,0.545,0.5,1,0.8,0.583,0.667,0.5,0.5,0.5,0.889,0.889,0.889,0.5,NA,1,1,0,1,0,1,0.67,1,0,0.108,NA,0.5,0,0.5,0,1,0,1,0,1,0,NA,"Upper middle income","Latin America & Caribbean",1,6338660
"Tajikistan","TJK",2017,90,31.866666666666667,61.4625,44.766666666666666,50,55.61916666666667,0.9,0.5,0.456,0,0.6775,0.4791666666666667,0.6945,0.7525,0.6666666666666666,0.602,0.5,0.022,-99,0.5,-99,0.5,1,1,1,1,0.5,0.463,0.489,0.4429999999999999,0.4429999999999999,0.4429999999999999,0.456,0,0.857,0.625,0.81,0.273,0.5,1,0.8,0.231,0.444,0.4,0.5,0.5,0.889,0.778,0.727,0.5,NA,1,1,0,1,0,0.67,0.67,0.67,0.5,0.022,NA,0.5,1,0,1,1,0,0,0.5,1,0,NA,"Lower middle income","Europe & Central Asia",1,9085946
"Bhutan","BTN",2017,80,61.1,67.975,46.85,20,55.18500000000001,0.8,0.5,0.33299999999999996,1,0.6756666666666666,0.6,0.9445,0.6665,1,0.6,0,0.27399999999999997,-99,0.2,-99,1,0,1,1,1,0.5,0.15,0.878,0.122,0.514,0,0.33299999999999996,1,0.857,0.667,0.7,0.455,0.375,1,0.933,0.417,0.333,0.5,0.667,0.75,0.889,0.444,0.889,1,NA,1,1,1,1,0,1,0.67,0.33,0,0.27399999999999997,NA,0.5,0,0,0,0,0,0.5,0,1,0,NA,"Lower middle income","South Asia",1,754335
"China","CHN",2017,83.39999999999999,46.53333333333333,59.9875,35.916666666666664,50,55.167500000000004,0.834,1,0.396,0,0.6255,0.5760000000000001,0.6945,0.5,0.6666666666666666,0.4,0,0.37,-99,0.5,-99,1,1,0.67,1,0.5,1,0.024,0.804,0.733,0.421,0,0.396,0,0.714,0.8,0.75,0.364,0.125,1,0.8,0.25,0.556,0.6,0.5,0.75,0.889,0.222,0.778,0.5,NA,1,1,0,1,0,0.67,0.33,0,0,0.37,NA,0.5,0.5,1,1,1,0,0.5,0.5,0,0,NA,"Upper middle income","East Asia & Pacific",1,1396215000
"Jordan","JOR",2017,80,46.36666666666667,60.568749999999994,67.275,20,54.84208333333335,0.8,1,0.391,0,0.565,0.5593333333333333,0.6945,0.778,1,0.934,0.5,0.257,-99,0.2,-99,0,1,1,1,1,1,0.514,0.753,0.487,0.203,0,0.391,0,0.429,0.667,0.714,0.455,0.125,1,0.8,0.5,0.556,0.4,0.6,0.5,0.889,0.667,0.889,0.5,NA,1,1,1,1,1,1,1,0.67,0.5,0.257,NA,0,0,1,0.5,0,0,0,0.5,0,0,NA,"Lower middle income","Middle East, North Africa, Afghanistan & Pakistan",1,10234226
"Lesotho","LSO",2017,80,63.19999999999999,52.19375000000001,38.141666666666666,40,54.70708333333334,0.8,0.5,0.396,1,0.5363333333333333,0.4665,0.4445,0.7225,0.6666666666666666,0.734,0,0.125,-99,0.4,-99,0,1,1,1,1,0.5,0.204,0.7340000000000001,0.406,0.635,0,0.396,1,0.429,0.667,0.667,0.455,0.25,0.75,0.933,0.333,0.333,0.5,0.2,0.5,0.889,0.556,0.889,0,NA,1,1,0,1,1,0.33,0.67,0.67,0,0.125,NA,0.5,0.5,0.5,0,1,0,0,0.5,1,0,NA,"Lower middle income","Sub-Saharan Africa",1,2157110
"Burundi","BDI",2017,80,59.73333333333333,74.71875,23.008333333333333,35,54.492083333333326,0.8,0.5,0.292,1,0.7883333333333333,0.62,0.9445,0.808,0.3333333333333333,0.466,0,0.121,-99,0.35,-99,0.5,1,1,1,0.5,0.5,0,0.764,0.311,0.387,0,0.292,1,1,0.778,0.8,0.727,0.625,0.8,0.933,0.615,0.222,0.4,0.8,0.75,0.889,0.889,0.727,1,NA,1,0,0,1,0.33,0,0.67,0.33,0,0.121,NA,0.5,0,0.5,0.5,1,0,0,0,1,0,NA,"Low income","Sub-Saharan Africa",1,11506762
