country,region,income,fragile_conflict,iso3c,date,SPI.INDEX.PIL1,SPI.INDEX.PIL2,SPI.INDEX.PIL3,SPI.INDEX.PIL4,SPI.INDEX.PIL5,SPI.INDEX,SPI.INDEX.quintile,SPI.INDEX.PIL1.quintile,SPI.INDEX.PIL2.quintile,SPI.INDEX.PIL3.quintile,SPI.INDEX.PIL4.quintile,SPI.INDEX.PIL5.quintile,population,iso2c,NY.GDP.PCAP.PP.KD,unit,obs_status,footnote,last_updated
Zimbabwe,Sub-Saharan Africa,Lower middle income,Institutional and Social Fragility,ZWE,2019,100,59.93333333333333,70.2375,46.44166666666667,45,64.32249999999999,3rd Quintile,Top Quintile,2nd Quintile,4th Quintile,3rd Quintile,3rd Quintile,15271368,ZW,3294.80389162738,NA,NA,NA,2025-10-07
Ghana,Sub-Saharan Africa,Lower middle income,Other,GHA,2019,90,61.266666666666666,65.1125,54.45,50,64.16583333333334,3rd Quintile,Top Quintile,2nd Quintile,4th Quintile,3rd Quintile,3rd Quintile,31258945,GH,6508.24652305901,NA,NA,NA,2025-10-07
Myanmar,East Asia & Pacific,Lower middle income,Conflict,MMR,2019,100,67.06666666666666,73.80624999999998,42.94166666666666,35,63.762916666666655,3rd Quintile,Top Quintile,3rd Quintile,Top Quintile,2nd Quintile,3rd Quintile,52640713,MM,6562.98898478625,NA,NA,NA,2025-10-07
Rwanda,Sub-Saharan Africa,Low income,Other,RWA,2019,90,72.43333333333332,69.61875,36.90833333333333,45,62.79208333333334,3rd Quintile,Top Quintile,3rd Quintile,4th Quintile,2nd Quintile,3rd Quintile,12776103,RW,2667.46458436613,NA,NA,NA,2025-10-07
Guatemala,Latin America & Caribbean,Upper middle income,Other,GTM,2019,80,62.1,73.93124999999999,61.650000000000006,35,62.536249999999995,3rd Quintile,3rd Quintile,3rd Quintile,Top Quintile,4th Quintile,3rd Quintile,17103803,GT,11466.3762560987,NA,NA,NA,2025-10-07
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,Other,BIH,2019,80,60.66666666666667,58.13750000000002,49.03333333333333,60,61.56750000000002,3rd Quintile,3rd Quintile,2nd Quintile,3rd Quintile,3rd Quintile,4th Quintile,3345533,BA,17029.6208823365,NA,NA,NA,2025-10-07
Togo,Sub-Saharan Africa,Low income,Other,TGO,2019,90,59.833333333333336,68.54374999999997,42.675,45,61.21041666666667,3rd Quintile,Top Quintile,2nd Quintile,4th Quintile,2nd Quintile,3rd Quintile,8463068,TG,2501.03087536243,NA,NA,NA,2025-10-07
Honduras,Latin America & Caribbean,Lower middle income,Other,HND,2019,90,62.36666666666666,66.85624999999999,46.65833333333333,40,61.17625,3rd Quintile,Top Quintile,3rd Quintile,4th Quintile,3rd Quintile,3rd Quintile,9943633,HN,6264.01884276715,NA,NA,NA,2025-10-07
Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Other,PAK,2019,100,60.966666666666654,73.29375,40.766666666666666,30,61.00541666666667,3rd Quintile,Top Quintile,2nd Quintile,Top Quintile,2nd Quintile,2nd Quintile,230800899,PK,5295.95295138203,NA,NA,NA,2025-10-07
Fiji,East Asia & Pacific,Upper middle income,Other,FJI,2019,90,59.5,52.93750000000001,53.86666666666666,45,60.26083333333333,3rd Quintile,Top Quintile,2nd Quintile,2nd Quintile,3rd Quintile,3rd Quintile,914899,FJ,13567.4738824515,NA,NA,NA,2025-10-07
Zambia,Sub-Saharan Africa,Lower middle income,Other,ZMB,2019,90,57.8,70.4625,42.675,40,60.187500000000014,3rd Quintile,Top Quintile,2nd Quintile,4th Quintile,2nd Quintile,3rd Quintile,18513839,ZM,3591.56418883108,NA,NA,NA,2025-10-07
Seychelles,Sub-Saharan Africa,High income,Other,SYC,2019,90,46.46666666666667,52.837500000000006,60.24166666666666,50,59.90916666666667,3rd Quintile,Top Quintile,Bottom 20%,2nd Quintile,4th Quintile,3rd Quintile,97625,SC,34346.0708923483,NA,NA,NA,2025-10-07
Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Other,JOR,2019,80,47.5,71.29375,70.42500000000001,30,59.84374999999999,3rd Quintile,3rd Quintile,Bottom 20%,4th Quintile,Top Quintile,2nd Quintile,10671891,JO,9288.52709103516,NA,NA,NA,2025-10-07
Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",High income,Other,SAU,2019,70,60.73333333333333,47.21875,70.64166666666665,50,59.71875,3rd Quintile,2nd Quintile,2nd Quintile,2nd Quintile,Top Quintile,3rd Quintile,30063799,SA,62647.7141300525,NA,NA,NA,2025-10-07
China,East Asia & Pacific,Upper middle income,Other,CHN,2019,83.39999999999999,46.4,59.67499999999999,43.3,65,59.555,3rd Quintile,3rd Quintile,Bottom 20%,3rd Quintile,2nd Quintile,4th Quintile,1407745000,CN,18820.5131033646,NA,NA,NA,2025-10-07
Paraguay,Latin America & Caribbean,Upper middle income,Other,PRY,2019,70,63.06666666666667,76.43124999999999,32.4,55.00000000000001,59.37958333333333,3rd Quintile,2nd Quintile,3rd Quintile,Top Quintile,Bottom 20%,4th Quintile,6515058,PY,15321.3245528933,NA,NA,NA,2025-10-07
Bangladesh,South Asia,Lower middle income,Other,BGD,2019,90,61.59999999999999,68.975,50.641666666666666,25,59.24333333333334,3rd Quintile,Top Quintile,3rd Quintile,4th Quintile,3rd Quintile,2nd Quintile,164913055,BD,6838.32611608243,NA,NA,NA,2025-10-07
Mozambique,Sub-Saharan Africa,Low income,Conflict,MOZ,2019,90,57.63333333333334,67.39374999999998,41.125,40,59.23041666666666,3rd Quintile,Top Quintile,2nd Quintile,4th Quintile,2nd Quintile,3rd Quintile,29884380,MZ,1528.88988354373,NA,NA,NA,2025-10-07
Bolivia,Latin America & Caribbean,Lower middle income,Other,BOL,2019,80,68.53333333333333,70.38125,56.01666666666667,20,58.986250000000005,3rd Quintile,3rd Quintile,3rd Quintile,4th Quintile,3rd Quintile,Bottom 20%,11671386,BO,9985.23048460376,NA,NA,NA,2025-10-07
Viet Nam,East Asia & Pacific,Lower middle income,Other,VNM,2019,100,63.99999999999999,55.06875000000001,40.74166666666667,35,58.962083333333325,3rd Quintile,Top Quintile,3rd Quintile,3rd Quintile,2nd Quintile,3rd Quintile,97173776,VN,11628.6139147451,NA,NA,NA,2025-10-07
Jamaica,Latin America & Caribbean,Upper middle income,Other,JAM,2019,80,73.73333333333333,52.88125,56.60000000000001,30,58.64291666666668,3rd Quintile,3rd Quintile,3rd Quintile,2nd Quintile,3rd Quintile,2nd Quintile,2823271,JM,10216.0655367181,NA,NA,NA,2025-10-07
Algeria,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,Other,DZA,2019,80,60.133333333333326,57.3625,54.11666666666667,40,58.32250000000001,3rd Quintile,3rd Quintile,2nd Quintile,3rd Quintile,3rd Quintile,3rd Quintile,43294546,DZ,15199.1989965639,NA,NA,NA,2025-10-07
Malawi,Sub-Saharan Africa,Low income,Other,MWI,2019,90,61.23333333333334,66.54374999999999,43.75833333333334,30,58.307083333333345,3rd Quintile,Top Quintile,2nd Quintile,4th Quintile,2nd Quintile,2nd Quintile,19025752,MW,1687.28944917892,NA,NA,NA,2025-10-07
Tanzania,Sub-Saharan Africa,Lower middle income,Other,TZA,2019,76.6,60.7,68.78125,40.09166666666666,45,58.23458333333333,3rd Quintile,2nd Quintile,2nd Quintile,4th Quintile,2nd Quintile,3rd Quintile,59174891,TZ,3484.63256835938,NA,NA,NA,2025-10-07
Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",High income,Other,KWT,2019,80,66.33333333333333,51.65625,57.25833333333333,35,58.049583333333345,2nd Quintile,3rd Quintile,3rd Quintile,2nd Quintile,3rd Quintile,3rd Quintile,4442316,KW,51380.6455015764,NA,NA,NA,2025-10-07
Botswana,Sub-Saharan Africa,Upper middle income,Other,BWA,2019,60,66.56666666666666,65.3875,58.09166666666666,40,58.009166666666665,2nd Quintile,2nd Quintile,3rd Quintile,4th Quintile,3rd Quintile,3rd Quintile,2332083,BW,18106.0105437839,NA,NA,NA,2025-10-07
Angola,Sub-Saharan Africa,Lower middle income,Other,AGO,2019,80,57.3,68.5625,43.9,40,57.95250000000001,2nd Quintile,3rd Quintile,2nd Quintile,4th Quintile,2nd Quintile,3rd Quintile,32375632,AO,8274.54256174643,NA,NA,NA,2025-10-07
United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,Other,ARE,2019,90,36.86666666666667,42.2375,54.25833333333333,65,57.67249999999999,2nd Quintile,Top Quintile,Bottom 20%,2nd Quintile,3rd Quintile,4th Quintile,9445785,AE,68887.8454078333,NA,NA,NA,2025-10-07
"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,Other,IRN,2019,80,59.8,51.62500000000001,60.36666666666667,35,57.358333333333334,2nd Quintile,3rd Quintile,2nd Quintile,2nd Quintile,4th Quintile,3rd Quintile,87051648,IR,14040.6646532072,NA,NA,NA,2025-10-07
Niger,Sub-Saharan Africa,Low income,Conflict,NER,2019,90,61.96666666666666,60.83749999999999,38.975,35,57.35583333333333,2nd Quintile,Top Quintile,3rd Quintile,3rd Quintile,2nd Quintile,3rd Quintile,22947757,NE,1612.63734693259,NA,NA,NA,2025-10-07
Nigeria,Sub-Saharan Africa,Lower middle income,Conflict,NGA,2019,90,62.4,54.84375,37.33333333333333,40,56.915416666666665,2nd Quintile,Top Quintile,3rd Quintile,3rd Quintile,2nd Quintile,3rd Quintile,209485641,NG,5628.17765244652,NA,NA,NA,2025-10-07
Belize,Latin America & Caribbean,Upper middle income,Other,BLZ,2019,70,62.26666666666667,55.76875000000001,65.79166666666667,30,56.76541666666668,2nd Quintile,2nd Quintile,3rd Quintile,3rd Quintile,4th Quintile,2nd Quintile,385829,BZ,11803.0879992669,NA,NA,NA,2025-10-07
Cabo Verde,Sub-Saharan Africa,Upper middle income,Other,CPV,2019,80,59.33333333333333,59.59375,64.4,20,56.665416666666665,2nd Quintile,3rd Quintile,2nd Quintile,3rd Quintile,4th Quintile,Bottom 20%,514104,CV,9111.62993173269,NA,NA,NA,2025-10-07
Kenya,Sub-Saharan Africa,Lower middle income,Other,KEN,2019,70,60.46666666666667,61.43124999999999,45.775000000000006,45,56.53458333333333,2nd Quintile,2nd Quintile,2nd Quintile,3rd Quintile,3rd Quintile,3rd Quintile,51202827,KE,5171.71264279257,NA,NA,NA,2025-10-07
Tajikistan,Europe & Central Asia,Lower middle income,Other,TJK,2019,90,31.366666666666664,65.49374999999999,45.291666666666664,50,56.43041666666667,2nd Quintile,Top Quintile,Bottom 20%,4th Quintile,2nd Quintile,3rd Quintile,9529966,TJ,3649.88375518646,NA,NA,NA,2025-10-07
Timor-Leste,East Asia & Pacific,Lower middle income,Institutional and Social Fragility,TLS,2019,70,58.233333333333334,59.26875,39.391666666666666,55.00000000000001,56.37875,2nd Quintile,2nd Quintile,2nd Quintile,3rd Quintile,2nd Quintile,4th Quintile,1300945,TL,5096.451711278,NA,NA,NA,2025-10-07
Cambodia,East Asia & Pacific,Lower middle income,Other,KHM,2019,80,59.2,60.4375,36.34166666666667,45,56.19583333333333,2nd Quintile,3rd Quintile,2nd Quintile,3rd Quintile,2nd Quintile,3rd Quintile,16481304,KH,6448.88455952596,NA,NA,NA,2025-10-07
Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Institutional and Social Fragility,LBN,2019,80,62.59999999999999,57.39375,47.65833333333334,30,55.53041666666667,2nd Quintile,3rd Quintile,3rd Quintile,3rd Quintile,3rd Quintile,2nd Quintile,5794594,LB,15659.5661040012,NA,NA,NA,2025-10-07
Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,Other,QAT,2019,80,61.96666666666666,47.325,58.3,30,55.51833333333334,2nd Quintile,3rd Quintile,3rd Quintile,2nd Quintile,3rd Quintile,2nd Quintile,2638657,QA,113160.973779334,NA,NA,NA,2025-10-07
Samoa,East Asia & Pacific,Upper middle income,Other,WSM,2019,80,63.5,50.41875,38.01666666666667,45,55.387083333333344,2nd Quintile,3rd Quintile,3rd Quintile,2nd Quintile,2nd Quintile,3rd Quintile,209780,WS,7033.52113384546,NA,NA,NA,2025-10-07
Lesotho,Sub-Saharan Africa,Lower middle income,Other,LSO,2019,80,63.26666666666667,53.19375000000001,39.61666666666667,40,55.21541666666667,2nd Quintile,3rd Quintile,3rd Quintile,2nd Quintile,2nd Quintile,3rd Quintile,2209405,LS,2773.28639887236,NA,NA,NA,2025-10-07
Cameroon,Sub-Saharan Africa,Lower middle income,Conflict,CMR,2019,80,61.566666666666656,64.52499999999999,32.925,35,54.803333333333335,2nd Quintile,3rd Quintile,2nd Quintile,3rd Quintile,Bottom 20%,3rd Quintile,25506095,CM,4882.35560028896,NA,NA,NA,2025-10-07
Burkina Faso,Sub-Saharan Africa,Low income,Conflict,BFA,2019,80,59.566666666666656,62.025,35.69166666666666,35,54.45666666666666,2nd Quintile,3rd Quintile,2nd Quintile,3rd Quintile,2nd Quintile,3rd Quintile,20961952,BF,2391.53626844484,NA,NA,NA,2025-10-07
Mauritania,Sub-Saharan Africa,Lower middle income,Other,MRT,2019,100,62.46666666666667,47.79375,26.73333333333333,35,54.39874999999999,2nd Quintile,Top Quintile,3rd Quintile,2nd Quintile,Bottom 20%,3rd Quintile,4467708,MR,6162.21045071341,NA,NA,NA,2025-10-07
Uzbekistan,Europe & Central Asia,Lower middle income,Other,UZB,2019,60,55.99999999999999,50.12500000000001,38.425,65,53.91,2nd Quintile,2nd Quintile,Bottom 20%,2nd Quintile,2nd Quintile,4th Quintile,32964701,UZ,8755.12593984949,NA,NA,NA,2025-10-07
Maldives,South Asia,Upper middle income,Other,MDV,2019,70,29.866666666666664,65.48750000000001,53.108333333333334,50,53.69250000000001,2nd Quintile,2nd Quintile,Bottom 20%,4th Quintile,3rd Quintile,3rd Quintile,487731,MV,21855.5012283287,NA,NA,NA,2025-10-07
Lao PDR,East Asia & Pacific,Lower middle income,Other,LAO,2019,90,56.63333333333333,53.39375,36.416666666666664,30,53.28874999999999,2nd Quintile,Top Quintile,2nd Quintile,3rd Quintile,2nd Quintile,2nd Quintile,7237636,LA,8075.27502377003,NA,NA,NA,2025-10-07
Sierra Leone,Sub-Saharan Africa,Low income,Other,SLE,2019,90,65.23333333333332,62.05,28.483333333333334,20,53.15333333333333,2nd Quintile,Top Quintile,3rd Quintile,3rd Quintile,Bottom 20%,Bottom 20%,7731991,SL,2855.22906606837,NA,NA,NA,2025-10-07
Nepal,South Asia,Lower middle income,Other,NPL,2019,70,61.33333333333333,68.03750000000001,45.075,20,52.88916666666667,2nd Quintile,2nd Quintile,2nd Quintile,4th Quintile,2nd Quintile,Bottom 20%,28414064,NP,4607.52454717112,NA,NA,NA,2025-10-07
Mali,Sub-Saharan Africa,Low income,Conflict,MLI,2019,66.60000000000001,63.1,64.23125,39.925,30,52.77125,2nd Quintile,2nd Quintile,3rd Quintile,3rd Quintile,2nd Quintile,2nd Quintile,21068405,ML,2916.17069419921,NA,NA,NA,2025-10-07
Liberia,Sub-Saharan Africa,Low income,Other,LBR,2019,100,28.833333333333332,56.825,32.349999999999994,45,52.60166666666667,2nd Quintile,Top Quintile,Bottom 20%,3rd Quintile,Bottom 20%,3rd Quintile,5043721,LR,1575.76665001238,NA,NA,NA,2025-10-07
Benin,Sub-Saharan Africa,Lower middle income,Other,BEN,2019,80,58.3,57.28124999999999,41.333333333333336,25,52.38291666666667,2nd Quintile,3rd Quintile,2nd Quintile,3rd Quintile,2nd Quintile,2nd Quintile,12726755,BJ,3281.10470051465,NA,NA,NA,2025-10-07
Bhutan,South Asia,Lower middle income,Other,BTN,2019,70,59.233333333333334,67.78125,47.925,15,51.98791666666666,2nd Quintile,2nd Quintile,2nd Quintile,4th Quintile,3rd Quintile,Bottom 20%,764824,BT,14555.1884045845,NA,NA,NA,2025-10-07
Afghanistan,"Middle East, North Africa, Afghanistan & Pakistan",Low income,Conflict,AFG,2019,70,59.9,68.30624999999999,21.441666666666663,40,51.929583333333326,2nd Quintile,2nd Quintile,2nd Quintile,4th Quintile,Bottom 20%,3rd Quintile,37856121,AF,2927.2451435353,NA,NA,NA,2025-10-07
St. Lucia,Latin America & Caribbean,Upper middle income,Other,LCA,2019,80,55.93333333333332,45.9875,52.2,25,51.82416666666667,2nd Quintile,3rd Quintile,Bottom 20%,2nd Quintile,3rd Quintile,2nd Quintile,177661,LC,22738.2471068581,NA,NA,NA,2025-10-07
Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,Other,CIV,2019,70,59.9,68.475,35.516666666666666,25,51.77833333333333,2nd Quintile,2nd Quintile,2nd Quintile,4th Quintile,Bottom 20%,2nd Quintile,28193009,CI,5894.87874674153,NA,NA,NA,2025-10-07
Nicaragua,Latin America & Caribbean,Lower middle income,Other,NIC,2019,80,60.03333333333334,45.38125,37.858333333333334,35,51.654583333333335,2nd Quintile,3rd Quintile,2nd Quintile,2nd Quintile,2nd Quintile,3rd Quintile,6483657,NI,6756.59375829081,NA,NA,NA,2025-10-07
Suriname,Latin America & Caribbean,Upper middle income,Other,SUR,2019,60,62.43333333333333,46.63125,53.3,35,51.47291666666667,2nd Quintile,2nd Quintile,3rd Quintile,2nd Quintile,3rd Quintile,3rd Quintile,605768,SR,22966.7405999124,NA,NA,NA,2025-10-07
Burundi,Sub-Saharan Africa,Low income,Institutional and Social Fragility,BDI,2019,70,61.7,68.89999999999999,20.616666666666667,35,51.24333333333333,2nd Quintile,2nd Quintile,3rd Quintile,4th Quintile,Bottom 20%,3rd Quintile,12255336,BI,855.732720083122,NA,NA,NA,2025-10-07
Eswatini,Sub-Saharan Africa,Lower middle income,Other,SWZ,2019,90,22.433333333333337,63.69374999999998,39.775,40,51.18041666666666,Bottom 20%,Top Quintile,Bottom 20%,3rd Quintile,2nd Quintile,3rd Quintile,1179874,SZ,10123.3160187796,NA,NA,NA,2025-10-07
Madagascar,Sub-Saharan Africa,Low income,Other,MDG,2019,80,56.3,62.59374999999999,26.825,30,51.14375,Bottom 20%,3rd Quintile,Bottom 20%,3rd Quintile,Bottom 20%,2nd Quintile,28219554,MG,1707.8315382978,NA,NA,NA,2025-10-07
Guinea,Sub-Saharan Africa,Lower middle income,Other,GIN,2019,90,61.4,57.06875,26.725,20,51.03875,Bottom 20%,Top Quintile,2nd Quintile,3rd Quintile,Bottom 20%,Bottom 20%,13034346,GN,3557.46233883145,NA,NA,NA,2025-10-07
Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",High income,Other,BHR,2019,70,64.26666666666667,41.6,48.833333333333336,30,50.940000000000005,Bottom 20%,2nd Quintile,3rd Quintile,Bottom 20%,3rd Quintile,2nd Quintile,1483756,BH,56749.9628370612,NA,NA,NA,2025-10-07
Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,Other,OMN,2019,70,44.39999999999999,44.05624999999999,55.89166666666666,40,50.86958333333334,Bottom 20%,2nd Quintile,Bottom 20%,2nd Quintile,3rd Quintile,3rd Quintile,4591241,OM,38292.3859682752,NA,NA,NA,2025-10-07
Namibia,Sub-Saharan Africa,Lower middle income,Other,NAM,2019,50,63.06666666666667,65.4625,42.525,30,50.21083333333334,Bottom 20%,Bottom 20%,3rd Quintile,4th Quintile,2nd Quintile,2nd Quintile,2650494,NA,10813.3044681944,NA,NA,NA,2025-10-07
Ethiopia,Sub-Saharan Africa,Not classified,Conflict,ETH,2019,70,59.966666666666654,71.41249999999998,34.08333333333333,15,50.09249999999999,Bottom 20%,2nd Quintile,2nd Quintile,Top Quintile,Bottom 20%,Bottom 20%,115737383,ET,2437.97046055952,NA,NA,NA,2025-10-07
Guyana,Latin America & Caribbean,High income,Other,GUY,2019,80,57.43333333333334,46.13125,34.68333333333333,25,48.64958333333334,Bottom 20%,3rd Quintile,2nd Quintile,2nd Quintile,Bottom 20%,2nd Quintile,807665,GY,13402.4219472757,NA,NA,NA,2025-10-07
"Gambia, The",Sub-Saharan Africa,Low income,Other,GMB,2019,70,28.53333333333333,64.91875,42.7,35,48.23041666666667,Bottom 20%,2nd Quintile,Bottom 20%,4th Quintile,2nd Quintile,3rd Quintile,2456844,GM,2750.82132179634,NA,NA,NA,2025-10-07
St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,Other,VCT,2019,50,62.66666666666667,41.78125,51.17499999999999,35,48.124583333333334,Bottom 20%,Bottom 20%,3rd Quintile,Bottom 20%,3rd Quintile,3rd Quintile,104167,VC,16365.3255785124,NA,NA,NA,2025-10-07
"Venezuela, RB",Latin America & Caribbean,Not classified,Institutional and Social Fragility,VEN,2019,66.60000000000001,59.9,52.075,35.75,25,47.865,Bottom 20%,2nd Quintile,2nd Quintile,2nd Quintile,2nd Quintile,2nd Quintile,28938098,VE,NA,NA,NA,NA,2025-10-07
"Bahamas, The",Latin America & Caribbean,High income,Other,BHS,2019,80,27.3,35.8375,29.133333333333333,55.00000000000001,45.45416666666667,Bottom 20%,3rd Quintile,Bottom 20%,Bottom 20%,Bottom 20%,4th Quintile,394675,BS,33202.354578976,NA,NA,NA,2025-10-07
Trinidad and Tobago,Latin America & Caribbean,High income,Other,TTO,2019,70,27.266666666666666,40.224999999999994,45.225,40,44.543333333333344,Bottom 20%,2nd Quintile,Bottom 20%,Bottom 20%,2nd Quintile,3rd Quintile,1363985,TT,33793.7054651147,NA,NA,NA,2025-10-07
Vanuatu,East Asia & Pacific,Lower middle income,Other,VUT,2019,70,59.133333333333326,45.725,23.55,15,42.68166666666667,Bottom 20%,2nd Quintile,2nd Quintile,2nd Quintile,Bottom 20%,Bottom 20%,291985,VU,3512.07197251667,NA,NA,NA,2025-10-07
Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,Institutional and Social Fragility,STP,2019,70,24.73333333333333,42.93750000000001,45.483333333333334,30,42.630833333333335,Bottom 20%,2nd Quintile,Bottom 20%,2nd Quintile,2nd Quintile,2nd Quintile,213392,ST,5702.08347071236,NA,NA,NA,2025-10-07
Solomon Islands,East Asia & Pacific,Lower middle income,Institutional and Social Fragility,SLB,2019,60,60.43333333333334,47.45625,18.73333333333333,20,41.32458333333333,Bottom 20%,2nd Quintile,2nd Quintile,2nd Quintile,Bottom 20%,Bottom 20%,728147,SB,2661.59973434363,NA,NA,NA,2025-10-07
Papua New Guinea,East Asia & Pacific,Lower middle income,Institutional and Social Fragility,PNG,2019,60,55.266666666666666,50.68125,16.583333333333332,20,40.50625,Bottom 20%,2nd Quintile,Bottom 20%,2nd Quintile,Bottom 20%,Bottom 20%,9609010,PG,4301.61139205544,NA,NA,NA,2025-10-07
Sudan,Sub-Saharan Africa,Low income,Conflict,SDN,2019,53.400000000000006,57.93333333333332,55.65624999999999,20.46666666666667,10,39.49125,Bottom 20%,Bottom 20%,2nd Quintile,3rd Quintile,Bottom 20%,Bottom 20%,45548175,SD,3625.52319335938,NA,NA,NA,2025-10-07
Chad,Sub-Saharan Africa,Low income,Institutional and Social Fragility,TCD,2019,56.60000000000001,51.53333333333333,52.35000000000001,18.933333333333337,15,38.88333333333334,Bottom 20%,Bottom 20%,Bottom 20%,2nd Quintile,Bottom 20%,Bottom 20%,16685223,TD,2604.91636551989,NA,NA,NA,2025-10-07
Djibouti,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Other,DJI,2019,50,60.36666666666666,41.60625,14.408333333333337,25,38.27625,Bottom 20%,Bottom 20%,2nd Quintile,Bottom 20%,Bottom 20%,2nd Quintile,1088709,DJ,5809.30455041341,NA,NA,NA,2025-10-07
Guinea-Bissau,Sub-Saharan Africa,Low income,Institutional and Social Fragility,GNB,2019,80,27.266666666666666,41.98750000000001,19.408333333333335,20,37.7325,Bottom 20%,3rd Quintile,Bottom 20%,2nd Quintile,Bottom 20%,Bottom 20%,1967696,GW,2418.10410220288,NA,NA,NA,2025-10-07
"Congo, Rep.",Sub-Saharan Africa,Lower middle income,Institutional and Social Fragility,COG,2019,60,27.933333333333337,47.80000000000001,25.45,20,36.23666666666667,Bottom 20%,2nd Quintile,Bottom 20%,2nd Quintile,Bottom 20%,Bottom 20%,5616661,CG,6939.36913397466,NA,NA,NA,2025-10-07
Iraq,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,Conflict,IRQ,2019,30,25,61.95,27.875,35,35.965,Bottom 20%,Bottom 20%,Bottom 20%,3rd Quintile,Bottom 20%,3rd Quintile,41192171,IQ,14910.2250318887,NA,NA,NA,2025-10-07
Haiti,Latin America & Caribbean,Lower middle income,Institutional and Social Fragility,HTI,2019,60,19.666666666666664,51.23125,22.5,20,34.67958333333333,Bottom 20%,2nd Quintile,Bottom 20%,2nd Quintile,Bottom 20%,Bottom 20%,11105163,HT,3381.584787365,NA,NA,NA,2025-10-07
"Yemen, Rep.","Middle East, North Africa, Afghanistan & Pakistan",Low income,Conflict,YEM,2019,60,25.53333333333333,37.90625,24.533333333333335,20,33.59458333333334,Bottom 20%,2nd Quintile,Bottom 20%,Bottom 20%,Bottom 20%,Bottom 20%,35111408,YE,NA,NA,NA,NA,2025-10-07
Gabon,Sub-Saharan Africa,Upper middle income,Other,GAB,2019,60,23.73333333333333,41.55625,14.983333333333333,20,32.05458333333333,Bottom 20%,2nd Quintile,Bottom 20%,Bottom 20%,Bottom 20%,Bottom 20%,2267706,GA,19491.4067631396,NA,NA,NA,2025-10-07
South Sudan,Sub-Saharan Africa,Low income,Conflict,SSD,2019,20,41.766666666666666,45.787499999999994,18.291666666666668,30,31.16916666666667,Bottom 20%,Bottom 20%,Bottom 20%,2nd Quintile,Bottom 20%,2nd Quintile,10423384,SS,NA,NA,NA,NA,2025-10-07
"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,Conflict,COD,2019,40,26.266666666666666,44.325,21.525,20,30.423333333333336,Bottom 20%,Bottom 20%,Bottom 20%,2nd Quintile,Bottom 20%,Bottom 20%,92947442,CD,1296.94757256244,NA,NA,NA,2025-10-07
Kiribati,East Asia & Pacific,Lower middle income,Institutional and Social Fragility,KIR,2019,40,25.766666666666666,46.18750000000001,15.533333333333331,15,28.49750000000001,Bottom 20%,Bottom 20%,Bottom 20%,2nd Quintile,Bottom 20%,Bottom 20%,123921,KI,2927.48488424141,NA,NA,NA,2025-10-07
"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,Institutional and Social Fragility,FSM,2019,30,25.63333333333333,41.681250000000006,27.19166666666667,15,27.90125,Bottom 20%,Bottom 20%,Bottom 20%,Bottom 20%,Bottom 20%,Bottom 20%,110282,FM,3938.55708833154,NA,NA,NA,2025-10-07
"Somalia, Fed. Rep.",Sub-Saharan Africa,Low income,Other,SOM,2019,46.6,36.03333333333333,45.45625,1.65,0,25.94791666666667,Bottom 20%,Bottom 20%,Bottom 20%,2nd Quintile,Bottom 20%,Bottom 20%,16030971,SO,1491.10760399509,NA,NA,NA,2025-10-07
Syrian Arab Republic,"Middle East, North Africa, Afghanistan & Pakistan",Low income,Conflict,SYR,2019,16.6,24.833333333333332,38.09375000000001,16.041666666666668,25,24.11375,Bottom 20%,Bottom 20%,Bottom 20%,Bottom 20%,Bottom 20%,2nd Quintile,20353534,SY,4825.40602053761,NA,NA,NA,2025-10-07
Turkmenistan,Europe & Central Asia,Upper middle income,Other,TKM,2019,46.6,0.6333333333333333,41.7875,11.683333333333334,15,23.140833333333337,Bottom 20%,Bottom 20%,Bottom 20%,2nd Quintile,Bottom 20%,Bottom 20%,6803944,TM,15231.3056176565,NA,NA,NA,2025-10-07
Libya,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,Institutional and Social Fragility,LBY,2019,20,20.633333333333333,35.61250000000001,14.908333333333337,20,22.230833333333337,Bottom 20%,Bottom 20%,Bottom 20%,Bottom 20%,Bottom 20%,Bottom 20%,6951033,LY,14333.4224412442,NA,NA,NA,2025-10-07
