"SDG_IND","Indicator","LOCATION2017","Country","TIME","Time","Value","Flag Codes","Flags"
"ADMI_ENDOFPRIM_READ"," Administration of a nationally representative learning assessment at the end of or during primary in reading (number)","MYS","Malaysia","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_READ"," Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number)","ARM","Armenia","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_GRADE2OR3PRIM_READ"," Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number)","LKA","Sri Lanka","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","ATG","Antigua and Barbuda","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","MWI","Malawi","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","DMA","Dominica","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","ERI","Eritrea","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","SWZ","Eswatini","2018","2018",1,,
"ADMI_ENDOFPRIM_READ"," Administration of a nationally representative learning assessment at the end of or during primary in reading (number)","DZA","Algeria","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_GRADE2OR3PRIM_READ"," Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number)","WSM","Samoa","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","SYC","Seychelles","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","BLZ","Belize","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","BWA","Botswana","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","LBR","Liberia","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_GRADE2OR3PRIM_READ"," Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number)","HTI","Haiti","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","MHL","Marshall Islands","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","GRD","Grenada","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_READ"," Administration of a nationally representative learning assessment at the end of or during primary in reading (number)","GNQ","Equatorial Guinea","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","BLZ","Belize","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","QAT","Qatar","2018","2018",1,,
"ADMI_ENDOFPRIM_READ"," Administration of a nationally representative learning assessment at the end of or during primary in reading (number)","PLW","Palau","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_READ"," Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number)","NRU","Nauru","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","KNA","Saint Kitts and Nevis","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","KEN","Kenya","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_GRADE2OR3PRIM_READ"," Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number)","BRN","Brunei Darussalam","2018","2018",1,,
"ADMI_ENDOFPRIM_READ"," Administration of a nationally representative learning assessment at the end of or during primary in reading (number)","BMU","Bermuda","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","MLI","Mali","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","EGY","Egypt","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","TZA","United Republic of Tanzania","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","IRN","Iran (Islamic Republic of)","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","SWZ","Eswatini","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","GNB","Guinea-Bissau","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","SSD","South Sudan","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","AIA","Anguilla","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","ATG","Antigua and Barbuda","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_READ"," Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number)","TCA","Turks and Caicos Islands","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","PRI","Puerto Rico","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","PRK","Democratic People's Republic of Korea","2018","2018",1,,
"ADMI_ENDOFPRIM_READ"," Administration of a nationally representative learning assessment at the end of or during primary in reading (number)","USA","United States of America","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","NAM","Namibia","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_READ"," Administration of a nationally representative learning assessment at the end of or during primary in reading (number)","LCA","Saint Lucia","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","PNG","Papua New Guinea","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","GMB","Gambia","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_READ"," Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number)","TKL","Tokelau","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","MOZ","Mozambique","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","SYC","Seychelles","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","SOM","Somalia","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","COD","Democratic Republic of the Congo","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","HTI","Haiti","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","LCA","Saint Lucia","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","AND","Andorra","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_GRADE2OR3PRIM_READ"," Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number)","VCT","Saint Vincent and the Grenadines","2018","2018",1,,
"ADMI_ENDOFPRIM_READ"," Administration of a nationally representative learning assessment at the end of or during primary in reading (number)","SLE","Sierra Leone","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_READ"," Administration of a nationally representative learning assessment at the end of or during primary in reading (number)","DJI","Djibouti","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","MDG","Madagascar","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","MSR","Montserrat","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_READ"," Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number)","FSM","Micronesia (Federated States of)","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","BEN","Benin","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","BTN","Bhutan","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","AND","Andorra","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","CAF","Central African Republic","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_READ"," Administration of a nationally representative learning assessment at the end of or during primary in reading (number)","PNG","Papua New Guinea","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","TON","Tonga","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","BGR","Bulgaria","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","SLB","Solomon Islands","2018","2018",1,,
"ADMI_ENDOFPRIM_READ"," Administration of a nationally representative learning assessment at the end of or during primary in reading (number)","MSR","Montserrat","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","BRB","Barbados","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_READ"," Administration of a nationally representative learning assessment at the end of or during primary in reading (number)","ETH","Ethiopia","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","LSO","Lesotho","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","VCT","Saint Vincent and the Grenadines","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","BDI","Burundi","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","LKA","Sri Lanka","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","ARM","Armenia","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","DMA","Dominica","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","TUV","Tuvalu","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","ABW","Aruba","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","CYM","Cayman Islands","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","TTO","Trinidad and Tobago","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","NIU","Niue","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","GIN","Guinea","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","SAU","Saudi Arabia","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","DJI","Djibouti","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","UGA","Uganda","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","PLW","Palau","2018","2018",1,,
"ADMI_ENDOFPRIM_READ"," Administration of a nationally representative learning assessment at the end of or during primary in reading (number)","GMB","Gambia","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","MOZ","Mozambique","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","LBR","Liberia","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","TCA","Turks and Caicos Islands","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","OMN","Oman","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","USA","United States of America","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","AFG","Afghanistan","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","IRN","Iran (Islamic Republic of)","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_READ"," Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number)","SSD","South Sudan","2018","2018",1,,
"ADMI_ENDOFPRIM_READ"," Administration of a nationally representative learning assessment at the end of or during primary in reading (number)","TTO","Trinidad and Tobago","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_GRADE2OR3PRIM_READ"," Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number)","NIU","Niue","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","MWI","Malawi","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_READ"," Administration of a nationally representative learning assessment at the end of or during primary in reading (number)","DMA","Dominica","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","BLR","Belarus","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","PAK","Pakistan","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","CHN","China","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","BMU","Bermuda","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","BGD","Bangladesh","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","AIA","Anguilla","2018","2018",1,,
"ADMI_ENDOFPRIM_READ"," Administration of a nationally representative learning assessment at the end of or during primary in reading (number)","SWZ","Eswatini","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_READ"," Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number)","SYC","Seychelles","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","TTO","Trinidad and Tobago","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","PRT","Portugal","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","DJI","Djibouti","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","SLE","Sierra Leone","2018","2018",1,,
"ADMI_ENDOFPRIM_READ"," Administration of a nationally representative learning assessment at the end of or during primary in reading (number)","EGY","Egypt","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","MLI","Mali","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","MYS","Malaysia","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","ABW","Aruba","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","TZA","United Republic of Tanzania","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","LBR","Liberia","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","KHM","Cambodia","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","BLR","Belarus","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","AFG","Afghanistan","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","ZMB","Zambia","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","KEN","Kenya","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","SOM","Somalia","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","GRD","Grenada","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_READ"," Administration of a nationally representative learning assessment at the end of or during primary in reading (number)","BLZ","Belize","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","BWA","Botswana","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_READ"," Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number)","ATG","Antigua and Barbuda","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","CAF","Central African Republic","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_GRADE2OR3PRIM_READ"," Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number)","PNG","Papua New Guinea","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","AND","Andorra","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","ETH","Ethiopia","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","VCT","Saint Vincent and the Grenadines","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","GNB","Guinea-Bissau","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","SEN","Senegal","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","TCD","Chad","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","ZWE","Zimbabwe","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","COG","Congo","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","KIR","Kiribati","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_READ"," Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number)","LCA","Saint Lucia","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","CIV","Côte d'Ivoire","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_READ"," Administration of a nationally representative learning assessment at the end of or during primary in reading (number)","SOM","Somalia","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","SYC","Seychelles","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","ARM","Armenia","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_READ"," Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number)","ABW","Aruba","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_GRADE2OR3PRIM_READ"," Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number)","PRK","Democratic People's Republic of Korea","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_READ"," Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number)","SLB","Solomon Islands","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","PLW","Palau","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","TCA","Turks and Caicos Islands","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","MRT","Mauritania","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","NZL","New Zealand","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_GRADE2OR3PRIM_READ"," Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number)","MSR","Montserrat","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","BEN","Benin","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","GNQ","Equatorial Guinea","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","IRL","Ireland","2018","2018",1,,
"ADMI_ENDOFPRIM_READ"," Administration of a nationally representative learning assessment at the end of or during primary in reading (number)","COD","Democratic Republic of the Congo","2018","2018",1,,
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","HTI","Haiti","2018","2018",1,,
"ADMI_ENDOFPRIM_READ"," Administration of a nationally representative learning assessment at the end of or during primary in reading (number)","BRB","Barbados","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","CPV","Cabo Verde","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","LKA","Sri Lanka","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_READ"," Administration of a nationally representative learning assessment in Grade 2 or 3 in reading (number)","AND","Andorra","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","JAM","Jamaica","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_MAT"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in mathematics (number)","SSD","South Sudan","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","CAF","Central African Republic","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","MOZ","Mozambique","2018","2018",1,,
"ADMI_GRADE2OR3PRIM_MAT"," Administration of a nationally representative learning assessment in Grade 2 or 3 in mathematics (number)","FJI","Fiji","2018","2018",1,,
"ADMI_ENDOFLOWERSEC_READ"," Administration of a nationally representative learning assessment at the end of or during lower secondary education in reading (number)","ATG","Antigua and Barbuda","2018","2018",,"n","Magnitude nil or negligible"
"ADMI_ENDOFPRIM_MAT"," Administration of a nationally representative learning assessment at the end of or during primary in mathematics (number)","ERI","Eritrea","2018","2018",1,,
