iso3c,date,source,reported_value
KWT,2005,PC - Population Census,69.62
KWT,2003,LFS - Labour Force Sample Survey,66.34
KWT,1997,OE - Official Estimates,55.08
KWT,1996,OE - Official Estimates,54.45
KWT,1995,PC - Population Census,67.96
KWT,1988,LFS - Labour Force Sample Survey,60.49
KWT,1985,PC - Population Census,62.52
KWT,1983,LFS - Labour Force Sample Survey,55.05
KWT,1980,PC - Population Census,60.51
KWT,1975,PC - Population Census,53.87
KWT,1970,PC - Population Census,57.38
KWT,1965,PC - Population Census,62.97
LAO,2022,LFS - Labour Force Survey,66.001
LAO,2017,LFS - Labour Force Survey,59.782
LAO,2015,PC - Population Census,79.647
LAO,2010,LFS - Labour Force Survey,78.217
LAO,2005,PC - Population Census,66.6
LAO,2003,HIES - Household Income and Expenditure Survey,94.3
LAO,1995,PC - Population Census,81.4
LBN,2019,LFS - Labour Force Survey,48.894
LBN,2009,HIES - Households Living Conditions Survey,46.11
LBN,2007,HIES - Households Living Conditions Survey,43.4
LBN,2004,HIES - Households Living Conditions Survey,44.02
LBN,1997,OE - Official Estimates,46.8
LBN,1975,OE - Official Estimates,44.57
LBR,2017,LFS - Labour Force Survey,46.714
LBR,2016,HIES - Household Income and Expenditure Survey,76.937
LBR,2014,HIES - Household Income and Expenditure Survey,76.037
LBR,2010,LFS - Labour Force Survey,57.554
LBR,2007,HIES - Household Income and Expenditure Survey,72.02
LBR,1984,PC - Population Census,56.1
LBR,1974,PC - Population Census,47.3
LBR,1962,PC - Population Census,61.84
LBY,2012,LFS - Labour Force Survey,47.75
LBY,1973,PC - Population Census,45.69
LBY,1964,PC - Population Census,43.98
LCA,2024,LFS - Labour Force Survey,68.788
LCA,2023,LFS - Labour Force Survey,68.87
LCA,2022,LFS - Labour Force Survey,69.892
LCA,2021,LFS - Labour Force Survey,68.459
LCA,2020,LFS - Labour Force Survey,66.431
LCA,2019,LFS - Labour Force Survey,69.458
LCA,2018,LFS - Labour Force Survey,70.55
LCA,2017,LFS - Labour Force Survey,70.209
LCA,2013,LFS - Labour Force Survey,69.25
LCA,2012,LFS - Labour Force Survey,69.03
LCA,2011,LFS - Labour Force Survey,67.07
LCA,2009,LFS - Labour Force Survey,63.58
LCA,2008,LFS - Labour Force Survey,58.93
LCA,2007,LFS - Labour Force Survey,66
LCA,2006,LFS - Labour Force Survey,65.6
LCA,2005,LFS - Labour Force Survey,68.2
LCA,2004,LFS - Labour Force Survey,67.2
LCA,2003,LFS - Labour Force Survey,68.66
LCA,2001,PC - Population Census,64.15
LCA,2000,HS - Household or Labour Force Survey,69
LCA,1999,HS - Household or Labour Force Survey,69.5
LCA,1998,HS - Household or Labour Force Survey,68
LCA,1997,HS - Household or Labour Force Survey,68.6
LCA,1996,HS - Household or Labour Force Survey,67.3
LCA,1995,HS - Household or Labour Force Survey,67.8
LCA,1994,HS - Household or Labour Force Survey,67.4
LCA,1993,HS - Household or Labour Force Survey,69.4
LCA,1991,PC - Population Census,63.02
LIE,2017,ADM-PR - Population Register,60.4
LIE,2016,ADM-PR - Population Register,60.9
LIE,2015,ADM-PR - Population Register,61.42
LIE,2014,ADM-PR - Population Register,61.75
LIE,2013,ADM-PR - Population Register,61.9
LIE,2012,ADM-PR - Population Register,62.5
LIE,2011,ADM-PR - Population Register,63.12
LIE,2010,ADM-PR - Population Register,61.63
LIE,2009,ADM-PR - Population Register,61.8
LIE,2008,ADM-PR - Population Register,62.25
LIE,2007,ADM-PR - Population Register,63.89
LIE,2006,ADM-PR - Population Register,63.1
LIE,2005,ADM-PR - Population Register,63.02
LIE,2004,ADM-PR - Population Register,63.06
LIE,2003,ADM-PR - Population Register,63.77
LIE,2002,ADM-PR - Population Register,63.61
LIE,2001,ADM-PR - Population Register,64.59
LIE,2000,ADM-PR - Population Register,64.96
LIE,1980,PC - Population Census,66.92
LIE,1970,PC - Population Census,66.61
LIE,1960,PC - Population Census,63.66
LKA,2022,LFS - Labour Force Survey,49.727
LKA,2021,LFS - Labour Force Survey,49.836
LKA,2020,LFS - Labour Force Survey,50.495
LKA,2019,LFS - Labour Force Survey,52.249
LKA,2018,LFS - Labour Force Survey,51.721
LKA,2017,LFS - Labour Force Survey,53.991
LKA,2016,LFS - Labour Force Survey,53.725
LKA,2015,LFS - Labour Force Survey,53.669
LKA,2014,LFS - Labour Force Survey,51.599
LKA,2013,LFS - Labour Force Survey,52.053
LKA,2012,LFS - Labour Force Survey,52.57
LKA,2011,LFS - Labour Force Survey,52.867
LKA,2010,LFS - Labour Force Survey,53.295
LKA,2009,LFS - Labour Force Survey,52.29
LKA,2008,LFS - Labour Force Survey,50.08
LKA,2007,LFS - Labour Force Survey,55.52
LKA,2006,LFS - Labour Force Survey,50.94
LKA,2005,LFS - Labour Force Survey,54.26
LKA,2004,LFS - Labour Force Survey,53.98
LKA,2003,LFS - Labour Force Survey,55.63
LKA,2002,LFS - Labour Force Survey,50.3
LKA,2001,LFS - Labour Force Survey,48.8
LKA,2000,LFS - Labour Force Survey,55.57
LKA,1999,LFS - Labour Force Survey,57.31
LKA,1998,LFS - Labour Force Survey,58.82
LKA,1997,LFS - Labour Force Survey,55.24
LKA,1996,LFS - Labour Force Survey,55.4
LKA,1995,LFS - Labour Force Survey,54.88
LKA,1994,LFS - Labour Force Survey,57.04
LKA,1993,LFS - Labour Force Survey,56.72
LKA,1992,LFS - Labour Force Survey,56.62
LKA,1990,LFS - Labour Force Survey,61.45
LKA,1986,LFS - Labour Force Survey,57.34
LKA,1985,LFS - Labour Force Survey,58.39
LKA,1981,LFS - Labour Force Survey,36.75
LKA,1971,PC - Population Census,56.9
LKA,1970,LFS - Labour Force Survey,29.27
LKA,1963,PC - Population Census,54.49
LKA,1953,PC - Population Census,59.37
LKA,1946,PC - Population Census,39.37
LSO,2024,LFS - Integrated Labour Force Survey,65.407
LSO,2019,LFS - Integrated Labour Force Survey,57.655
LSO,2013,LFS - Integrated Labour Force Survey,65.24
LSO,2008,LFS - Integrated Labour Force Survey,45.19
LSO,2006,PC - Population Census,44.26
LSO,1999,LFS - Integrated Labour Force Survey,72.92
LSO,1997,LFS - Integrated Labour Force Survey,61.7
LSO,1996,PC - Population Census,41.15
LSO,1986,HS - Continuous Multi-Purpose Household Survey,55.5
LSO,1976,PC - Population Census,44.3
LSO,1966,PC - Population Census,51.38
LTU,2024,LFS - EU Labour Force Survey,63.552
LTU,2023,LFS - EU Labour Force Survey,63.117
LTU,2022,LFS - EU Labour Force Survey,62.887
LTU,2021,LFS - EU Labour Force Survey,62.29
LTU,2020,LFS - EU Labour Force Survey,62.614
LTU,2019,LFS - EU Labour Force Survey,62.087
LTU,2018,LFS - EU Labour Force Survey,61.548
LTU,2017,LFS - EU Labour Force Survey,60.602
LTU,2016,LFS - EU Labour Force Survey,60.33
LTU,2015,LFS - EU Labour Force Survey,59.157
LTU,2014,LFS - EU Labour Force Survey,58.928
LTU,2013,LFS - EU Labour Force Survey,57.999
LTU,2012,LFS - EU Labour Force Survey,57.73
LTU,2011,LFS - EU Labour Force Survey,57.39
LTU,2010,LFS - EU Labour Force Survey,56.816
LTU,2009,LFS - EU Labour Force Survey,56.549
LTU,2008,LFS - EU Labour Force Survey,55.815
LTU,2007,LFS - EU Labour Force Survey,55.545
LTU,2006,LFS - EU Labour Force Survey,55.252
LTU,2005,LFS - EU Labour Force Survey,56.284
LTU,2004,LFS - EU Labour Force Survey,57.15
LTU,2003,LFS - EU Labour Force Survey,60.204
LTU,2002,LFS - EU Labour Force Survey,58.457
LTU,2001,LFS - EU Labour Force Survey,59.051
LTU,2000,LFS - EU Labour Force Survey,60.257
LTU,1999,LFS - EU Labour Force Survey,61.208
LTU,1998,LFS - EU Labour Force Survey,61.046
LTU,1997,LFS - EU Labour Force Survey,61.2
LTU,1989,PC - Population Census,66.88
LUX,2024,LFS - EU Labour Force Survey,62.337
LUX,2023,LFS - EU Labour Force Survey,62.243
LUX,2022,LFS - EU Labour Force Survey,61.555
LUX,2021,LFS - EU Labour Force Survey,62.211
LUX,2020,LFS - EU Labour Force Survey,60.791
LUX,2019,LFS - EU Labour Force Survey,60.641
LUX,2018,LFS - EU Labour Force Survey,59.889
LUX,2017,LFS - EU Labour Force Survey,59.297
LUX,2016,LFS - EU Labour Force Survey,59.859
LUX,2015,LFS - EU Labour Force Survey,60.544
LUX,2014,LFS - EU Labour Force Survey,59.789
LUX,2013,LFS - EU Labour Force Survey,59.314
LUX,2012,LFS - EU Labour Force Survey,58.779
LUX,2011,LFS - EU Labour Force Survey,57.533
LUX,2010,LFS - EU Labour Force Survey,57.661
LUX,2009,LFS - EU Labour Force Survey,58.074
LUX,2008,LFS - EU Labour Force Survey,56.011
LUX,2007,LFS - EU Labour Force Survey,55.931
LUX,2006,LFS - EU Labour Force Survey,55.008
LUX,2005,LFS - EU Labour Force Survey,55.556
LUX,2004,LFS - EU Labour Force Survey,55.005
LUX,2003,LFS - EU Labour Force Survey,54.175
LUX,2002,LFS - EU Labour Force Survey,54.765
LUX,2001,LFS - EU Labour Force Survey,53.815
LUX,2000,LFS - EU Labour Force Survey,53.412
LUX,1999,LFS - EU Labour Force Survey,52.359
LUX,1998,LFS - EU Labour Force Survey,51.351
LUX,1997,LFS - EU Labour Force Survey,51.194
LUX,1996,LFS - EU Labour Force Survey,50.959
LUX,1995,LFS - EU Labour Force Survey,50.798
LUX,1994,LFS - EU Labour Force Survey,52.692
LUX,1993,LFS - EU Labour Force Survey,52.736
LUX,1992,LFS - EU Labour Force Survey,53.562
LUX,1991,LFS - EU Labour Force Survey,51.85
LUX,1990,LFS - EU Labour Force Survey,50.064
LUX,1989,LFS - EU Labour Force Survey,51.054
LUX,1988,LFS - EU Labour Force Survey,51.05
LUX,1987,LFS - EU Labour Force Survey,52.324
LUX,1986,LFS - EU Labour Force Survey,51.716
LUX,1985,LFS - EU Labour Force Survey,51.808
LUX,1984,LFS - EU Labour Force Survey,50.997
LUX,1983,LFS - EU Labour Force Survey,50.898
LUX,1981,PC - Population Census,51.78
LUX,1970,PC - Population Census,48.84
LUX,1966,PC - Population Census,50.39
LUX,1960,PC - Population Census,51.75
LUX,1947,PC - Population Census,57.35
LVA,2024,LFS - EU Labour Force Survey,61.129
LVA,2023,LFS - EU Labour Force Survey,61.175
LVA,2022,LFS - EU Labour Force Survey,61.139
LVA,2021,LFS - EU Labour Force Survey,60.186
LVA,2020,LFS - EU Labour Force Survey,61.674
LVA,2019,LFS - EU Labour Force Survey,61.228
LVA,2018,LFS - EU Labour Force Survey,61.441
LVA,2017,LFS - EU Labour Force Survey,60.831
LVA,2016,LFS - EU Labour Force Survey,60.419
LVA,2015,LFS - EU Labour Force Survey,60.066
LVA,2014,LFS - EU Labour Force Survey,59.272
LVA,2013,LFS - EU Labour Force Survey,59.434
LVA,2012,LFS - EU Labour Force Survey,59.727
LVA,2011,LFS - EU Labour Force Survey,58.523
LVA,2010,LFS - EU Labour Force Survey,58.884
LVA,2009,LFS - EU Labour Force Survey,60.13
LVA,2008,LFS - EU Labour Force Survey,61.545
LVA,2007,LFS - EU Labour Force Survey,60.255
LVA,2006,LFS - EU Labour Force Survey,59.096
LVA,2005,LFS - EU Labour Force Survey,57.36
LVA,2004,LFS - EU Labour Force Survey,57.402
LVA,2003,LFS - EU Labour Force Survey,57.098
LVA,2002,LFS - EU Labour Force Survey,57.984
LVA,2001,LFS - EU Labour Force Survey,56.588
LVA,2000,LFS - EU Labour Force Survey,56.184
LVA,1999,LFS - EU Labour Force Survey,57.74
LVA,1998,LFS - EU Labour Force Survey,59.078
LVA,1989,PC - Population Census,70.15
NA,2016,LFS - Employment Survey,72.3
NA,2015,LFS - Employment Survey,73.7
NA,2014,LFS - Employment Survey,73.82
NA,2013,LFS - Employment Survey,72.72
NA,2012,LFS - Employment Survey,72.36
NA,2011,LFS - Employment Survey,72.51
NA,2010,LFS - Employment Survey,71.48
NA,2009,LFS - Employment Survey,72.02
NA,2008,LFS - Employment Survey,70.64
NA,2007,LFS - Employment Survey,69.19
NA,2006,LFS - Employment Survey,65.89
NA,2005,LFS - Employment Survey,63.44
NA,2004,LFS - Employment Survey,61.93
NA,2003,LFS - Employment Survey,60.76
NA,2002,LFS - Employment Survey,63.89
NA,2001,LFS - Employment Survey,69.42
NA,2000,LFS - Employment Survey,65.24
NA,1998,LFS - Employment Survey,65.24
NA,1997,LFS - Employment Survey,65.84
NA,1996,LFS - Employment Survey,67.96
NA,1995,LFS - Employment Survey,60.17
NA,1994,LFS - Employment Survey,58.65
NA,1993,LFS - Employment Survey,58.43
NA,1992,LFS - Employment Survey,58.89
NA,1991,LFS - Employment Survey,50.1
NA,1990,LFS - Employment Survey,50.5
NA,1960,PC - Population Census,39.65
MAR,2022,LFS - National Employment Survey,44.3
MAR,2021,LFS - National Employment Survey,45.3
MAR,2017,LFS - National Employment Survey,45.5
MAR,2016,LFS - National Employment Survey,46.55
MAR,2015,LFS - National Employment Survey,47.47
MAR,2014,LFS - National Employment Survey,48.06
MAR,2013,LFS - National Employment Survey,48.31
MAR,2012,LFS - National Employment Survey,48.41
MAR,2011,LFS - National Employment Survey,49.16
MAR,2010,LFS - National Employment Survey,49.61
MAR,2009,LFS - National Employment Survey,36.51
MAR,2008,LFS - National Employment Survey,50.59
MAR,2007,LFS - National Employment Survey,52.27
MAR,2006,LFS - National Employment Survey,35.95
MAR,2005,LFS - National Employment Survey,52.1
MAR,2004,LFS - National Employment Survey,52.61
MAR,2003,LFS - National Employment Survey,51.92
MAR,2002,LFS - National Employment Survey,50.69
MAR,2001,LFS - National Employment Survey,51.27
MAR,2000,LFS - National Employment Survey,53.4
MAR,1999,LFS - National Employment Survey,54.38
MAR,1998,LFS - National Employment Survey,48.08
MAR,1995,LFS - National Employment Survey,51.96
MAR,1994,PC - Population Census,49.927
MAR,1990,LFS - National Employment Survey,49.59
MAR,1982,PC - Population Census,47.989
MAR,1971,PC - Population Census,45.57
MAR,1960,PC - Population Census,47.2
MCO,2016,PC - Population Census,48.25
MDA,2024,LFS - Labour Force Survey,72.159
MDA,2023,LFS - Labour Force Survey,70.787
MDA,2022,LFS - Labour Force Survey,72.531
MDA,2021,LFS - Labour Force Survey,72.51
MDA,2020,LFS - Labour Force Survey,69.68
MDA,2019,LFS - Labour Force Survey,69.332
MDA,2018,LFS - Labour Force Survey,67.053
MDA,2017,LFS - Labour Force Survey,68.331
MDA,2016,LFS - Labour Force Survey,69.907
MDA,2015,LFS - Labour Force Survey,70.215
MDA,2014,LFS - Labour Force Survey,69.265
MDA,2013,LFS - Labour Force Survey,65.249
MDA,2012,LFS - Labour Force Survey,64.787
MDA,2011,LFS - Labour Force Survey,64.395
MDA,2010,LFS - Labour Force Survey,63.37
MDA,2009,LFS - Labour Force Survey,60.685
MDA,2008,LFS - Labour Force Survey,59.587
MDA,2007,LFS - Labour Force Survey,58.846
MDA,2006,LFS - Labour Force Survey,58.093
MDA,2005,LFS - Labour Force Survey,54.815
MDA,2004,LFS - Labour Force Survey,55.113
MDA,2003,LFS - Labour Force Survey,57.248
MDA,2002,LFS - Labour Force Survey,57.225
MDA,2001,LFS - Labour Force Survey,57.946
MDA,2000,LFS - Labour Force Survey,59.912
MDA,1998,OE - Estimates based on Population Census,45.42
MDA,1996,OE - Estimates based on Population Census,39.05
MDA,1992,OE - Estimates based on Population Census,47.52
MDA,1989,OE - Estimates based on Population Census,67.77
MDG,2022,HS - Periodic Household Survey,75.013
MDG,2015,LFS - National Survey on Employment and the Informal Sector,86.381
MDG,2012,LFS - National Survey on Employment and the Informal Sector,92.596
MDG,2010,HS - Periodic Household Survey,63.7
MDG,2005,LFS - Labour force Survey,86.94
MDG,2003,LFS - Labour force Survey,82.63
MDG,2001,HS - Periodic Household Survey,79.588
MDG,1993,PC - Population Census,71.03
MDG,1985,OE - Official Estimates,39.35
MDG,1975,PC - Population Census,81.44
MDG,1965,OE - Official Estimates,50.51
MDG,1957,PC - Population Census,41.15
MDV,2019,HIES - Household Income and Expenditure Survey,63.632
MDV,2016,HIES - Household Income and Expenditure Survey,56.893
MDV,2014,PC - Population Census,68.501
MDV,2009,HIES - Household Income and Expenditure Survey,52.099
MDV,2000,PC - Population Census,54.8
MDV,1995,PC - Population Census,51.31
MDV,1990,PC - Population Census,49.52
MDV,1985,PC - Population Census,52.1
MDV,1977,PC - Population Census,77.31
MEX,2025,LFS - National Occupation and Employment Survey,59.131
MEX,2024,LFS - National Occupation and Employment Survey,61.099
MEX,2023,LFS - National Occupation and Employment Survey,61.322
MEX,2022,LFS - National Occupation and Employment Survey,60.774
MEX,2021,LFS - National Occupation and Employment Survey,59.759
MEX,2020,LFS - National Occupation and Employment Survey,56.107
MEX,2019,LFS - National Occupation and Employment Survey,60.172
MEX,2018,LFS - National Occupation and Employment Survey,59.629
MEX,2017,LFS - National Occupation and Employment Survey,59.419
MEX,2016,LFS - National Occupation and Employment Survey,59.743
MEX,2015,LFS - National Occupation and Employment Survey,59.849
MEX,2014,LFS - National Occupation and Employment Survey,59.81
MEX,2013,LFS - National Occupation and Employment Survey,60.314
MEX,2012,LFS - National Occupation and Employment Survey,60.434
MEX,2011,LFS - National Occupation and Employment Survey,59.782
MEX,2010,LFS - National Occupation and Employment Survey,59.661
MEX,2009,LFS - National Occupation and Employment Survey,59.891
MEX,2008,LFS - National Occupation and Employment Survey,59.936
MEX,2007,LFS - National Occupation and Employment Survey,60.103
MEX,2006,LFS - National Occupation and Employment Survey,60.132
MEX,2005,LFS - National Occupation and Employment Survey,59.329
MEX,2004,LFS - National Occupation and Employment Survey,58.85
MEX,2003,LFS - National Occupation and Employment Survey,58.278
MEX,2002,LFS - National Occupation and Employment Survey,57.944
MEX,2001,LFS - National Occupation and Employment Survey,57.282
MEX,2000,LFS - National Occupation and Employment Survey,61.692
MEX,1999,LFS - National Occupation and Employment Survey,61.994
MEX,1998,LFS - National Occupation and Employment Survey,62.661
MEX,1997,LFS - National Occupation and Employment Survey,62.89
MEX,1996,LFS - National Occupation and Employment Survey,61.462
MEX,1995,LFS - National Occupation and Employment Survey,61.507
MEX,1994,LFS - National Occupation and Employment Survey,61.402
MEX,1993,LFS - National Occupation and Employment Survey,61.349
MEX,1992,LFS - National Occupation and Employment Survey,60.571
MEX,1991,LFS - National Occupation and Employment Survey,59.863
MEX,1990,PC - Population Census,47.58
MEX,1988,OE - Official Estimates,38.4
MEX,1980,PC - Population Census,55.79
MEX,1979,OE - Official Estimates,51.3
MEX,1978,OE - Official Estimates,50.97
MEX,1975,OE - Official Estimates,27.6
MEX,1970,PC - Population Census,48.64
MEX,1960,PC - Population Census,55.48
MHL,2021,PC - Population Census,49.508
MHL,2019,HIES - Household Income and Expenditure Survey,45.061
MHL,2011,PC - Population Census,41.28
MHL,2006,PC - Population Census,44.82
MHL,1999,PC - Population Census,51.15
MHL,1980,PC - Population Census,47.79
MKD,2024,LFS - Labour Force Survey,52.032
MKD,2023,LFS - Labour Force Survey,51.841
MKD,2022,LFS - Labour Force Survey,52.815
MKD,2021,LFS - Labour Force Survey,54.037
MKD,2020,LFS - Labour Force Survey,54.381
MKD,2019,LFS - Labour Force Survey,55.216
MKD,2018,LFS - Labour Force Survey,54.789
MKD,2017,LFS - Labour Force Survey,55.092
MKD,2016,LFS - Labour Force Survey,55.106
MKD,2015,LFS - Labour Force Survey,55.446
MKD,2014,LFS - Labour Force Survey,56.069
MKD,2013,LFS - Labour Force Survey,55.869
MKD,2012,LFS - Labour Force Survey,55.193
MKD,2011,LFS - Labour Force Survey,55.244
MKD,2010,LFS - Labour Force Survey,53.789
MKD,2009,LFS - Labour Force Survey,55.158
MKD,2008,LFS - Labour Force Survey,55.019
MKD,2007,LFS - Labour Force Survey,54.504
MKD,2006,LFS - Labour Force Survey,53.357
MKD,2005,LFS - Labour Force Survey,53.599
MKD,2003,LFS - Labour Force Survey,54.51
MKD,2002,LFS - Labour Force Survey,52.64
MKD,2001,LFS - Labour Force Survey,55.5
MKD,2000,LFS - Labour Force Survey,52.9
MKD,1999,LFS - Labour Force Survey,53.13
MKD,1998,LFS - Labour Force Survey,54.8
MKD,1997,LFS - Labour Force Survey,53.7
MKD,1996,LFS - Labour Force Survey,54.95
MKD,1994,PC - Population Census,54.11
MKD,1991,PC - Population Census,57.17
MLI,2022,HIES - Harmonized Survey on Household Living Conditions,58.877
MLI,2020,LFS - Continous Household Employment Survey,65.916
MLI,2019,HIES - Harmonized Survey on Household Living Conditions,57.07
MLI,2018,LFS - Continous Household Employment Survey,63.748
MLI,2017,LFS - Continous Household Employment Survey,69.159
MLI,2016,LFS - Continous Household Employment Survey,62.003
MLI,2015,LFS - Continous Household Employment Survey,70.561
MLI,2014,LFS - Continous Household Employment Survey,70.617
MLI,2013,LFS - Continous Household Employment Survey,77.224
MLI,2010,LFS - Continous Household Employment Survey,65.29
MLI,2009,PC - Population and Housing Census,57.919
MLI,2007,LFS - Continous Household Employment Survey,82.2
MLI,2006,LFS - Continous Household Employment Survey,75.2
MLI,2004,LFS - Continous Household Employment Survey,49.43
MLI,1987,PC - Population and Housing Census,65.43
MLI,1976,PC - Population and Housing Census,52.3
MLT,2024,LFS - Labour Force Survey,67.096
MLT,2023,LFS - Labour Force Survey,71.761
MLT,2022,LFS - Labour Force Survey,70.52
MLT,2021,LFS - Labour Force Survey,68.142
MLT,2020,LFS - Labour Force Survey,66.795
MLT,2019,LFS - Labour Force Survey,65.558
MLT,2018,LFS - Labour Force Survey,64.378
MLT,2017,LFS - Labour Force Survey,62.495
MLT,2016,LFS - Labour Force Survey,61.315
MLT,2015,LFS - Labour Force Survey,60.217
MLT,2014,LFS - Labour Force Survey,59.644
MLT,2013,LFS - Labour Force Survey,58.349
MLT,2012,LFS - Labour Force Survey,56.577
MLT,2011,LFS - Labour Force Survey,55.154
MLT,2010,LFS - Labour Force Survey,54.281
MLT,2009,LFS - Labour Force Survey,53.657
MLT,2008,LFS - Labour Force Survey,50.045
MLT,2007,LFS - Labour Force Survey,49.853
MLT,2006,LFS - Labour Force Survey,49.109
MLT,2005,LFS - Labour Force Survey,49.073
MLT,2004,LFS - Labour Force Survey,49.034
MLT,2003,LFS - Labour Force Survey,50.322
MLT,2002,LFS - Labour Force Survey,50.368
MLT,2001,LFS - Labour Force Survey,50.328
MLT,2000,LFS - Labour Force Survey,49.683
MLT,1999,OE - Official Estimates,38.42
MLT,1998,OE - Official Estimates,47.73
MLT,1997,OE - Official Estimates,47.85
MLT,1996,OE - Official Estimates,47.98
MLT,1995,PC - Population Census,48.84
MLT,1994,OE - Official Estimates,46.99
MLT,1993,OE - Official Estimates,36.09
MLT,1990,OE - Official Estimates,37.17
MLT,1989,OE - Official Estimates,37.16
MLT,1988,OE - Official Estimates,37.28
MLT,1987,OE - Official Estimates,36.9
MLT,1986,OE - Official Estimates,36.62
MLT,1985,PC - Population Census,40.15
MLT,1983,OE - Official Estimates,36.73
MLT,1981,OE - Official Estimates,38.1
MLT,1980,OE - Official Estimates,38.92
MLT,1979,OE - Official Estimates,37.62
MLT,1967,PC - Population Census,32.54
MLT,1957,PC - Population Census,47.57
MMR,2020,LFS - Labour Force Survey,60.151
MMR,2019,LFS - Labour Force Survey,60.502
MMR,2018,LFS - Labour Force Survey,62.361
MMR,2017,LFS - Labour Force Survey,62.023
MMR,2015,LFS - Labour Force Survey,64.711
MMR,2014,PC - Population Census,63.445
MMR,1990,LFS - Labour Force Survey,41.6
MMR,1988,OE - Official Estimates,41.06
MMR,1986,OE - Official Estimates,40.86
MMR,1985,OE - Official Estimates,41
MMR,1983,PC - Population Census,55.98
MNE,2023,LFS - Labour Force Survey,64.015
MNE,2022,LFS - Labour Force Survey,59.038
MNE,2021,LFS - Labour Force Survey,50.956
MNE,2020,LFS - Labour Force Survey,53.348
MNE,2019,LFS - Labour Force Survey,57.417
MNE,2018,LFS - Labour Force Survey,56.011
MNE,2017,LFS - Labour Force Survey,54.668
MNE,2016,LFS - Labour Force Survey,54.52
MNE,2015,LFS - Labour Force Survey,53.727
MNE,2014,LFS - Labour Force Survey,52.718
MNE,2013,LFS - Labour Force Survey,50.105
MNE,2012,LFS - Labour Force Survey,50.04
MNE,2011,LFS - Labour Force Survey,48.741
MNE,2010,LFS - Labour Force Survey,49.829
MNE,2009,LFS - Labour Force Survey,51.1
MNE,2008,LFS - Labour Force Survey,51.9
MNE,2007,LFS - Labour Force Survey,51.7
MNG,2023,LFS - Labour Force Survey,60.451
MNG,2022,LFS - Labour Force Survey,62.268
MNG,2021,LFS - Labour Force Survey,60.996
MNG,2020,LFS - Labour Force Survey,63.172
MNG,2019,LFS - Labour Force Survey,65.358
MNG,2018,LFS - Labour Force Survey,59.473
MNG,2017,LFS - Labour Force Survey,59.558
MNG,2016,LFS - Labour Force Survey,58.726
MNG,2015,LFS - Labour Force Survey,59.816
MNG,2014,LFS - Labour Force Survey,60.091
MNG,2013,LFS - Labour Force Survey,59.488
MNG,2012,LFS - Labour Force Survey,60.668
MNG,2011,LFS - Labour Force Survey,60.59
MNG,2010,LFS - Labour Force Survey,59.363
MNG,2009,LFS - Labour Force Survey,58.47
MNG,2008,LFS - Labour Force Survey,58.395
MNG,2007,LFS - Labour Force Survey,60
MNG,2006,LFS - Labour Force Survey,59.961
MNG,2005,OE - Official Estimates,57.86
MNG,2004,OE - Official Estimates,58.54
MNG,2003,LFS - Labour Force Survey,60.108
MNG,2002,OE - Official Estimates,37.07
MNG,2000,PC - Population Census,100
MNG,1998,OE - Official Estimates,59.22
MNP,2010,PC - Population Census,72.26
MNP,2003,LFS - Labour Force Survey,81.82
MNP,1995,PC - Population Census,81.23
MNP,1990,PC - Population Census,81.76
MNP,1985,LFS - Labour Force Survey,57.26
MOZ,2022,HIES - Household Budget Survey,78.817
MOZ,2015,HIES - Household Budget Survey,79.053
MOZ,2003,HIES - Household Income and Expenditure Survey,86.03
MOZ,1997,PC - Population Census,83.94
MOZ,1980,PC - Population Census,87.32
MOZ,1970,PC - Population Census,63.07
MOZ,1950,PC - Population Census,48.46
MRT,2019,HIES - Living Standards Survey,45.467
MRT,2017,LFS - National Reference Survey on Employment and Informal Sector,41.102
MRT,2012,LFS - National Reference Survey on Employment and Informal Sector,43.551
MRT,2000,PC - Population Census,46
MRT,1988,PC - Population Census,46.48
MRT,1975,OE - Official Estimates,48.53
MSR,2020,LFS - Labour Force Survey,70.047
MSR,2011,PC - Population Census,100
MSR,2001,PC - Population Census,100
MSR,1980,PC - Population Census,64.28
MSR,1978,OE - Official Estimates,37.49
MSR,1970,PC - Population Census,57.47
MSR,1960,PC - Population Census,59.28
MTQ,2013,LFS - Employment Survey,53.13
MTQ,2012,LFS - Employment Survey,51.67
MTQ,2011,LFS - Employment Survey,52.2
MTQ,2010,LFS - Employment Survey,50.86
MTQ,2009,LFS - Employment Survey,51.79
MTQ,2008,LFS - Employment Survey,52.01
MTQ,1999,PC - Population Census in overseas territories,58.48
MTQ,1990,PC - Population Census in overseas territories,59.61
MTQ,1982,PC - Population Census in overseas territories,55.77
MTQ,1980,LFS - Employment Survey,54.48
MTQ,1974,PC - Population Census in overseas territories,53.55
MTQ,1967,PC - Population Census in overseas territories,49.06
MTQ,1961,PC - Population Census in overseas territories,54.75
MUS,2023,LFS - Continuous Multi-Purpose Household Survey,57.929
MUS,2022,LFS - Continuous Multi-Purpose Household Survey,54.864
MUS,2021,LFS - Continuous Multi-Purpose Household Survey,51.968
MUS,2020,LFS - Continuous Multi-Purpose Household Survey,71.521
MUS,2019,LFS - Continuous Multi-Purpose Household Survey,59.068
MUS,2018,LFS - Continuous Multi-Purpose Household Survey,58.666
MUS,2017,LFS - Continuous Multi-Purpose Household Survey,59.409
MUS,2016,LFS - Continuous Multi-Purpose Household Survey,59.252
