ref_area.label,indicator.label,source.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Luxembourg,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2020,60.8,,,,Repository: Eurostat special tabulation
Latvia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2010,58.88,,,,Repository: Eurostat special tabulation
Latvia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2011,58.52,,,,Repository: Eurostat special tabulation
Latvia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2012,59.73,,,,Repository: Eurostat special tabulation
Latvia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2013,59.43,,,,Repository: Eurostat special tabulation
Latvia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2014,59.27,,,,Repository: Eurostat special tabulation
Latvia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2015,60.07,,,,Repository: Eurostat special tabulation
Latvia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2016,60.42,,,,Repository: Eurostat special tabulation
Latvia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2017,60.83,,,,Repository: Eurostat special tabulation
Latvia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2018,61.44,,,,Repository: Eurostat special tabulation
Latvia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2019,61.23,,,,Repository: Eurostat special tabulation
Latvia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2020,61.67,,,,Repository: Eurostat special tabulation
"Macau, China",Labour force participation rate by sex and age (%),LFS - Employment Survey,Sex: Total,Age (5-year bands): Total,2010,71.5,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"Macau, China",Labour force participation rate by sex and age (%),LFS - Employment Survey,Sex: Total,Age (5-year bands): Total,2011,72.5,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"Macau, China",Labour force participation rate by sex and age (%),LFS - Employment Survey,Sex: Total,Age (5-year bands): Total,2012,72.4,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"Macau, China",Labour force participation rate by sex and age (%),LFS - Employment Survey,Sex: Total,Age (5-year bands): Total,2013,72.7,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"Macau, China",Labour force participation rate by sex and age (%),LFS - Employment Survey,Sex: Total,Age (5-year bands): Total,2014,73.8,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"Macau, China",Labour force participation rate by sex and age (%),LFS - Employment Survey,Sex: Total,Age (5-year bands): Total,2015,73.7,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"Macau, China",Labour force participation rate by sex and age (%),LFS - Employment Survey,Sex: Total,Age (5-year bands): Total,2016,72.3,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
Morocco,Labour force participation rate by sex and age (%),LFS - Enquête Nationale sur l'Emploi,Sex: Total,Age (5-year bands): Total,2011,49.2,,,,
Morocco,Labour force participation rate by sex and age (%),LFS - Enquête Nationale sur l'Emploi,Sex: Total,Age (5-year bands): Total,2012,48.4,,,,
Monaco,Labour force participation rate by sex and age (%),PC - Recensement de la Population,Sex: Total,Age (5-year bands): Total,2016,48.25,,,,Age coverage - minimum age: 17 years old
"Moldova, Republic of",Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2010,41.61,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
"Moldova, Republic of",Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2011,42.27,,,,Repository: ILO-STATISTICS - Micro data processing
"Moldova, Republic of",Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2012,40.72,,,,Repository: ILO-STATISTICS - Micro data processing
"Moldova, Republic of",Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2013,41.37,,,,Repository: ILO-STATISTICS - Micro data processing
"Moldova, Republic of",Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2014,43.28,,,,Repository: ILO-STATISTICS - Micro data processing
"Moldova, Republic of",Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2015,44.48,,,,Repository: ILO-STATISTICS - Micro data processing
"Moldova, Republic of",Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2016,44.76,,,,Repository: ILO-STATISTICS - Micro data processing
"Moldova, Republic of",Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2017,42.2,,,,Repository: ILO-STATISTICS - Micro data processing
"Moldova, Republic of",Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2018,37.3,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
"Moldova, Republic of",Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2019,42.26,,,,Repository: ILO-STATISTICS - Micro data processing
"Moldova, Republic of",Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2020,40.32,,,,Repository: ILO-STATISTICS - Micro data processing
Madagascar,Labour force participation rate by sex and age (%),LFS - Enquête Nationale sur l'Emploi et le Secteur Informel,Sex: Total,Age (5-year bands): Total,2012,92.6,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Madagascar,Labour force participation rate by sex and age (%),LFS - Enquête Nationale sur l'Emploi et le Secteur Informel,Sex: Total,Age (5-year bands): Total,2015,86.38,,,,Repository: ILO-STATISTICS - Micro data processing
Madagascar,Labour force participation rate by sex and age (%),HS - Enquête périodique auprès des Ménages EPM/DSM,Sex: Total,Age (5-year bands): Total,2010,63.7,,,,Data reference period: Fourth quarter | Age coverage - minimum age: Less than or equal to 9 years old
Maldives,Labour force participation rate by sex and age (%),HIES - Household Income and Expenditure Survey,Sex: Total,Age (5-year bands): Total,2016,57.62,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Maldives,Labour force participation rate by sex and age (%),HIES - Household Income and Expenditure Survey,Sex: Total,Age (5-year bands): Total,2019,60.28,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Maldives,Labour force participation rate by sex and age (%),PC - Population and Housing Census,Sex: Total,Age (5-year bands): Total,2014,68.5,,,,Repository: ILO-STATISTICS - Micro data processing
Mexico,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Total,Age (5-year bands): Total,2010,59.66,,,,Repository: ILO-STATISTICS - Micro data processing
Mexico,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Total,Age (5-year bands): Total,2011,59.76,,,,Repository: ILO-STATISTICS - Micro data processing
Mexico,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Total,Age (5-year bands): Total,2012,60.41,,,,Repository: ILO-STATISTICS - Micro data processing
Mexico,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Total,Age (5-year bands): Total,2013,60.28,,,,Repository: ILO-STATISTICS - Micro data processing
Mexico,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Total,Age (5-year bands): Total,2014,59.76,,,,Repository: ILO-STATISTICS - Micro data processing
Mexico,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Total,Age (5-year bands): Total,2015,59.8,,,,Repository: ILO-STATISTICS - Micro data processing
Mexico,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Total,Age (5-year bands): Total,2016,59.68,,,,Repository: ILO-STATISTICS - Micro data processing
Mexico,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Total,Age (5-year bands): Total,2017,59.34,,,,Repository: ILO-STATISTICS - Micro data processing
Mexico,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Total,Age (5-year bands): Total,2018,59.55,,,,Repository: ILO-STATISTICS - Micro data processing
Mexico,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Total,Age (5-year bands): Total,2019,60.1,,,,Repository: ILO-STATISTICS - Micro data processing
Mexico,Labour force participation rate by sex and age (%),LFS - Encuesta Nacional de Ocupación y Empleo,Sex: Total,Age (5-year bands): Total,2020,55.48,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Marshall Islands,Labour force participation rate by sex and age (%),HIES - Household Income and Expenditure Survey,Sex: Total,Age (5-year bands): Total,2019,44.48,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
North Macedonia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2010,55.69,,,,Repository: Eurostat special tabulation
North Macedonia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2011,55.48,,,,Repository: Eurostat special tabulation
North Macedonia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2012,55.17,,,,Repository: Eurostat special tabulation
North Macedonia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2013,55.85,,,,Repository: Eurostat special tabulation
North Macedonia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2014,55.92,,,,Repository: Eurostat special tabulation
North Macedonia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2015,55.38,,,,Repository: Eurostat special tabulation
North Macedonia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2016,54.89,,,,Repository: Eurostat special tabulation
North Macedonia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2017,55.13,,,,Repository: Eurostat special tabulation
North Macedonia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2018,55.19,,,,Repository: Eurostat special tabulation
North Macedonia,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2019,55.47,,,,Repository: Eurostat special tabulation
North Macedonia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2020,52.39,,,,Repository: ILO-STATISTICS - Micro data processing
Mali,Labour force participation rate by sex and age (%),LFS - Enquête Emploi Permanente Auprès des Ménages (EPAM),Sex: Total,Age (5-year bands): Total,2010,60.13,,,,Age coverage - minimum age: 10 years old
Mali,Labour force participation rate by sex and age (%),LFS - Enquête Emploi Permanente Auprès des Ménages (EPAM),Sex: Total,Age (5-year bands): Total,2013,77.22,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Mali,Labour force participation rate by sex and age (%),LFS - Enquête Emploi Permanente Auprès des Ménages (EPAM),Sex: Total,Age (5-year bands): Total,2014,70.62,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Mali,Labour force participation rate by sex and age (%),LFS - Enquête Emploi Permanente Auprès des Ménages (EPAM),Sex: Total,Age (5-year bands): Total,2015,70.56,,,,Repository: ILO-STATISTICS - Micro data processing
Mali,Labour force participation rate by sex and age (%),LFS - Enquête Emploi Permanente Auprès des Ménages (EPAM),Sex: Total,Age (5-year bands): Total,2016,62,,,,Repository: ILO-STATISTICS - Micro data processing
Mali,Labour force participation rate by sex and age (%),LFS - Enquête Emploi Permanente Auprès des Ménages (EPAM),Sex: Total,Age (5-year bands): Total,2017,69.16,,,,Repository: ILO-STATISTICS - Micro data processing
Mali,Labour force participation rate by sex and age (%),LFS - Enquête Emploi Permanente Auprès des Ménages (EPAM),Sex: Total,Age (5-year bands): Total,2018,63.75,,,,Repository: ILO-STATISTICS - Micro data processing
Malta,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2010,50.77,,,,Repository: Eurostat special tabulation
Malta,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2011,51.44,,,,Repository: Eurostat special tabulation
Malta,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2012,52.57,,,,Repository: Eurostat special tabulation
Malta,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2013,54.12,,,,Repository: Eurostat special tabulation
Malta,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2014,55.27,,,,Repository: Eurostat special tabulation
Malta,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2015,55.74,,,,Repository: Eurostat special tabulation
Malta,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2016,56.73,,,,Repository: Eurostat special tabulation
Malta,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2017,57.9,,,,Repository: Eurostat special tabulation
Malta,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2018,60.08,,,,Repository: Eurostat special tabulation
Malta,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2019,61.5,,,,Repository: Eurostat special tabulation
Malta,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2020,62.34,,,,Repository: Eurostat special tabulation
Myanmar,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2015,64.71,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Myanmar,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2017,61.24,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Myanmar,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2018,61.5,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Myanmar,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2019,59.49,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Montenegro,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2011,48.54,,,,Repository: Eurostat special tabulation
Montenegro,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2012,50.03,,,,Repository: Eurostat special tabulation
Montenegro,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2013,50.08,,,,Repository: Eurostat special tabulation
Montenegro,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2014,52.68,,,,Repository: Eurostat special tabulation
Montenegro,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2015,53.72,,,,Repository: Eurostat special tabulation
Montenegro,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2016,54.52,,,,Repository: Eurostat special tabulation
Montenegro,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2017,54.66,,,,Repository: Eurostat special tabulation
Montenegro,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2018,56,,,,Repository: Eurostat special tabulation
Montenegro,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2019,57.41,,,,Repository: Eurostat special tabulation
Montenegro,Labour force participation rate by sex and age (%),LFS - EU Labour Force Survey,Sex: Total,Age (5-year bands): Total,2020,53.3,,,,
Mongolia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2010,59.36,,,,Repository: ILO-STATISTICS - Micro data processing
Mongolia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2011,60.59,,,,Repository: ILO-STATISTICS - Micro data processing
Mongolia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2012,60.67,,,,Repository: ILO-STATISTICS - Micro data processing
Mongolia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2013,59.49,,,,Repository: ILO-STATISTICS - Micro data processing
Mongolia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2014,60.09,,,,Repository: ILO-STATISTICS - Micro data processing
Mongolia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2015,59.82,,,,Repository: ILO-STATISTICS - Micro data processing
Mongolia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2016,58.73,,,,Repository: ILO-STATISTICS - Micro data processing
Mongolia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2017,59.56,,,,Repository: ILO-STATISTICS - Micro data processing
Mongolia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2018,59.47,,,,Repository: ILO-STATISTICS - Micro data processing
Mongolia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2019,60.49,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Mongolia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2020,58.77,,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Mozambique,Labour force participation rate by sex and age (%),HIES - Inquérito aos Orçamentos Familiares,Sex: Total,Age (5-year bands): Total,2015,79.05,,,,Repository: ILO-STATISTICS - Micro data processing
Mauritania,Labour force participation rate by sex and age (%),LFS - Enquête Nationale de Référence sur l'Emploi et le Secteur Informel,Sex: Total,Age (5-year bands): Total,2012,43.55,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Mauritania,Labour force participation rate by sex and age (%),LFS - Enquête Nationale de Référence sur l'Emploi et le Secteur Informel,Sex: Total,Age (5-year bands): Total,2017,41.1,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old
Montserrat,Labour force participation rate by sex and age (%),PC - Population Census,Sex: Total,Age (5-year bands): Total,2011,100,,,,
Montserrat,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2020,70.05,,,,Repository: ILO-STATISTICS - Micro data processing
Mauritius,Labour force participation rate by sex and age (%),LFS - Continuous Multi-Purpose Household Survey,Sex: Total,Age (5-year bands): Total,2010,59.23,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Mauritius,Labour force participation rate by sex and age (%),LFS - Continuous Multi-Purpose Household Survey,Sex: Total,Age (5-year bands): Total,2011,58.32,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Mauritius,Labour force participation rate by sex and age (%),LFS - Continuous Multi-Purpose Household Survey,Sex: Total,Age (5-year bands): Total,2012,58.5,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Mauritius,Labour force participation rate by sex and age (%),LFS - Continuous Multi-Purpose Household Survey,Sex: Total,Age (5-year bands): Total,2013,59.52,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Mauritius,Labour force participation rate by sex and age (%),LFS - Continuous Multi-Purpose Household Survey,Sex: Total,Age (5-year bands): Total,2014,59.71,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Mauritius,Labour force participation rate by sex and age (%),LFS - Continuous Multi-Purpose Household Survey,Sex: Total,Age (5-year bands): Total,2015,60.05,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Mauritius,Labour force participation rate by sex and age (%),LFS - Continuous Multi-Purpose Household Survey,Sex: Total,Age (5-year bands): Total,2016,59.25,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Mauritius,Labour force participation rate by sex and age (%),LFS - Continuous Multi-Purpose Household Survey,Sex: Total,Age (5-year bands): Total,2017,59.41,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Mauritius,Labour force participation rate by sex and age (%),LFS - Continuous Multi-Purpose Household Survey,Sex: Total,Age (5-year bands): Total,2018,58.67,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Mauritius,Labour force participation rate by sex and age (%),LFS - Continuous Multi-Purpose Household Survey,Sex: Total,Age (5-year bands): Total,2019,59.07,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old
Malawi,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2013,77.74,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Malawi,Labour force participation rate by sex and age (%),HIES - Integrated Household Survey,Sex: Total,Age (5-year bands): Total,2011,73.38,,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
Malawi,Labour force participation rate by sex and age (%),HIES - Integrated Household Survey,Sex: Total,Age (5-year bands): Total,2017,41.51,,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
Malaysia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2010,63.4,,,,Age coverage - maximum age: 64 years old
Malaysia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2011,64.5,,,,Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old
Malaysia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2012,65.6,,,,Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old
Malaysia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2013,67.3,,,,Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old
Malaysia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2014,67.6,,,,Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old
Malaysia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2015,67.88,,,,Age coverage - maximum age: 64 years old
Malaysia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2016,67.7,,,,Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old
Malaysia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2017,68,,,,Employment definition: Excluding own-use production workers | Age coverage - maximum age: 64 years old
Malaysia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2018,68.3,,,,Employment definition: Excluding own-use production workers | Age coverage - maximum age: 64 years old
Malaysia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2019,68.7,,,,Employment definition: Excluding own-use production workers | Age coverage - maximum age: 64 years old
Namibia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2012,57.53,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Namibia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2013,61.7,,,,Repository: ILO-STATISTICS - Micro data processing
Namibia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2014,60.83,,,,Repository: ILO-STATISTICS - Micro data processing
Namibia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2016,60.45,,,,Repository: ILO-STATISTICS - Micro data processing
Namibia,Labour force participation rate by sex and age (%),LFS - Labour Force Survey,Sex: Total,Age (5-year bands): Total,2018,58.88,,,,Repository: ILO-STATISTICS - Micro data processing
New Caledonia,Labour force participation rate by sex and age (%),PC - Recensement de la Population,Sex: Total,Age (5-year bands): Total,2014,64,,,,Data reference period: August
Niger,Labour force participation rate by sex and age (%),LFS - Enquête Nationale sur l'Emploi et le Secteur Informel,Sex: Total,Age (5-year bands): Total,2012,42.71,,,,Repository: ILO-STATISTICS - Micro data processing
Niger,Labour force participation rate by sex and age (%),LFS - Enquête Nationale sur l'Emploi et le Secteur Informel,Sex: Total,Age (5-year bands): Total,2017,26.49,,,,Repository: ILO-STATISTICS - Micro data processing
Niger,Labour force participation rate by sex and age (%),HIES - Enquête Nationale sur les Conditions de Vie de Ménages,Sex: Total,Age (5-year bands): Total,2011,79.52,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Niger,Labour force participation rate by sex and age (%),HIES - Enquête Nationale sur les Conditions de Vie de Ménages,Sex: Total,Age (5-year bands): Total,2014,73.57,,,,Repository: ILO-STATISTICS - Micro data processing
Nigeria,Labour force participation rate by sex and age (%),HS - General Household Survey,Sex: Total,Age (5-year bands): Total,2011,60.41,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Less than or equal to 9 years old
Nigeria,Labour force participation rate by sex and age (%),HS - General Household Survey,Sex: Total,Age (5-year bands): Total,2013,55.27,,,,Repository: ILO-STATISTICS - Micro data processing
Nigeria,Labour force participation rate by sex and age (%),HS - General Household Survey,Sex: Total,Age (5-year bands): Total,2019,54.92,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Nicaragua,Labour force participation rate by sex and age (%),LFS - Encuesta Continua de Hogares,Sex: Total,Age (5-year bands): Total,2012,76.95,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
