ref_area,indicator,source,sex,classif1,time,obs_value,obs_status,note_classif,note_indicator,note_source
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_5YRBANDS_Y25-29,2012,78.55,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_5YRBANDS_Y30-34,2012,82.37,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_5YRBANDS_Y35-39,2012,82.92,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_5YRBANDS_Y40-44,2012,77.62,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_5YRBANDS_Y45-49,2012,76.67,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_5YRBANDS_Y50-54,2012,69.26,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_5YRBANDS_Y55-59,2012,63.31,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_5YRBANDS_Y60-64,2012,51.48,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_5YRBANDS_YGE65,2012,27.24,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_YTHADULT_YGE15,2019,76.04,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_YTHADULT_Y15-64,2019,79.97,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_YTHADULT_Y15-24,2019,59.67,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_YTHADULT_YGE25,2019,81.03,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_AGGREGATE_TOTAL,2019,76.04,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_AGGREGATE_Y15-24,2019,59.67,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_AGGREGATE_Y25-54,2019,89.86,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_AGGREGATE_Y55-64,2019,73.32,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_AGGREGATE_YGE65,2019,37.48,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_10YRBANDS_TOTAL,2019,76.04,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_10YRBANDS_Y15-24,2019,59.67,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_10YRBANDS_Y25-34,2019,90.29,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_10YRBANDS_Y35-44,2019,91.6,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_10YRBANDS_Y45-54,2019,86.97,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_10YRBANDS_Y55-64,2019,73.32,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_10YRBANDS_YGE65,2019,37.48,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_5YRBANDS_TOTAL,2019,76.04,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_5YRBANDS_Y15-19,2019,42.93,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_5YRBANDS_Y20-24,2019,78.32,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_5YRBANDS_Y25-29,2019,89.1,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_5YRBANDS_Y30-34,2019,91.56,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_5YRBANDS_Y35-39,2019,92,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_5YRBANDS_Y40-44,2019,90.97,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_5YRBANDS_Y45-49,2019,88.48,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_5YRBANDS_Y50-54,2019,85.47,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_5YRBANDS_Y55-59,2019,78.19,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_5YRBANDS_Y60-64,2019,67.06,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BA:1321,SEX_T,AGE_5YRBANDS_YGE65,2019,37.48,B,,I11:264,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_YTHADULT_YGE15,2010,84.75,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_YTHADULT_Y15-64,2010,87.37,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_YTHADULT_Y15-24,2010,79,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_YTHADULT_YGE25,2010,87.5,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_AGGREGATE_TOTAL,2010,84.75,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_AGGREGATE_Y15-24,2010,79,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_AGGREGATE_Y25-54,2010,93.32,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_AGGREGATE_Y55-64,2010,81.72,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_AGGREGATE_YGE65,2010,46.6,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_TOTAL,2010,84.75,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_Y15-24,2010,79,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_Y25-34,2010,92.46,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_Y35-44,2010,94.97,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_Y45-54,2010,92.69,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_Y55-64,2010,81.72,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_YGE65,2010,46.6,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_TOTAL,2010,84.75,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y15-19,2010,74.11,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y20-24,2010,85.18,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y25-29,2010,91.23,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y30-34,2010,94.44,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y35-39,2010,94.41,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y40-44,2010,95.56,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y45-49,2010,94.52,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y50-54,2010,90.25,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y55-59,2010,84.9,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y60-64,2010,77.38,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_YGE65,2010,46.6,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_YTHADULT_YGE15,2011,85.44,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_YTHADULT_Y15-64,2011,87.83,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_YTHADULT_Y15-24,2011,78.8,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_YTHADULT_YGE25,2011,88.51,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_AGGREGATE_TOTAL,2011,85.44,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_AGGREGATE_Y15-24,2011,78.8,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_AGGREGATE_Y25-54,2011,93.83,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_AGGREGATE_Y55-64,2011,83.31,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_AGGREGATE_YGE65,2011,50.32,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_TOTAL,2011,85.44,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_Y15-24,2011,78.8,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_Y25-34,2011,94.49,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_Y35-44,2011,94.94,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_Y45-54,2011,91.41,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_Y55-64,2011,83.31,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_YGE65,2011,50.32,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_TOTAL,2011,85.44,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y15-19,2011,74.27,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y20-24,2011,84.23,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y25-29,2011,94.01,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y30-34,2011,95.15,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y35-39,2011,94.42,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y40-44,2011,95.43,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y45-49,2011,93.17,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y50-54,2011,89.19,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y55-59,2011,86.2,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y60-64,2011,79.6,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_YGE65,2011,50.32,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_YTHADULT_YGE15,2013,80.22,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_YTHADULT_Y15-64,2013,83.16,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_YTHADULT_Y15-24,2013,71.89,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_YTHADULT_YGE25,2013,83.96,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_AGGREGATE_TOTAL,2013,80.22,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_AGGREGATE_Y15-24,2013,71.89,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_AGGREGATE_Y25-54,2013,90.92,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_AGGREGATE_Y55-64,2013,75.42,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_AGGREGATE_YGE65,2013,42.82,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_TOTAL,2013,80.22,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_Y15-24,2013,71.89,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_Y25-34,2013,91.23,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_Y35-44,2013,93.11,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_Y45-54,2013,87.85,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_Y55-64,2013,75.42,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_YGE65,2013,42.82,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_TOTAL,2013,80.22,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y15-19,2013,59.91,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y20-24,2013,83.25,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y25-29,2013,89.95,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y30-34,2013,92.64,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y35-39,2013,93.43,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y40-44,2013,92.84,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y45-49,2013,89.69,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y50-54,2013,85.72,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y55-59,2013,80.32,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y60-64,2013,68.59,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_YGE65,2013,42.82,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_YTHADULT_YGE15,2014,80.29,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_YTHADULT_Y15-64,2014,82.99,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_YTHADULT_Y15-24,2014,72.01,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_YTHADULT_YGE25,2014,84.09,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_AGGREGATE_TOTAL,2014,80.29,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_AGGREGATE_Y15-24,2014,72.01,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_AGGREGATE_Y25-54,2014,90.6,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_AGGREGATE_Y55-64,2014,75.21,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_AGGREGATE_YGE65,2014,40.88,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_TOTAL,2014,80.29,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_Y15-24,2014,72.01,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_Y25-34,2014,91.27,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_Y35-44,2014,91.33,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_Y45-54,2014,88.51,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_Y55-64,2014,75.21,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_YGE65,2014,40.88,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_TOTAL,2014,80.29,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y15-19,2014,60.8,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y20-24,2014,83.22,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y25-29,2014,90.21,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y30-34,2014,92.43,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y35-39,2014,91.94,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y40-44,2014,90.76,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y45-49,2014,90,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y50-54,2014,86.8,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y55-59,2014,80.87,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y60-64,2014,67.83,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_YGE65,2014,40.88,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_YTHADULT_YGE15,2015,79.6,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_YTHADULT_Y15-64,2015,82.91,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_YTHADULT_Y15-24,2015,71.86,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_YTHADULT_YGE25,2015,83,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_AGGREGATE_TOTAL,2015,79.6,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_AGGREGATE_Y15-24,2015,71.86,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_AGGREGATE_Y25-54,2015,90.44,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_AGGREGATE_Y55-64,2015,74.91,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_AGGREGATE_YGE65,2015,35.9,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_TOTAL,2015,79.6,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_Y15-24,2015,71.86,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_Y25-34,2015,91.14,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_Y35-44,2015,92.81,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_Y45-54,2015,86.6,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_Y55-64,2015,74.91,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_YGE65,2015,35.9,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_TOTAL,2015,79.6,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y15-19,2015,58.61,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y20-24,2015,84.62,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y25-29,2015,89.24,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y30-34,2015,93.24,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y35-39,2015,93.24,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y40-44,2015,92.42,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y45-49,2015,88.62,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y50-54,2015,84.25,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y55-59,2015,79.1,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y60-64,2015,69.56,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_YGE65,2015,35.9,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_YTHADULT_YGE15,2016,81.73,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_YTHADULT_Y15-64,2016,84.44,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_YTHADULT_Y15-24,2016,72.93,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_YTHADULT_YGE25,2016,85.61,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_AGGREGATE_TOTAL,2016,81.73,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_AGGREGATE_Y15-24,2016,72.93,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_AGGREGATE_Y25-54,2016,92.3,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_AGGREGATE_Y55-64,2016,76.09,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_AGGREGATE_YGE65,2016,45.65,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_TOTAL,2016,81.73,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_Y15-24,2016,72.93,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_Y25-34,2016,93.08,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_Y35-44,2016,93.87,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_Y45-54,2016,89.18,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_Y55-64,2016,76.09,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_10YRBANDS_YGE65,2016,45.65,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_TOTAL,2016,81.73,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y15-19,2016,60.2,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y20-24,2016,85.27,,,,R1:3513
KHM,EAP_DWAP_SEX_AGE_RT,BB:3064,SEX_T,AGE_5YRBANDS_Y25-29,2016,93.44,,,,R1:3513
